Question;Charts
It is clear that variable SepalWidthCm shows some outliers, but we can’t be sure of the same for variable PetalWidthCm.;[Boxplots,Histograms]
It is clear that variable SepalLengthCm shows some outliers, but we can’t be sure of the same for variable PetalWidthCm.;[Boxplots,Histograms]
It is clear that variable PetalWidthCm shows some outliers, but we can’t be sure of the same for variable PetalLengthCm.;[Boxplots,Histograms]
It is clear that variable SepalWidthCm shows some outliers, but we can’t be sure of the same for variable PetalLengthCm.;[Boxplots,Histograms]
It is clear that variable SepalLengthCm shows some outliers, but we can’t be sure of the same for variable PetalLengthCm.;[Boxplots,Histograms]
It is clear that variable PetalWidthCm shows some outliers, but we can’t be sure of the same for variable SepalWidthCm.;[Boxplots,Histograms]
It is clear that variable PetalLengthCm shows some outliers, but we can’t be sure of the same for variable SepalWidthCm.;[Boxplots,Histograms]
It is clear that variable SepalLengthCm shows some outliers, but we can’t be sure of the same for variable SepalWidthCm.;[Boxplots,Histograms]
It is clear that variable PetalWidthCm shows some outliers, but we can’t be sure of the same for variable SepalLengthCm.;[Boxplots,Histograms]
It is clear that variable PetalLengthCm shows some outliers, but we can’t be sure of the same for variable SepalLengthCm.;[Boxplots,Histograms]
It is clear that variable SepalWidthCm shows some outliers, but we can’t be sure of the same for variable SepalLengthCm.;[Boxplots,Histograms]
Outliers seem to be a problem in the dataset.;[Boxplots,Histograms]
Variable PetalWidthCm shows a high number of outlier values.;[Boxplots,Histograms]
Variable PetalLengthCm shows a high number of outlier values.;[Boxplots,Histograms]
Variable SepalWidthCm shows a high number of outlier values.;[Boxplots,Histograms]
Variable SepalLengthCm shows a high number of outlier values.;[Boxplots,Histograms]
Variable PetalWidthCm shows some outlier values.;[Boxplots,Histograms]
Variable PetalLengthCm shows some outlier values.;[Boxplots,Histograms]
Variable SepalWidthCm shows some outlier values.;[Boxplots,Histograms]
Variable SepalLengthCm shows some outlier values.;[Boxplots,Histograms]
Variable PetalWidthCm doesn’t have any outliers.;[Boxplots,Histograms]
Variable PetalLengthCm doesn’t have any outliers.;[Boxplots,Histograms]
Variable SepalWidthCm doesn’t have any outliers.;[Boxplots,Histograms]
Variable SepalLengthCm doesn’t have any outliers.;[Boxplots,Histograms]
Variable PetalWidthCm presents some outliers.;[Boxplots,Histograms]
Variable PetalLengthCm presents some outliers.;[Boxplots,Histograms]
Variable SepalWidthCm presents some outliers.;[Boxplots,Histograms]
Variable SepalLengthCm presents some outliers.;[Boxplots,Histograms]
The histograms presented show a large number of outliers for most of the numeric variables.;[Boxplots,Histograms]
The boxplots presented show a large number of outliers for most of the numeric variables.;[Boxplots,Histograms]
The existence of outliers is one of the problems to tackle in this dataset.;[Boxplots,Histograms]
Variable Species is a false predictor.;[Description]
Variable PetalWidthCm is a false predictor.;[Description]
Variable PetalLengthCm is a false predictor.;[Description]
Variable SepalWidthCm is a false predictor.;[Description]
Variable SepalLengthCm is a false predictor.;[Description]
One of the variables PetalLengthCm or PetalWidthCm can be discarded without losing information.;[Correlation heatmap]
One of the variables SepalWidthCm or PetalWidthCm can be discarded without losing information.;[Correlation heatmap]
One of the variables SepalLengthCm or PetalWidthCm can be discarded without losing information.;[Correlation heatmap]
One of the variables PetalWidthCm or PetalLengthCm can be discarded without losing information.;[Correlation heatmap]
One of the variables SepalWidthCm or PetalLengthCm can be discarded without losing information.;[Correlation heatmap]
One of the variables SepalLengthCm or PetalLengthCm can be discarded without losing information.;[Correlation heatmap]
One of the variables PetalWidthCm or SepalWidthCm can be discarded without losing information.;[Correlation heatmap]
One of the variables PetalLengthCm or SepalWidthCm can be discarded without losing information.;[Correlation heatmap]
One of the variables SepalLengthCm or SepalWidthCm can be discarded without losing information.;[Correlation heatmap]
One of the variables PetalWidthCm or SepalLengthCm can be discarded without losing information.;[Correlation heatmap]
One of the variables PetalLengthCm or SepalLengthCm can be discarded without losing information.;[Correlation heatmap]
One of the variables SepalWidthCm or SepalLengthCm can be discarded without losing information.;[Correlation heatmap]
Variables SepalLengthCm and SepalWidthCm are redundant, but we can’t say the same for the pair PetalLengthCm and PetalWidthCm.;[Correlation heatmap]
Variables SepalWidthCm and SepalLengthCm are redundant, but we can’t say the same for the pair PetalLengthCm and PetalWidthCm.;[Correlation heatmap]
Variables SepalLengthCm and PetalLengthCm are redundant, but we can’t say the same for the pair SepalWidthCm and PetalWidthCm.;[Correlation heatmap]
Variables PetalLengthCm and SepalLengthCm are redundant, but we can’t say the same for the pair SepalWidthCm and PetalWidthCm.;[Correlation heatmap]
Variables SepalWidthCm and PetalLengthCm are redundant, but we can’t say the same for the pair SepalLengthCm and PetalWidthCm.;[Correlation heatmap]
Variables PetalLengthCm and SepalWidthCm are redundant, but we can’t say the same for the pair SepalLengthCm and PetalWidthCm.;[Correlation heatmap]
Variables SepalLengthCm and SepalWidthCm are redundant, but we can’t say the same for the pair PetalWidthCm and PetalLengthCm.;[Correlation heatmap]
Variables SepalWidthCm and SepalLengthCm are redundant, but we can’t say the same for the pair PetalWidthCm and PetalLengthCm.;[Correlation heatmap]
Variables SepalLengthCm and PetalWidthCm are redundant, but we can’t say the same for the pair SepalWidthCm and PetalLengthCm.;[Correlation heatmap]
Variables PetalWidthCm and SepalLengthCm are redundant, but we can’t say the same for the pair SepalWidthCm and PetalLengthCm.;[Correlation heatmap]
Variables SepalWidthCm and PetalWidthCm are redundant, but we can’t say the same for the pair SepalLengthCm and PetalLengthCm.;[Correlation heatmap]
Variables PetalWidthCm and SepalWidthCm are redundant, but we can’t say the same for the pair SepalLengthCm and PetalLengthCm.;[Correlation heatmap]
Variables SepalLengthCm and PetalLengthCm are redundant, but we can’t say the same for the pair PetalWidthCm and SepalWidthCm.;[Correlation heatmap]
Variables PetalLengthCm and SepalLengthCm are redundant, but we can’t say the same for the pair PetalWidthCm and SepalWidthCm.;[Correlation heatmap]
Variables SepalLengthCm and PetalWidthCm are redundant, but we can’t say the same for the pair PetalLengthCm and SepalWidthCm.;[Correlation heatmap]
Variables PetalWidthCm and SepalLengthCm are redundant, but we can’t say the same for the pair PetalLengthCm and SepalWidthCm.;[Correlation heatmap]
Variables PetalLengthCm and PetalWidthCm are redundant, but we can’t say the same for the pair SepalLengthCm and SepalWidthCm.;[Correlation heatmap]
Variables PetalWidthCm and PetalLengthCm are redundant, but we can’t say the same for the pair SepalLengthCm and SepalWidthCm.;[Correlation heatmap]
Variables SepalWidthCm and PetalLengthCm are redundant, but we can’t say the same for the pair PetalWidthCm and SepalLengthCm.;[Correlation heatmap]
Variables PetalLengthCm and SepalWidthCm are redundant, but we can’t say the same for the pair PetalWidthCm and SepalLengthCm.;[Correlation heatmap]
Variables SepalWidthCm and PetalWidthCm are redundant, but we can’t say the same for the pair PetalLengthCm and SepalLengthCm.;[Correlation heatmap]
Variables PetalWidthCm and SepalWidthCm are redundant, but we can’t say the same for the pair PetalLengthCm and SepalLengthCm.;[Correlation heatmap]
Variables PetalLengthCm and PetalWidthCm are redundant, but we can’t say the same for the pair SepalWidthCm and SepalLengthCm.;[Correlation heatmap]
Variables PetalWidthCm and PetalLengthCm are redundant, but we can’t say the same for the pair SepalWidthCm and SepalLengthCm.;[Correlation heatmap]
Variables PetalLengthCm and PetalWidthCm are redundant.;[Correlation heatmap]
Variables SepalWidthCm and PetalWidthCm are redundant.;[Correlation heatmap]
Variables SepalLengthCm and PetalWidthCm are redundant.;[Correlation heatmap]
Variables PetalWidthCm and PetalLengthCm are redundant.;[Correlation heatmap]
Variables SepalWidthCm and PetalLengthCm are redundant.;[Correlation heatmap]
Variables SepalLengthCm and PetalLengthCm are redundant.;[Correlation heatmap]
Variables PetalWidthCm and SepalWidthCm are redundant.;[Correlation heatmap]
Variables PetalLengthCm and SepalWidthCm are redundant.;[Correlation heatmap]
Variables SepalLengthCm and SepalWidthCm are redundant.;[Correlation heatmap]
Variables PetalWidthCm and SepalLengthCm are redundant.;[Correlation heatmap]
Variables PetalLengthCm and SepalLengthCm are redundant.;[Correlation heatmap]
Variables SepalWidthCm and SepalLengthCm are redundant.;[Correlation heatmap]
From the correlation analysis alone, it is clear that there are relevant variables.;[Correlation heatmap]
It is clear that variable PetalWidthCm is one of the five most relevant features.;[Decision tree]
It is clear that variable PetalLengthCm is one of the five most relevant features.;[Decision tree]
It is clear that variable SepalWidthCm is one of the five most relevant features.;[Decision tree]
It is clear that variable SepalLengthCm is one of the five most relevant features.;[Decision tree]
It is clear that variable PetalWidthCm is one of the four most relevant features.;[Decision tree]
It is clear that variable PetalLengthCm is one of the four most relevant features.;[Decision tree]
It is clear that variable SepalWidthCm is one of the four most relevant features.;[Decision tree]
It is clear that variable SepalLengthCm is one of the four most relevant features.;[Decision tree]
It is clear that variable PetalWidthCm is one of the three most relevant features.;[Decision tree]
It is clear that variable PetalLengthCm is one of the three most relevant features.;[Decision tree]
It is clear that variable SepalWidthCm is one of the three most relevant features.;[Decision tree]
It is clear that variable SepalLengthCm is one of the three most relevant features.;[Decision tree]
It is clear that variable PetalWidthCm is one of the two most relevant features.;[Decision tree]
It is clear that variable PetalLengthCm is one of the two most relevant features.;[Decision tree]
It is clear that variable SepalWidthCm is one of the two most relevant features.;[Decision tree]
It is clear that variable SepalLengthCm is one of the two most relevant features.;[Decision tree]
The variable PetalWidthCm seems to be one of the five most relevant features.;[Decision tree]
The variable PetalLengthCm seems to be one of the five most relevant features.;[Decision tree]
The variable SepalWidthCm seems to be one of the five most relevant features.;[Decision tree]
The variable SepalLengthCm seems to be one of the five most relevant features.;[Decision tree]
The variable PetalWidthCm seems to be one of the four most relevant features.;[Decision tree]
The variable PetalLengthCm seems to be one of the four most relevant features.;[Decision tree]
The variable SepalWidthCm seems to be one of the four most relevant features.;[Decision tree]
The variable SepalLengthCm seems to be one of the four most relevant features.;[Decision tree]
The variable PetalWidthCm seems to be one of the three most relevant features.;[Decision tree]
The variable PetalLengthCm seems to be one of the three most relevant features.;[Decision tree]
The variable SepalWidthCm seems to be one of the three most relevant features.;[Decision tree]
The variable SepalLengthCm seems to be one of the three most relevant features.;[Decision tree]
The variable PetalWidthCm seems to be one of the two most relevant features.;[Decision tree]
The variable PetalLengthCm seems to be one of the two most relevant features.;[Decision tree]
The variable SepalWidthCm seems to be one of the two most relevant features.;[Decision tree]
The variable SepalLengthCm seems to be one of the two most relevant features.;[Decision tree]
The variable PetalWidthCm discriminates between the target values, as shown in the decision tree.;[Decision tree]
The variable PetalLengthCm discriminates between the target values, as shown in the decision tree.;[Decision tree]
The variable SepalWidthCm discriminates between the target values, as shown in the decision tree.;[Decision tree]
The variable SepalLengthCm discriminates between the target values, as shown in the decision tree.;[Decision tree]
Variable PetalWidthCm is one of the most relevant variables.;[Decision tree]
Variable PetalLengthCm is one of the most relevant variables.;[Decision tree]
Variable SepalWidthCm is one of the most relevant variables.;[Decision tree]
Variable SepalLengthCm is one of the most relevant variables.;[Decision tree]
Variable PetalWidthCm seems to be relevant for the majority of mining tasks.;[Decision tree,Correlation heatmap]
Variable PetalLengthCm seems to be relevant for the majority of mining tasks.;[Decision tree,Correlation heatmap]
Variable SepalWidthCm seems to be relevant for the majority of mining tasks.;[Decision tree,Correlation heatmap]
Variable SepalLengthCm seems to be relevant for the majority of mining tasks.;[Decision tree,Correlation heatmap]
Variables PetalLengthCm and PetalWidthCm seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables SepalWidthCm and PetalWidthCm seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables SepalLengthCm and PetalWidthCm seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables PetalWidthCm and PetalLengthCm seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables SepalWidthCm and PetalLengthCm seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables SepalLengthCm and PetalLengthCm seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables PetalWidthCm and SepalWidthCm seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables PetalLengthCm and SepalWidthCm seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables SepalLengthCm and SepalWidthCm seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables PetalWidthCm and SepalLengthCm seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables PetalLengthCm and SepalLengthCm seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
Variables SepalWidthCm and SepalLengthCm seem to be useful for classification tasks.;[Decision tree,Correlation heatmap]
A scaling transformation is mandatory, in order to improve the  KNN performance in this dataset.;[Boxplot global,Single boxplots]
A scaling transformation is mandatory, in order to improve the Naive Bayes performance in this dataset.;[Boxplot global,Single boxplots]
Applying a non-supervised feature selection based on the redundancy, would not increase the performance of the generality of the training algorithms in this dataset.;[Correlation heatmap]
Balancing this dataset by SMOTE would be riskier than oversampling by replication.;[Scatter-plots]
Balancing this dataset by SMOTE would most probably be preferable over undersampling.;[Nr records x nr variables]
Balancing this dataset would be mandatory to improve the results.;[Class histogram]
Both PetalLengthCm and PetalWidthCm variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both SepalWidthCm and PetalWidthCm variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both SepalLengthCm and PetalWidthCm variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both PetalWidthCm and PetalLengthCm variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both SepalWidthCm and PetalLengthCm variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both SepalLengthCm and PetalLengthCm variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both PetalWidthCm and SepalWidthCm variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both PetalLengthCm and SepalWidthCm variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both SepalLengthCm and SepalWidthCm variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both PetalWidthCm and SepalLengthCm variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both PetalLengthCm and SepalLengthCm variables could be used to derive a new variable using a concept hierarchy.;[Description]
Both SepalWidthCm and SepalLengthCm variables could be used to derive a new variable using a concept hierarchy.;[Description]
Considering the common semantics for PetalLengthCm and PetalWidthCm variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,Histograms]
Considering the common semantics for SepalWidthCm and PetalWidthCm variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,Histograms]
Considering the common semantics for SepalLengthCm and PetalWidthCm variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,Histograms]
Considering the common semantics for PetalWidthCm and PetalLengthCm variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,Histograms]
Considering the common semantics for SepalWidthCm and PetalLengthCm variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,Histograms]
Considering the common semantics for SepalLengthCm and PetalLengthCm variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,Histograms]
Considering the common semantics for PetalWidthCm and SepalWidthCm variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,Histograms]
Considering the common semantics for PetalLengthCm and SepalWidthCm variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,Histograms]
Considering the common semantics for SepalLengthCm and SepalWidthCm variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,Histograms]
Considering the common semantics for PetalWidthCm and SepalLengthCm variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,Histograms]
Considering the common semantics for PetalLengthCm and SepalLengthCm variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,Histograms]
Considering the common semantics for SepalWidthCm and SepalLengthCm variables, dummification if applied would increase the risk of facing the curse of dimensionality.;[Description,Histograms]
Considering the common semantics for PetalWidthCm variable, dummification would be the most adequate encoding.;[Description,Histograms]
Considering the common semantics for PetalLengthCm variable, dummification would be the most adequate encoding.;[Description,Histograms]
Considering the common semantics for SepalWidthCm variable, dummification would be the most adequate encoding.;[Description,Histograms]
Considering the common semantics for SepalLengthCm variable, dummification would be the most adequate encoding.;[Description,Histograms]
Discarding variables PetalLengthCm and PetalWidthCm would be better than discarding all the records with missing values for those variables.;[Missing values]
Discarding variables SepalWidthCm and PetalWidthCm would be better than discarding all the records with missing values for those variables.;[Missing values]
Discarding variables SepalLengthCm and PetalWidthCm would be better than discarding all the records with missing values for those variables.;[Missing values]
Discarding variables PetalWidthCm and PetalLengthCm would be better than discarding all the records with missing values for those variables.;[Missing values]
Discarding variables SepalWidthCm and PetalLengthCm would be better than discarding all the records with missing values for those variables.;[Missing values]
Discarding variables SepalLengthCm and PetalLengthCm would be better than discarding all the records with missing values for those variables.;[Missing values]
Discarding variables PetalWidthCm and SepalWidthCm would be better than discarding all the records with missing values for those variables.;[Missing values]
Discarding variables PetalLengthCm and SepalWidthCm would be better than discarding all the records with missing values for those variables.;[Missing values]
Discarding variables SepalLengthCm and SepalWidthCm would be better than discarding all the records with missing values for those variables.;[Missing values]
Discarding variables PetalWidthCm and SepalLengthCm would be better than discarding all the records with missing values for those variables.;[Missing values]
Discarding variables PetalLengthCm and SepalLengthCm would be better than discarding all the records with missing values for those variables.;[Missing values]
Discarding variables SepalWidthCm and SepalLengthCm would be better than discarding all the records with missing values for those variables.;[Missing values]
Dropping all records with missing values would be better than to drop the variables with missing values.;[Missing values]
Dropping all rows with missing values can lead to a dataset with less than 40% of the original data.;[Missing values]
Dropping all rows with missing values can lead to a dataset with less than 30% of the original data.;[Missing values]
Dropping all rows with missing values can lead to a dataset with less than 25% of the original data.;[Missing values]
Dummification is mandatory in this dataset.;[]
Dummifying the variables will improve the mining results.;[]
Feature generation based on both variables PetalLengthCm and PetalWidthCm seems to be promising.;[Missing values,Histograms]
Feature generation based on both variables SepalWidthCm and PetalWidthCm seems to be promising.;[Missing values,Histograms]
Feature generation based on both variables SepalLengthCm and PetalWidthCm seems to be promising.;[Missing values,Histograms]
Feature generation based on both variables PetalWidthCm and PetalLengthCm seems to be promising.;[Missing values,Histograms]
Feature generation based on both variables SepalWidthCm and PetalLengthCm seems to be promising.;[Missing values,Histograms]
Feature generation based on both variables SepalLengthCm and PetalLengthCm seems to be promising.;[Missing values,Histograms]
Feature generation based on both variables PetalWidthCm and SepalWidthCm seems to be promising.;[Missing values,Histograms]
Feature generation based on both variables PetalLengthCm and SepalWidthCm seems to be promising.;[Missing values,Histograms]
Feature generation based on both variables SepalLengthCm and SepalWidthCm seems to be promising.;[Missing values,Histograms]
Feature generation based on both variables PetalWidthCm and SepalLengthCm seems to be promising.;[Missing values,Histograms]
Feature generation based on both variables PetalLengthCm and SepalLengthCm seems to be promising.;[Missing values,Histograms]
Feature generation based on both variables SepalWidthCm and SepalLengthCm seems to be promising.;[Missing values,Histograms]
Feature generation based on the use of variable PetalLengthCm wouldn’t be useful, but the use of PetalWidthCm seems to be promising.;[Missing values,Histograms]
Feature generation based on the use of variable SepalWidthCm wouldn’t be useful, but the use of PetalWidthCm seems to be promising.;[Missing values,Histograms]
Feature generation based on the use of variable SepalLengthCm wouldn’t be useful, but the use of PetalWidthCm seems to be promising.;[Missing values,Histograms]
Feature generation based on the use of variable PetalWidthCm wouldn’t be useful, but the use of PetalLengthCm seems to be promising.;[Missing values,Histograms]
Feature generation based on the use of variable SepalWidthCm wouldn’t be useful, but the use of PetalLengthCm seems to be promising.;[Missing values,Histograms]
Feature generation based on the use of variable SepalLengthCm wouldn’t be useful, but the use of PetalLengthCm seems to be promising.;[Missing values,Histograms]
Feature generation based on the use of variable PetalWidthCm wouldn’t be useful, but the use of SepalWidthCm seems to be promising.;[Missing values,Histograms]
Feature generation based on the use of variable PetalLengthCm wouldn’t be useful, but the use of SepalWidthCm seems to be promising.;[Missing values,Histograms]
Feature generation based on the use of variable SepalLengthCm wouldn’t be useful, but the use of SepalWidthCm seems to be promising.;[Missing values,Histograms]
Feature generation based on the use of variable PetalWidthCm wouldn’t be useful, but the use of SepalLengthCm seems to be promising.;[Missing values,Histograms]
Feature generation based on the use of variable PetalLengthCm wouldn’t be useful, but the use of SepalLengthCm seems to be promising.;[Missing values,Histograms]
Feature generation based on the use of variable SepalWidthCm wouldn’t be useful, but the use of SepalLengthCm seems to be promising.;[Missing values,Histograms]
Given the usual semantics of PetalWidthCm variable, dummification would have been a better codification.;[Histograms]
Given the usual semantics of PetalLengthCm variable, dummification would have been a better codification.;[Histograms]
Given the usual semantics of SepalWidthCm variable, dummification would have been a better codification.;[Histograms]
Given the usual semantics of SepalLengthCm variable, dummification would have been a better codification.;[Histograms]
If PetalLengthCm and PetalWidthCm were redundant then selecting just one of them would obviously increase the accuracy of KNN.;[]
If SepalWidthCm and PetalWidthCm were redundant then selecting just one of them would obviously increase the accuracy of KNN.;[]
If SepalLengthCm and PetalWidthCm were redundant then selecting just one of them would obviously increase the accuracy of KNN.;[]
If PetalWidthCm and PetalLengthCm were redundant then selecting just one of them would obviously increase the accuracy of KNN.;[]
If SepalWidthCm and PetalLengthCm were redundant then selecting just one of them would obviously increase the accuracy of KNN.;[]
If SepalLengthCm and PetalLengthCm were redundant then selecting just one of them would obviously increase the accuracy of KNN.;[]
If PetalWidthCm and SepalWidthCm were redundant then selecting just one of them would obviously increase the accuracy of KNN.;[]
If PetalLengthCm and SepalWidthCm were redundant then selecting just one of them would obviously increase the accuracy of KNN.;[]
If SepalLengthCm and SepalWidthCm were redundant then selecting just one of them would obviously increase the accuracy of KNN.;[]
If PetalWidthCm and SepalLengthCm were redundant then selecting just one of them would obviously increase the accuracy of KNN.;[]
If PetalLengthCm and SepalLengthCm were redundant then selecting just one of them would obviously increase the accuracy of KNN.;[]
If SepalWidthCm and SepalLengthCm were redundant then selecting just one of them would obviously increase the accuracy of KNN.;[]
It is better to drop the variable PetalWidthCm than removing all records with missing values.;[Missing values,Histograms]
It is better to drop the variable PetalLengthCm than removing all records with missing values.;[Missing values,Histograms]
It is better to drop the variable SepalWidthCm than removing all records with missing values.;[Missing values,Histograms]
It is better to drop the variable SepalLengthCm than removing all records with missing values.;[Missing values,Histograms]
Knowing that C and F are strongly correlated (correlation=1), we can say that removing one of those variables, would not have any impact on the performance of a KNN classifier.;[]
Missing value imputation using the mean value per class improves the quality of discovered patterns.;[]
Multiplying ratio and Boolean variables by 100, and variables with a range between 0 and 10 by 10, would have an impact similar to other scaling transformations.;[Boxplots]
Normalization of this dataset could not have impact on a KNN classifier.;[Boxplot global,Single boxplots]
Normalization of this dataset should have a high impact on naïve Bayes classifier.;[]
Not knowing the semantics of PetalWidthCm variable, dummification could have been a more adequate codification.;[Histograms]
Not knowing the semantics of PetalLengthCm variable, dummification could have been a more adequate codification.;[Histograms]
Not knowing the semantics of SepalWidthCm variable, dummification could have been a more adequate codification.;[Histograms]
Not knowing the semantics of SepalLengthCm variable, dummification could have been a more adequate codification.;[Histograms]
Removing the Species variable from the training will improve model performance over any non-observed records.;[Description]
Removing the PetalWidthCm variable from the training will improve model performance over any non-observed records.;[Description]
Removing the PetalLengthCm variable from the training will improve model performance over any non-observed records.;[Description]
Removing the SepalWidthCm variable from the training will improve model performance over any non-observed records.;[Description]
Removing the SepalLengthCm variable from the training will improve model performance over any non-observed records.;[Description]
Removing variable PetalWidthCm might improve the training of decision trees .;[Correlation heatmap]
Removing variable PetalLengthCm might improve the training of decision trees .;[Correlation heatmap]
Removing variable SepalWidthCm might improve the training of decision trees .;[Correlation heatmap]
Removing variable SepalLengthCm might improve the training of decision trees .;[Correlation heatmap]
Scaling this dataset would be mandatory to improve the results with distance-based methods.;[Boxplots]
The first 10 principal components are enough for explaining half the data variance.;[PCA]
The first 5 principal components are enough for explaining half the data variance.;[PCA]
There is evidence in favour for sequential backward selection to select variable PetalLengthCm previously than variable PetalWidthCm.;[Correlation heatmap]
There is evidence in favour for sequential backward selection to select variable SepalWidthCm previously than variable PetalWidthCm.;[Correlation heatmap]
There is evidence in favour for sequential backward selection to select variable SepalLengthCm previously than variable PetalWidthCm.;[Correlation heatmap]
There is evidence in favour for sequential backward selection to select variable PetalWidthCm previously than variable PetalLengthCm.;[Correlation heatmap]
There is evidence in favour for sequential backward selection to select variable SepalWidthCm previously than variable PetalLengthCm.;[Correlation heatmap]
There is evidence in favour for sequential backward selection to select variable SepalLengthCm previously than variable PetalLengthCm.;[Correlation heatmap]
There is evidence in favour for sequential backward selection to select variable PetalWidthCm previously than variable SepalWidthCm.;[Correlation heatmap]
There is evidence in favour for sequential backward selection to select variable PetalLengthCm previously than variable SepalWidthCm.;[Correlation heatmap]
There is evidence in favour for sequential backward selection to select variable SepalLengthCm previously than variable SepalWidthCm.;[Correlation heatmap]
There is evidence in favour for sequential backward selection to select variable PetalWidthCm previously than variable SepalLengthCm.;[Correlation heatmap]
There is evidence in favour for sequential backward selection to select variable PetalLengthCm previously than variable SepalLengthCm.;[Correlation heatmap]
There is evidence in favour for sequential backward selection to select variable SepalWidthCm previously than variable SepalLengthCm.;[Correlation heatmap]
Using the first 30 principal components would imply an error between 15 and 30%.;[PCA]
Using the first 20 principal components would imply an error between 15 and 30%.;[PCA]
Using the first 10 principal components would imply an error between 15 and 30%.;[PCA]
Using the first 30 principal components would imply an error between 10 and 30%.;[PCA]
Using the first 20 principal components would imply an error between 10 and 30%.;[PCA]
Using the first 10 principal components would imply an error between 10 and 30%.;[PCA]
Using the first 30 principal components would imply an error between 5 and 30%.;[PCA]
