Location,Rainfall,WindGustDir,WindDir9am,WindDir3pm,WindSpeed9am,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp3pm,RainToday,RainTomorrow
Launceston,0.0,NNW,E,NW,4.0,,,8.0,8.0,13.7,No,Yes
Launceston,20.2,N,W,W,15.0,,,,8.0,16.2,Yes,No
Launceston,0.0,NNW,NNW,NNW,15.0,,,,8.0,16.1,No,No
Launceston,1.0,NNW,NNW,NNW,11.0,,,1.0,8.0,16.1,No,No
Launceston,0.0,NW,NW,NW,7.0,,,7.0,1.0,17.8,No,No
Launceston,0.0,N,NNW,NNW,11.0,,,,,17.6,No,No
Launceston,0.0,NNW,NNW,NW,9.0,,,8.0,8.0,15.0,No,No
Launceston,0.0,SSE,SSE,SSE,13.0,,,8.0,6.0,15.8,No,No
Launceston,0.0,SSE,SE,SSE,15.0,,,,,16.3,No,No
Launceston,0.0,NNW,N,NNW,4.0,,,,,16.4,No,No
Launceston,0.0,S,NW,SE,6.0,,,8.0,,15.2,No,No
Launceston,0.8,NNW,SSW,NW,2.0,,,,,16.7,No,No
Launceston,0.0,WNW,NW,NW,13.0,,,6.0,8.0,16.2,No,No
Launceston,0.0,S,NW,N,13.0,,,2.0,8.0,20.4,No,No
Launceston,0.0,SSE,SSE,NNW,13.0,,,,,16.8,No,No
Launceston,0.0,NNW,E,NNW,7.0,,,6.0,,18.1,No,No
Launceston,0.0,WNW,N,NW,2.0,,,8.0,2.0,23.6,No,No
Launceston,0.0,SSE,SSE,SSE,31.0,,,,,21.5,No,No
Launceston,0.0,SE,W,NNW,4.0,,,8.0,7.0,15.7,No,No
Launceston,0.0,NNW,NNW,N,4.0,,,,4.0,21.0,No,No
Launceston,0.6,NW,NE,NW,4.0,,,8.0,8.0,18.0,No,Yes
Launceston,13.0,W,N,W,13.0,,,8.0,1.0,18.2,Yes,Yes
Launceston,3.0,WNW,WNW,WNW,28.0,,,1.0,5.0,13.6,Yes,No
Launceston,0.0,NNW,NNW,NNW,19.0,,,,8.0,15.6,No,No
Launceston,0.0,N,NNW,N,20.0,,,7.0,8.0,16.7,No,No
Launceston,0.0,NNW,NNW,NW,15.0,,,7.0,8.0,14.6,No,No
Launceston,0.8,WNW,NNW,W,22.0,,,8.0,2.0,15.3,No,No
Launceston,0.3,WSW,WSW,WSW,20.0,,,,7.0,13.9,No,No
Launceston,0.0,NNW,N,NNW,2.0,,,,,18.2,No,No
Launceston,0.2,NNW,WNW,NNW,6.0,,,,8.0,19.5,No,No
Launceston,0.0,ESE,SSE,SE,19.0,,,8.0,4.0,15.7,No,Yes
Launceston,3.2,NNW,N,NNW,4.0,,,8.0,,17.5,Yes,No
Launceston,0.0,NW,NNW,NW,13.0,,,,,21.1,No,No
Launceston,0.0,NNW,E,NNW,2.0,,,,,24.7,No,Yes
Launceston,1.2,NW,SSE,NW,9.0,,,7.0,,18.5,Yes,No
Launceston,0.0,NNW,NW,W,17.0,,,4.0,2.0,21.1,No,No
Launceston,0.0,NNW,ESE,WNW,7.0,,,,,18.3,No,No
Launceston,0.0,NNW,W,NNW,2.0,,,,1.0,18.5,No,No
Launceston,0.0,NW,NW,NW,7.0,,,,8.0,20.2,No,No
Launceston,0.0,SW,NNW,SSE,9.0,,,8.0,,19.4,No,No
Launceston,0.0,NNW,SE,NNW,2.0,,,,,20.9,No,No
Launceston,0.0,WNW,W,NNW,2.0,,,6.0,8.0,19.3,No,No
Launceston,0.0,WNW,NNW,W,22.0,,,,,19.4,No,No
Launceston,0.0,WNW,NW,WNW,19.0,,,2.0,,19.7,No,No
Launceston,0.0,NW,NNW,NW,15.0,,,,,17.7,No,No
Launceston,0.0,NNW,NNE,NW,4.0,,,8.0,7.0,20.5,No,No
Launceston,0.0,N,NNW,W,15.0,,,8.0,8.0,21.4,No,No
Launceston,0.0,NW,NNW,NNW,9.0,,,8.0,8.0,19.4,No,No
Launceston,0.0,NNW,NNW,NNW,15.0,,,,,21.8,No,No
Launceston,0.0,NNW,NNW,WNW,7.0,,,8.0,7.0,14.2,No,Yes
Launceston,2.8,W,NNW,W,17.0,,,1.0,3.0,20.5,Yes,No
Launceston,0.0,NNW,NW,SSW,11.0,,,8.0,1.0,21.3,No,No
Launceston,0.0,NNW,SE,E,9.0,,,,,22.9,No,No
Launceston,0.0,NW,NE,NW,4.0,,,,1.0,21.1,No,No
Launceston,0.0,NW,E,NW,2.0,,,,,23.3,No,No
Launceston,0.0,NE,SE,WNW,13.0,,,,8.0,24.7,No,Yes
Launceston,6.6,NNW,SSE,NNW,11.0,,,7.0,,21.7,Yes,No
Launceston,0.0,NNW,NNW,NW,11.0,,,,,20.2,No,No
Launceston,0.0,NNW,S,NW,2.0,,,8.0,8.0,23.3,No,Yes
Launceston,,SSE,SSE,S,19.0,,,8.0,,21.4,,No
Launceston,0.0,SSE,SSE,SSE,30.0,,,1.0,6.0,16.7,No,Yes
Launceston,1.4,NW,SE,NNW,6.0,,,8.0,8.0,20.0,Yes,No
Launceston,0.0,SE,SSE,NNW,15.0,,,8.0,8.0,20.8,No,Yes
Launceston,1.4,N,N,NNW,4.0,,,8.0,7.0,21.7,Yes,Yes
Launceston,17.6,NNW,SSE,ESE,19.0,,,6.0,,23.5,Yes,No
Launceston,0.6,NNW,E,NW,2.0,,,8.0,8.0,20.2,No,No
Launceston,0.0,NW,NNW,N,17.0,,,8.0,1.0,21.7,No,No
Launceston,0.0,NNW,WNW,NNW,6.0,,,,,25.5,No,No
Launceston,0.0,NW,NNW,NW,6.0,,,,,24.2,No,No
Launceston,0.4,NNW,NNW,N,2.0,,,6.0,3.0,21.6,No,No
Launceston,0.6,NW,WSW,NNW,9.0,,,,2.0,18.5,No,No
Launceston,0.0,WNW,N,NW,15.0,,,8.0,8.0,17.6,No,No
Launceston,0.8,WSW,NNE,NNW,4.0,,,,4.0,18.9,No,No
Launceston,0.0,WNW,NNW,WNW,19.0,,,5.0,,24.4,No,No
Launceston,0.0,NNW,NW,NW,11.0,,,,1.0,19.5,No,No
Launceston,0.0,NNW,ESE,NNW,6.0,,,,2.0,23.0,No,No
Launceston,0.0,NW,NNE,N,2.0,,,7.0,8.0,22.9,No,Yes
Launceston,5.0,N,E,NNW,4.0,,,8.0,2.0,20.5,Yes,Yes
Launceston,1.4,NNW,NE,NNW,6.0,,,8.0,1.0,20.5,Yes,No
Launceston,0.6,SW,SE,W,11.0,,,,1.0,21.0,No,No
Launceston,0.0,NNW,NNW,NNW,19.0,,,,1.0,20.6,No,No
Launceston,0.0,NNW,NW,NW,13.0,,,1.0,,24.0,No,No
Launceston,0.0,NW,S,NNW,4.0,,,0.0,1.0,19.1,No,Yes
Launceston,3.2,W,NW,WSW,19.0,,,5.0,1.0,19.8,Yes,No
Launceston,0.0,NNW,NW,NNW,9.0,,,,,20.2,No,No
Launceston,0.0,NNW,NW,NNW,20.0,,,8.0,1.0,23.1,No,No
Launceston,0.0,NNW,ESE,N,4.0,,,,1.0,25.0,No,No
Launceston,0.0,N,N,NW,4.0,,,,1.0,30.5,No,Yes
Launceston,5.0,NNE,WNW,ENE,7.0,,,,,26.4,Yes,No
Launceston,0.0,NW,NNW,NW,11.0,,,,1.0,21.7,No,No
Launceston,0.0,NW,ESE,NW,7.0,,,,1.0,25.8,No,No
Launceston,0.0,N,ESE,N,7.0,,,3.0,2.0,28.3,No,No
Launceston,0.0,NNW,NW,NW,6.0,,,7.0,8.0,20.5,No,Yes
Launceston,9.6,S,SSE,SW,15.0,,,,4.0,20.6,Yes,No
Launceston,0.0,SSE,SSE,SE,17.0,,,8.0,7.0,23.8,No,No
Launceston,0.0,NW,N,NNW,6.0,,,8.0,,25.2,No,No
Launceston,0.0,NW,N,NNW,6.0,,,6.0,,24.6,No,No
Launceston,0.0,SE,SE,SSW,7.0,,,1.0,8.0,21.6,No,Yes
Launceston,44.4,S,SSE,SSW,9.0,,,8.0,8.0,26.5,Yes,No
Launceston,0.0,WSW,NNW,SSW,7.0,,,,6.0,24.4,No,No
Launceston,0.0,NNW,NNW,NNW,17.0,,,8.0,8.0,18.4,No,No
Launceston,0.8,W,NW,WNW,19.0,,,,,19.6,No,No
Launceston,0.0,S,,WSW,0.0,,,,8.0,21.3,No,No
Launceston,0.0,NW,SE,NW,17.0,,,,,20.7,No,No
Launceston,0.0,N,NNE,NNE,4.0,,,5.0,1.0,23.1,No,No
Launceston,0.0,NW,NE,NW,2.0,,,1.0,6.0,28.4,No,No
Launceston,0.0,NW,N,NW,7.0,,,8.0,1.0,27.4,No,No
Launceston,0.8,NNW,NW,NNW,13.0,,,,1.0,25.9,No,No
Launceston,0.0,NNW,NW,NNW,17.0,,,1.0,1.0,20.8,No,Yes
Launceston,3.2,WNW,NW,WNW,13.0,,,8.0,7.0,17.5,Yes,No
Launceston,0.8,NNW,NNW,E,7.0,,,,,21.5,No,No
Launceston,0.0,SSE,N,WNW,2.0,,,,1.0,23.1,No,No
Launceston,0.0,SSE,SSE,SSE,26.0,,,,3.0,20.6,No,No
Launceston,0.0,SSE,SSE,SSE,26.0,,,7.0,8.0,19.9,No,No
Launceston,0.0,SSE,SSE,SSE,28.0,,,7.0,8.0,18.9,No,No
Launceston,0.0,SE,SSE,SE,15.0,,,8.0,8.0,20.0,No,No
Launceston,0.0,SSE,SE,SSE,26.0,,,,,22.5,No,No
Launceston,0.0,N,SE,NNW,9.0,,,1.0,,23.5,No,No
Launceston,0.0,SSW,N,NW,6.0,,,8.0,,23.2,No,No
Launceston,0.0,SSE,SE,SE,24.0,,,,,20.1,No,No
Launceston,0.0,NNW,NNE,N,4.0,,,,,25.9,No,No
Launceston,0.0,NNW,N,NW,2.0,,,,,28.2,No,No
Launceston,0.0,NNW,NNW,NW,9.0,,,,,28.3,No,No
Launceston,0.0,NE,N,NNW,9.0,,,7.0,,28.8,No,No
Launceston,0.0,SSE,SSE,N,17.0,,,8.0,,23.6,No,No
Launceston,0.0,NW,SSE,NW,7.0,,,8.0,8.0,21.7,No,No
Launceston,0.0,NW,NE,NNW,2.0,,,2.0,,26.6,No,No
Launceston,0.0,SSE,SSE,NNW,26.0,,,1.0,5.0,23.6,No,No
Launceston,0.0,N,SE,NW,2.0,,,1.0,4.0,22.6,No,Yes
Launceston,8.0,SSE,SSE,SE,9.0,,,8.0,8.0,18.8,Yes,Yes
Launceston,10.4,NNE,E,NNW,7.0,,,5.0,8.0,22.6,Yes,No
Launceston,0.0,NNW,WNW,N,11.0,,,8.0,,26.6,No,No
Launceston,0.0,NNW,SSW,SW,6.0,,,7.0,8.0,24.3,No,No
Launceston,0.0,NNW,N,NW,4.0,,,,3.0,25.5,No,No
Launceston,0.0,E,SSE,NE,6.0,,,8.0,3.0,25.2,No,No
Launceston,0.0,NNW,NNW,NNW,4.0,,,1.0,1.0,29.0,No,No
Launceston,0.0,NNW,ESE,WNW,6.0,,,,,28.6,No,No
Launceston,0.0,NW,ESE,NW,4.0,,,,,31.2,No,No
Launceston,0.0,SE,N,NNW,4.0,,,8.0,4.0,25.1,No,No
Launceston,0.8,NNW,SE,E,13.0,,,7.0,4.0,22.1,No,No
Launceston,0.0,NNW,ESE,N,2.0,,,1.0,7.0,19.7,No,No
Launceston,1.0,NNW,,NNW,0.0,,,8.0,8.0,23.4,No,No
Launceston,0.0,NNW,SE,NNW,7.0,,,8.0,6.0,21.0,No,No
Launceston,0.0,NNW,NE,N,2.0,,,5.0,8.0,18.2,No,Yes
Launceston,6.8,S,,SSW,0.0,,,,6.0,21.1,Yes,No
Launceston,0.0,N,ENE,NNW,6.0,,,4.0,,19.6,No,No
Launceston,0.0,NNW,N,NNW,2.0,,,,,21.0,No,No
Launceston,0.0,NNW,NNW,NNW,24.0,,,5.0,8.0,20.4,No,No
Launceston,0.0,WNW,W,WNW,13.0,,,5.0,5.0,16.2,No,No
Launceston,0.0,S,SSW,SSW,24.0,,,,,20.5,No,No
Launceston,0.0,NW,NW,NW,11.0,,,8.0,8.0,21.5,No,No
Launceston,0.0,NNW,N,NNW,6.0,,,8.0,1.0,21.2,No,Yes
Launceston,2.5,NNW,NNW,NW,11.0,,,8.0,,21.8,Yes,No
Launceston,0.0,NNW,,NNW,0.0,,,8.0,,20.1,No,No
Launceston,0.0,NNW,NNW,NNW,4.0,,,7.0,8.0,19.7,No,No
Launceston,0.0,WSW,NNW,WSW,11.0,,,,2.0,20.3,No,No
Launceston,0.0,NW,E,NNW,6.0,,,,,20.0,No,No
Launceston,0.0,NNW,NW,NNW,11.0,,,1.0,8.0,17.6,No,Yes
Launceston,2.0,SSE,SE,NNW,17.0,,,,,18.9,Yes,No
Launceston,0.0,NNW,ENE,NNE,2.0,,,7.0,8.0,18.2,No,No
Launceston,0.0,S,ESE,SSW,4.0,,,6.0,8.0,18.3,No,Yes
Launceston,4.0,NNW,NNW,NNW,9.0,,,8.0,8.0,21.1,Yes,No
Launceston,0.3,N,W,N,6.0,,,8.0,8.0,17.7,No,Yes
Launceston,9.8,WNW,NW,WNW,7.0,,,,1.0,18.0,Yes,No
Launceston,0.0,WNW,ENE,NW,4.0,,,,,19.1,No,No
Launceston,0.0,N,,N,0.0,,,8.0,8.0,22.0,No,Yes
Launceston,2.8,SSE,N,NW,6.0,,,8.0,8.0,18.9,Yes,Yes
Launceston,8.0,SSE,SSE,NNE,22.0,,,2.0,,17.4,Yes,No
Launceston,0.0,NNW,NNW,NNW,6.0,,,1.0,7.0,16.1,No,Yes
Launceston,18.8,NNW,N,NNW,6.0,,,8.0,8.0,12.7,Yes,Yes
Launceston,1.4,S,,ESE,0.0,,,8.0,8.0,14.9,Yes,Yes
Launceston,2.0,NNW,,NNW,0.0,,,,,18.4,Yes,No
Launceston,0.0,NNW,NNW,NNW,17.0,,,,8.0,18.4,No,No
Launceston,0.0,N,NW,NNW,7.0,,,1.0,1.0,20.4,No,No
Launceston,0.0,NW,,N,0.0,,,,,19.2,No,No
Launceston,0.0,NNW,NNW,NW,4.0,,,8.0,1.0,20.8,No,Yes
Launceston,3.8,SSE,SE,S,22.0,,,8.0,5.0,15.7,Yes,Yes
Launceston,1.4,NW,,NE,0.0,,,4.0,,18.1,Yes,No
Launceston,0.0,ESE,E,NNE,6.0,,,,8.0,17.4,No,No
Launceston,0.8,N,,NNW,0.0,,,8.0,8.0,18.1,No,No
Launceston,0.2,S,SE,SE,13.0,,,4.0,3.0,19.2,No,No
Launceston,0.6,SSE,SE,SSE,19.0,,,,,18.4,No,No
Launceston,0.0,SSE,SSE,SE,30.0,,,5.0,,16.9,No,No
Launceston,0.0,NW,ESE,NNE,9.0,,,,,19.9,No,No
Launceston,0.0,NNW,WNW,NNW,4.0,,,8.0,3.0,17.4,No,No
Launceston,0.0,NNW,WNW,N,4.0,,,,,17.0,No,No
Launceston,0.0,SE,SE,SSE,11.0,,,,,17.1,No,No
Launceston,0.0,S,NNW,W,7.0,,,,,18.3,No,No
Launceston,0.0,N,,N,0.0,,,6.0,7.0,15.9,No,No
Launceston,0.0,NNW,E,NW,4.0,,,6.0,,22.0,No,No
Launceston,0.1,NNW,N,NNW,7.0,,,,1.0,19.8,No,No
Launceston,0.0,N,,NNW,0.0,,,,1.0,16.4,No,No
Launceston,0.8,NW,NNW,NNW,6.0,,,1.0,6.0,16.1,No,Yes
Launceston,2.2,SSE,SE,SSE,17.0,,,,,14.7,Yes,No
Launceston,0.0,N,ENE,NNE,2.0,,,,,16.6,No,No
Launceston,0.0,NNW,ENE,N,4.0,,,8.0,,19.2,No,No
Launceston,0.0,SSE,SE,SSE,7.0,,,,,21.0,No,No
Launceston,0.0,SSE,WNW,SSE,4.0,,,7.0,,19.8,No,Yes
Launceston,4.4,SSE,E,S,2.0,,,7.0,8.0,14.1,Yes,Yes
Launceston,10.0,SSE,SE,SE,13.0,,,7.0,8.0,17.7,Yes,No
Launceston,0.0,SSE,SE,NE,11.0,,,8.0,4.0,16.0,No,No
Launceston,0.0,S,,SSE,0.0,,,7.0,,16.7,No,No
Launceston,0.0,SE,,SSE,0.0,,,,,17.2,No,No
Launceston,0.0,E,,,0.0,,,,,18.6,No,No
Launceston,0.0,NNE,NE,NNW,2.0,,,8.0,8.0,17.9,No,No
Launceston,1.0,N,,NNW,0.0,,,,,18.5,No,No
Launceston,0.0,NW,SSE,N,2.0,,,7.0,8.0,17.7,No,Yes
Launceston,8.6,NW,NW,N,7.0,,,,7.0,15.8,Yes,No
Launceston,0.2,NNW,,NNW,0.0,,,6.0,8.0,17.1,No,Yes
Launceston,18.2,NW,NNW,NW,31.0,,,8.0,7.0,11.2,Yes,Yes
Launceston,13.8,NW,NW,NW,24.0,,,,5.0,12.5,Yes,No
Launceston,0.0,WNW,NNW,NW,15.0,,,,3.0,12.0,No,No
Launceston,0.0,NNW,NNW,NNW,24.0,,,2.0,8.0,14.5,No,No
Launceston,0.0,NW,NNW,WNW,13.0,,,,8.0,13.1,No,Yes
Launceston,6.6,NW,NNW,WNW,15.0,,,8.0,1.0,14.2,Yes,No
Launceston,0.0,NNW,SSE,WNW,2.0,,,1.0,,14.9,No,No
Launceston,0.6,NW,NW,NW,28.0,,,1.0,2.0,12.7,No,No
Launceston,0.0,NW,NE,NNW,2.0,,,1.0,7.0,12.7,No,No
Launceston,0.0,SSW,NNE,SSW,6.0,,,8.0,2.0,17.1,No,No
Launceston,0.0,SE,ESE,,4.0,,,,,18.1,No,No
Launceston,0.0,NNW,,NW,0.0,,,8.0,,15.1,No,No
Launceston,0.0,NW,NNW,NNW,11.0,,,8.0,,14.3,No,No
Launceston,0.0,NNW,NNW,NNW,2.0,,,,7.0,14.2,No,No
Launceston,0.0,N,SSW,NW,4.0,,,8.0,8.0,13.3,No,Yes
Launceston,9.8,SE,SSE,SSE,9.0,,,7.0,8.0,13.5,Yes,No
Launceston,0.2,SE,ESE,SE,4.0,,,,7.0,12.9,No,No
Launceston,0.2,SE,ENE,ESE,6.0,,,,,12.8,No,No
Launceston,0.0,E,ESE,,4.0,,,,,14.4,No,No
Launceston,0.0,NW,ESE,NNW,2.0,,,,7.0,11.9,No,No
Launceston,0.0,NNW,,NW,0.0,,,8.0,6.0,12.4,No,No
Launceston,0.0,NW,ENE,NW,6.0,,,8.0,,15.8,No,No
Launceston,0.0,NNW,SSW,NNW,2.0,,,8.0,8.0,13.4,No,Yes
Launceston,12.0,NNW,NNW,NW,9.0,,,8.0,8.0,12.5,Yes,Yes
Launceston,12.5,NNW,NNW,NNW,9.0,,,,8.0,12.9,Yes,Yes
Launceston,3.8,NW,NNW,NW,22.0,,,8.0,8.0,12.9,Yes,Yes
Launceston,1.8,NW,NNW,WNW,28.0,,,2.0,8.0,10.1,Yes,No
Launceston,0.2,S,NE,S,2.0,,,,2.0,9.8,No,No
Launceston,0.0,SE,E,SE,4.0,,,,,11.1,No,No
Launceston,0.0,E,,WNW,0.0,,,,2.0,9.6,No,No
Launceston,0.0,ESE,ESE,E,4.0,,,7.0,8.0,10.0,No,No
Launceston,0.0,NNW,,NNW,0.0,,,,8.0,10.8,No,No
Launceston,0.0,NNW,NNW,NNW,13.0,,,8.0,7.0,14.8,No,No
Launceston,1.0,NNW,NNW,NNW,24.0,,,8.0,8.0,13.8,No,Yes
Launceston,15.0,NW,NNW,NNW,22.0,,,8.0,8.0,12.9,Yes,Yes
Launceston,3.4,W,NNW,W,7.0,,,,,9.8,Yes,No
Launceston,0.0,N,,W,0.0,,,,,12.4,No,No
Launceston,0.0,NW,E,NW,4.0,,,,,12.3,No,No
Launceston,0.0,ENE,,E,0.0,,,,,13.2,No,No
Launceston,0.2,NNW,,NNW,0.0,,,8.0,,12.0,No,No
Launceston,0.0,E,ENE,SSE,6.0,,,8.0,8.0,6.5,No,Yes
Launceston,7.2,ESE,,ESE,0.0,,,8.0,8.0,11.8,Yes,Yes
Launceston,1.4,SE,ESE,SE,9.0,,,8.0,8.0,10.7,Yes,Yes
Launceston,13.0,SE,SE,SSE,4.0,,,8.0,5.0,12.8,Yes,No
Launceston,0.0,SSE,SSE,SSE,17.0,,,,,9.2,No,No
Launceston,0.0,ESE,E,SSW,4.0,,,,,9.6,No,No
Launceston,0.3,SE,,NW,0.0,,,,,9.7,No,No
Launceston,0.0,ENE,ESE,E,2.0,,,,,9.7,No,No
Launceston,0.0,NNW,NW,NNW,2.0,,,8.0,8.0,11.2,No,No
Launceston,1.0,NW,,NW,0.0,,,8.0,6.0,14.3,No,No
Launceston,1.0,NNW,N,NNW,19.0,,,8.0,7.0,13.0,No,No
Launceston,0.4,NW,,NNW,0.0,,,,,13.9,No,No
Launceston,0.3,N,NW,NNW,6.0,,,1.0,8.0,13.9,No,No
Launceston,0.0,NNW,NW,NNW,7.0,,,,,13.8,No,No
Launceston,0.0,NNW,NW,NNW,7.0,,,,,13.6,No,No
Launceston,0.0,NNW,WNW,NNW,2.0,,,7.0,,14.1,No,No
Launceston,0.0,SE,E,NW,6.0,,,8.0,6.0,9.0,No,No
Launceston,0.6,NW,N,NNW,4.0,,,8.0,4.0,12.6,No,Yes
Launceston,2.6,WSW,,SSW,0.0,,,8.0,,11.3,Yes,No
Launceston,0.0,NNW,NNE,NNW,4.0,,,,,10.1,No,No
Launceston,0.0,NNW,WNW,W,9.0,,,7.0,8.0,15.8,No,Yes
Launceston,1.2,SE,ENE,S,2.0,,,8.0,8.0,9.9,Yes,Yes
Launceston,10.6,SSE,SSE,SSE,9.0,,,8.0,5.0,9.8,Yes,No
Launceston,0.0,SSE,NNW,SSE,6.0,,,,,9.7,No,No
Launceston,0.0,NW,E,E,4.0,,,,1.0,9.7,No,No
Launceston,0.0,N,,NNW,0.0,,,2.0,8.0,12.7,No,No
Launceston,0.1,N,,NW,0.0,,,4.0,3.0,13.7,No,Yes
