policy_tenure,age_of_car,age_of_policyholder,area_cluster,segment,model,fuel_type,max_torque,max_power,airbags,is_esc,is_adjustable_steering,displacement,steering_type,length,width,height,gross_weight,is_claim
0.35729830179849,0.04,0.615384615384615,C8,B2,M7,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,6,Yes,Yes,1197,Electric,3990,1745,1500,1410,0
1.08635476873582,0.05,0.471153846153846,C8,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,6,Yes,Yes,1493,Power,4300,1790,1635,1720,0
0.184319395102277,0.0,0.326923076923077,C5,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,0
0.416860067406421,0.03,0.403846153846154,C10,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,0
0.980436182728993,0.09,0.298076923076923,C8,B1,M8,CNG,82.1Nm@3400rpm,55.92bhp@5300rpm,2,No,No,998,Power,3655,1620,1675,1340,0
0.035780208172334,0.01,0.432692307692308,C3,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,6,Yes,Yes,1493,Power,4300,1790,1635,1720,0
0.050311799473828,0.02,0.509615384615385,C5,B2,M5,Diesel,200Nm@3000rpm,88.77bhp@4000rpm,2,No,Yes,1497,Electric,3990,1755,1523,1490,0
1.20806347014205,0.01,0.586538461538462,C10,Utility,M10,CNG,85Nm@3000rpm,61.68bhp@6000rpm,1,No,No,1196,Manual,3675,1475,1825,1510,0
0.99879222210661,0.0,0.509615384615385,C3,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,0
1.18178261656652,0.1,0.355769230769231,C8,B2,M7,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,6,Yes,Yes,1197,Electric,3990,1745,1500,1410,0
0.547891073594706,0.01,0.461538461538462,C2,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,0
1.0153979104738,0.03,0.394230769230769,C8,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,2,No,Yes,1197,Electric,3845,1735,1530,1335,0
1.03488907497981,0.07,0.288461538461538,C2,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,2,No,Yes,1197,Electric,3845,1735,1530,1335,1
0.243912897436081,0.02,0.394230769230769,C10,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,0
0.08738328885457,0.14,0.355769230769231,C9,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,2,No,Yes,1197,Electric,3845,1735,1530,1335,0
0.58190061442554,0.06,0.490384615384615,C9,Utility,M10,CNG,85Nm@3000rpm,61.68bhp@6000rpm,1,No,No,1196,Manual,3675,1475,1825,1510,0
0.27980677617815,0.05,0.740384615384615,C9,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,6,Yes,Yes,1493,Power,4300,1790,1635,1720,0
0.046349649669701,0.01,0.538461538461538,C2,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,0
0.376487100471986,0.13,0.384615384615385,C12,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,6,Yes,Yes,1493,Power,4300,1790,1635,1720,0
1.06654866075777,0.05,0.365384615384615,C8,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,6,Yes,Yes,1493,Power,4300,1790,1635,1720,0
0.462526010084913,0.0,0.394230769230769,C5,C1,M9,Diesel,200Nm@1750rpm,97.89bhp@3600rpm,2,No,Yes,1498,Electric,3995,1695,1501,1051,0
1.05891091980861,0.15,0.423076923076923,C2,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,6,Yes,Yes,1493,Power,4300,1790,1635,1720,0
1.03317328658038,0.05,0.317307692307692,C8,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,6,Yes,Yes,1493,Power,4300,1790,1635,1720,0
0.614907122273298,0.0,0.509615384615385,C3,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,1
1.17245935203359,0.05,0.490384615384615,C2,B2,M7,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,6,Yes,Yes,1197,Electric,3990,1745,1500,1410,1
0.353765764779702,0.14,0.490384615384615,C2,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,2,No,Yes,1197,Electric,3845,1735,1530,1335,1
1.02427075851784,0.02,0.576923076923077,C2,B2,M7,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,6,Yes,Yes,1197,Electric,3990,1745,1500,1410,0
0.795519910568858,0.02,0.432692307692308,C17,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,0
1.02474930009854,0.1,0.403846153846154,C8,B2,M7,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,6,Yes,Yes,1197,Electric,3990,1745,1500,1410,0
0.160886850917568,0.0,0.471153846153846,C16,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,0
1.03039802398287,0.03,0.480769230769231,C5,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,0
0.866549723534824,0.01,0.528846153846154,C5,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,0
0.074190088799034,0.09,0.326923076923077,C15,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,2,No,Yes,1197,Electric,3845,1735,1530,1335,1
1.15782842865728,0.04,0.634615384615385,C11,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,6,Yes,Yes,1493,Power,4300,1790,1635,1720,0
0.091685415639443,0.04,0.365384615384615,C15,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,6,Yes,Yes,1493,Power,4300,1790,1635,1720,0
1.01747129046771,0.1,0.326923076923077,C6,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,6,Yes,Yes,1493,Power,4300,1790,1635,1720,0
0.787438039269443,0.1,0.509615384615385,C3,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,2,No,Yes,1197,Electric,3845,1735,1530,1335,0
0.652452540666113,0.03,0.365384615384615,C3,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,0
0.180587180679148,0.0,0.519230769230769,C5,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,0
0.099094059133193,0.13,0.403846153846154,C8,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,2,No,Yes,1197,Electric,3845,1735,1530,1335,0
1.23700668634281,0.09,0.375,C8,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,2,No,Yes,1197,Electric,3845,1735,1530,1335,0
0.070990049911192,0.04,0.317307692307692,C2,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,0
1.0845175520508,0.1,0.336538461538461,C15,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,6,Yes,Yes,1493,Power,4300,1790,1635,1720,0
1.13911925749457,0.06,0.615384615384615,C2,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,1
0.566934109697325,0.0,0.288461538461538,C14,C1,M2,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,2,Yes,Yes,1197,Electric,3995,1735,1515,1335,0
0.237495258713975,0.07,0.538461538461538,C8,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,0
0.072268406986156,0.0,0.307692307692308,C3,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,0
0.836896793000379,0.0,0.423076923076923,C5,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,0
1.06540802405989,0.02,0.778846153846154,C8,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,6,Yes,Yes,1493,Power,4300,1790,1635,1720,1
0.106290691826553,0.0,0.471153846153846,C8,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,2,No,Yes,1197,Electric,3845,1735,1530,1335,0
0.066855508103134,0.0,0.326923076923077,C2,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,0
1.18830629824494,0.04,0.682692307692308,C8,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,2,No,Yes,1197,Electric,3845,1735,1530,1335,1
0.652131925583477,0.01,0.461538461538462,C3,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,0
1.04134117692492,0.02,0.682692307692308,C14,C1,M9,Diesel,200Nm@1750rpm,97.89bhp@3600rpm,2,No,Yes,1498,Electric,3995,1695,1501,1051,0
0.064065303340491,0.0,0.471153846153846,C3,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,0
0.097678803676077,0.0,0.384615384615385,C22,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,1
0.432302402368294,0.1,0.384615384615385,C10,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,2,No,Yes,1197,Electric,3845,1735,1530,1335,0
1.10255178623867,0.1,0.375,C5,B1,M8,CNG,82.1Nm@3400rpm,55.92bhp@5300rpm,2,No,No,998,Power,3655,1620,1675,1340,0
1.051868046563,0.06,0.384615384615385,C8,C1,M9,Diesel,200Nm@1750rpm,97.89bhp@3600rpm,2,No,Yes,1498,Electric,3995,1695,1501,1051,0
1.16793610713565,0.05,0.673076923076923,C8,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,6,Yes,Yes,1493,Power,4300,1790,1635,1720,0
0.074134430626711,0.13,0.548076923076923,C17,B2,M7,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,6,Yes,Yes,1197,Electric,3990,1745,1500,1410,0
0.818184747536609,0.01,0.778846153846154,C5,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,2,No,Yes,1197,Electric,3845,1735,1530,1335,0
1.11662073780268,0.07,0.5,C5,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,2,No,Yes,1197,Electric,3845,1735,1530,1335,0
1.115742967893,0.0,0.721153846153846,C2,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,6,Yes,Yes,1493,Power,4300,1790,1635,1720,0
0.011454210393698,0.07,0.471153846153846,C8,Utility,M10,CNG,85Nm@3000rpm,61.68bhp@6000rpm,1,No,No,1196,Manual,3675,1475,1825,1510,0
1.17450470596832,0.13,0.759615384615385,C8,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,2,No,Yes,1197,Electric,3845,1735,1530,1335,0
0.398896547207736,0.05,0.451923076923077,C3,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,0
1.24693953840306,0.1,0.326923076923077,C3,A,M3,Petrol,91Nm@4250rpm,67.06bhp@5500rpm,2,No,No,999,Electric,3731,1579,1490,1155,0
0.858379209144059,0.04,0.471153846153846,C5,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,1
0.09029617299558,0.06,0.509615384615385,C1,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,6,Yes,Yes,1493,Power,4300,1790,1635,1720,0
1.14136282019416,0.06,0.653846153846154,C8,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,2,No,Yes,1197,Electric,3845,1735,1530,1335,0
0.078124646429346,0.09,0.336538461538461,C3,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,6,Yes,Yes,1493,Power,4300,1790,1635,1720,0
0.478589335005332,0.11,0.336538461538461,C1,B1,M8,CNG,82.1Nm@3400rpm,55.92bhp@5300rpm,2,No,No,998,Power,3655,1620,1675,1340,0
1.23271952751391,0.15,0.355769230769231,C5,B2,M5,Diesel,200Nm@3000rpm,88.77bhp@4000rpm,2,No,Yes,1497,Electric,3990,1755,1523,1490,0
0.28085064915461,0.11,0.346153846153846,C14,B2,M7,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,6,Yes,Yes,1197,Electric,3990,1745,1500,1410,0
0.569806346814695,0.03,0.615384615384615,C3,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,0
1.08414188912359,0.17,0.740384615384615,C8,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,6,Yes,Yes,1493,Power,4300,1790,1635,1720,0
0.785177280345644,0.11,0.288461538461538,C8,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,2,No,Yes,1197,Electric,3845,1735,1530,1335,0
0.895145350977403,0.05,0.307692307692308,C15,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,0
0.338724373908845,0.13,0.586538461538462,C21,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,2,No,Yes,1197,Electric,3845,1735,1530,1335,1
0.709852008621947,0.17,0.365384615384615,C7,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,2,No,Yes,1197,Electric,3845,1735,1530,1335,0
0.238962066778466,0.01,0.692307692307692,C5,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,0
1.02605471927814,0.1,0.384615384615385,C8,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,2,No,Yes,1197,Electric,3845,1735,1530,1335,0
1.08774911538368,0.01,0.317307692307692,C19,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,2,No,Yes,1197,Electric,3845,1735,1530,1335,0
1.13257810987664,0.09,0.519230769230769,C2,B1,M8,CNG,82.1Nm@3400rpm,55.92bhp@5300rpm,2,No,No,998,Power,3655,1620,1675,1340,0
0.464530991093956,0.02,0.451923076923077,C2,A,M3,Petrol,91Nm@4250rpm,67.06bhp@5500rpm,2,No,No,999,Electric,3731,1579,1490,1155,0
1.01861870406966,0.06,0.596153846153846,C5,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,2,No,Yes,1197,Electric,3845,1735,1530,1335,1
0.41827022104169,0.14,0.432692307692308,C2,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,6,Yes,Yes,1493,Power,4300,1790,1635,1720,0
0.45791656098706,0.1,0.442307692307692,C13,A,M3,Petrol,91Nm@4250rpm,67.06bhp@5500rpm,2,No,No,999,Electric,3731,1579,1490,1155,0
0.785802734296561,0.1,0.355769230769231,C8,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,2,No,Yes,1197,Electric,3845,1735,1530,1335,1
1.07094686537449,0.17,0.355769230769231,C2,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,2,No,Yes,1197,Electric,3845,1735,1530,1335,0
1.21410213498169,0.23,0.567307692307692,C14,B2,M5,Diesel,200Nm@3000rpm,88.77bhp@4000rpm,2,No,Yes,1497,Electric,3990,1755,1523,1490,0
0.003220824104923,0.01,0.528846153846154,C8,B2,M5,Diesel,200Nm@3000rpm,88.77bhp@4000rpm,2,No,Yes,1497,Electric,3990,1755,1523,1490,1
1.03475242256447,0.1,0.451923076923077,C2,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,6,Yes,Yes,1493,Power,4300,1790,1635,1720,0
0.086131928321126,0.04,0.423076923076923,C8,B2,M7,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,6,Yes,Yes,1197,Electric,3990,1745,1500,1410,0
0.855132673716791,0.02,0.461538461538462,C3,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,1
0.020540762843236,0.13,0.432692307692308,C3,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,6,Yes,Yes,1493,Power,4300,1790,1635,1720,0
0.854154099091887,0.05,0.403846153846154,C19,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,6,Yes,Yes,1493,Power,4300,1790,1635,1720,0
0.072428189545886,0.0,0.519230769230769,C2,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,0
0.08447006977702,0.14,0.798076923076923,C5,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,2,No,Yes,1197,Electric,3845,1735,1530,1335,0
0.082792101258358,0.07,0.432692307692308,C1,B2,M7,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,6,Yes,Yes,1197,Electric,3990,1745,1500,1410,0
0.216903798435657,0.01,0.413461538461538,C2,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,0
1.13294409942509,0.07,0.557692307692308,C8,C1,M9,Diesel,200Nm@1750rpm,97.89bhp@3600rpm,2,No,Yes,1498,Electric,3995,1695,1501,1051,0
1.15691111148787,0.11,0.692307692307692,C1,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,6,Yes,Yes,1493,Power,4300,1790,1635,1720,0
1.09779369143137,0.08,0.528846153846154,C8,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,6,Yes,Yes,1493,Power,4300,1790,1635,1720,0
1.0783177607799,0.08,0.519230769230769,C2,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,6,Yes,Yes,1493,Power,4300,1790,1635,1720,0
0.403969448393698,0.06,0.442307692307692,C14,A,M3,Petrol,91Nm@4250rpm,67.06bhp@5500rpm,2,No,No,999,Electric,3731,1579,1490,1155,0
1.1242386420487,0.11,0.519230769230769,C14,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,6,Yes,Yes,1493,Power,4300,1790,1635,1720,1
0.814448106474402,0.1,0.576923076923077,C5,C1,M9,Diesel,200Nm@1750rpm,97.89bhp@3600rpm,2,No,Yes,1498,Electric,3995,1695,1501,1051,0
0.092237146539531,0.13,0.538461538461538,C8,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,2,No,Yes,1197,Electric,3845,1735,1530,1335,0
0.903396404018878,0.05,0.5,C3,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,0
0.047266958800408,0.0,0.317307692307692,C3,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,0
0.651523280409817,0.0,0.490384615384615,C3,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,0
0.720703287616844,0.11,0.442307692307692,C3,B1,M8,CNG,82.1Nm@3400rpm,55.92bhp@5300rpm,2,No,No,998,Power,3655,1620,1675,1340,0
0.789209649303573,0.0,0.721153846153846,C15,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,2,No,Yes,1197,Electric,3845,1735,1530,1335,0
1.16273973566918,0.02,0.509615384615385,C8,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,6,Yes,Yes,1493,Power,4300,1790,1635,1720,1
0.864497017908536,0.16,0.423076923076923,C14,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,2,No,Yes,1197,Electric,3845,1735,1530,1335,0
1.03867658101939,0.06,0.509615384615385,C13,C1,M2,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,2,Yes,Yes,1197,Electric,3995,1735,1515,1335,0
0.901033641926147,0.1,0.442307692307692,C3,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,0
0.010672051603593,0.0,0.605769230769231,C3,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,0
0.29099649765111,0.01,0.355769230769231,C9,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,0
0.310290896432673,0.21,0.375,C15,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,6,Yes,Yes,1493,Power,4300,1790,1635,1720,0
1.15743683983695,0.06,0.317307692307692,C8,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,2,No,Yes,1197,Electric,3845,1735,1530,1335,0
1.18623885033754,0.02,0.769230769230769,C8,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,2,No,Yes,1197,Electric,3845,1735,1530,1335,0
0.569143206398258,0.04,0.701923076923077,C7,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,0
0.786699103919591,0.15,0.519230769230769,C9,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,6,Yes,Yes,1493,Power,4300,1790,1635,1720,0
0.577862782929697,0.03,0.461538461538462,C10,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,2,No,Yes,1197,Electric,3845,1735,1530,1335,0
0.153587624336515,0.06,0.673076923076923,C8,Utility,M10,CNG,85Nm@3000rpm,61.68bhp@6000rpm,1,No,No,1196,Manual,3675,1475,1825,1510,0
0.056030042235791,0.0,0.471153846153846,C2,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,0
0.122984183781472,0.1,0.317307692307692,C8,B1,M8,CNG,82.1Nm@3400rpm,55.92bhp@5300rpm,2,No,No,998,Power,3655,1620,1675,1340,0
0.755082807232018,0.19,0.653846153846154,C5,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,6,Yes,Yes,1493,Power,4300,1790,1635,1720,0
1.0517756601298,0.04,0.432692307692308,C14,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,2,No,Yes,1197,Electric,3845,1735,1530,1335,0
1.00032439796809,0.08,0.451923076923077,C13,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,6,Yes,Yes,1493,Power,4300,1790,1635,1720,1
1.21568859323992,0.07,0.346153846153846,C14,B2,M7,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,6,Yes,Yes,1197,Electric,3990,1745,1500,1410,0
0.032663357630949,0.01,0.461538461538462,C2,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,0
1.2198739787755,0.09,0.461538461538462,C2,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,6,Yes,Yes,1493,Power,4300,1790,1635,1720,0
0.081243194748616,0.04,0.509615384615385,C8,C1,M9,Diesel,200Nm@1750rpm,97.89bhp@3600rpm,2,No,Yes,1498,Electric,3995,1695,1501,1051,0
0.774260908394697,0.01,0.701923076923077,C3,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,2,No,No,796,Power,3445,1515,1475,1185,0
0.440231832118389,0.03,0.471153846153846,C5,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,2,No,Yes,1197,Electric,3845,1735,1530,1335,0
