Question;Charts
The variable texture_se can be seen as ordinal.;[Scatter-plots,All_Histograms]
The variable perimeter_mean can be seen as ordinal.;[Scatter-plots,All_Histograms]
The variable texture_mean can be seen as ordinal.;[Scatter-plots,All_Histograms]
The variable perimeter_worst can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable texture_worst can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable radius_worst can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable symmetry_se can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable smoothness_se can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable area_se can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable perimeter_se can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable texture_se can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable perimeter_mean can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable texture_mean can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
Variable perimeter_worst is balanced.;[Histograms,Boxplots]
Variable texture_worst is balanced.;[Histograms,Boxplots]
Variable radius_worst is balanced.;[Histograms,Boxplots]
Variable symmetry_se is balanced.;[Histograms,Boxplots]
Variable smoothness_se is balanced.;[Histograms,Boxplots]
Variable area_se is balanced.;[Histograms,Boxplots]
Variable perimeter_se is balanced.;[Histograms,Boxplots]
Variable texture_se is balanced.;[Histograms,Boxplots]
Variable perimeter_mean is balanced.;[Histograms,Boxplots]
Variable texture_mean is balanced.;[Histograms,Boxplots]
Those boxplots show that the data is not normalized.;[Boxplot global,Single boxplots]
It is clear that variable texture_worst shows some outliers, but we can’t be sure of the same for variable perimeter_worst.;[Boxplots,Histograms]
It is clear that variable radius_worst shows some outliers, but we can’t be sure of the same for variable perimeter_worst.;[Boxplots,Histograms]
It is clear that variable symmetry_se shows some outliers, but we can’t be sure of the same for variable perimeter_worst.;[Boxplots,Histograms]
It is clear that variable smoothness_se shows some outliers, but we can’t be sure of the same for variable perimeter_worst.;[Boxplots,Histograms]
It is clear that variable area_se shows some outliers, but we can’t be sure of the same for variable perimeter_worst.;[Boxplots,Histograms]
It is clear that variable perimeter_se shows some outliers, but we can’t be sure of the same for variable perimeter_worst.;[Boxplots,Histograms]
It is clear that variable texture_se shows some outliers, but we can’t be sure of the same for variable perimeter_worst.;[Boxplots,Histograms]
It is clear that variable perimeter_mean shows some outliers, but we can’t be sure of the same for variable perimeter_worst.;[Boxplots,Histograms]
It is clear that variable texture_mean shows some outliers, but we can’t be sure of the same for variable perimeter_worst.;[Boxplots,Histograms]
It is clear that variable perimeter_worst shows some outliers, but we can’t be sure of the same for variable texture_worst.;[Boxplots,Histograms]
It is clear that variable radius_worst shows some outliers, but we can’t be sure of the same for variable texture_worst.;[Boxplots,Histograms]
It is clear that variable symmetry_se shows some outliers, but we can’t be sure of the same for variable texture_worst.;[Boxplots,Histograms]
It is clear that variable smoothness_se shows some outliers, but we can’t be sure of the same for variable texture_worst.;[Boxplots,Histograms]
It is clear that variable area_se shows some outliers, but we can’t be sure of the same for variable texture_worst.;[Boxplots,Histograms]
It is clear that variable perimeter_se shows some outliers, but we can’t be sure of the same for variable texture_worst.;[Boxplots,Histograms]
It is clear that variable texture_se shows some outliers, but we can’t be sure of the same for variable texture_worst.;[Boxplots,Histograms]
It is clear that variable perimeter_mean shows some outliers, but we can’t be sure of the same for variable texture_worst.;[Boxplots,Histograms]
It is clear that variable texture_mean shows some outliers, but we can’t be sure of the same for variable texture_worst.;[Boxplots,Histograms]
It is clear that variable perimeter_worst shows some outliers, but we can’t be sure of the same for variable radius_worst.;[Boxplots,Histograms]
It is clear that variable texture_worst shows some outliers, but we can’t be sure of the same for variable radius_worst.;[Boxplots,Histograms]
It is clear that variable symmetry_se shows some outliers, but we can’t be sure of the same for variable radius_worst.;[Boxplots,Histograms]
It is clear that variable smoothness_se shows some outliers, but we can’t be sure of the same for variable radius_worst.;[Boxplots,Histograms]
It is clear that variable area_se shows some outliers, but we can’t be sure of the same for variable radius_worst.;[Boxplots,Histograms]
It is clear that variable perimeter_se shows some outliers, but we can’t be sure of the same for variable radius_worst.;[Boxplots,Histograms]
It is clear that variable texture_se shows some outliers, but we can’t be sure of the same for variable radius_worst.;[Boxplots,Histograms]
It is clear that variable perimeter_mean shows some outliers, but we can’t be sure of the same for variable radius_worst.;[Boxplots,Histograms]
It is clear that variable texture_mean shows some outliers, but we can’t be sure of the same for variable radius_worst.;[Boxplots,Histograms]
It is clear that variable perimeter_worst shows some outliers, but we can’t be sure of the same for variable symmetry_se.;[Boxplots,Histograms]
It is clear that variable texture_worst shows some outliers, but we can’t be sure of the same for variable symmetry_se.;[Boxplots,Histograms]
It is clear that variable radius_worst shows some outliers, but we can’t be sure of the same for variable symmetry_se.;[Boxplots,Histograms]
It is clear that variable smoothness_se shows some outliers, but we can’t be sure of the same for variable symmetry_se.;[Boxplots,Histograms]
It is clear that variable area_se shows some outliers, but we can’t be sure of the same for variable symmetry_se.;[Boxplots,Histograms]
It is clear that variable perimeter_se shows some outliers, but we can’t be sure of the same for variable symmetry_se.;[Boxplots,Histograms]
It is clear that variable texture_se shows some outliers, but we can’t be sure of the same for variable symmetry_se.;[Boxplots,Histograms]
It is clear that variable perimeter_mean shows some outliers, but we can’t be sure of the same for variable symmetry_se.;[Boxplots,Histograms]
It is clear that variable texture_mean shows some outliers, but we can’t be sure of the same for variable symmetry_se.;[Boxplots,Histograms]
It is clear that variable perimeter_worst shows some outliers, but we can’t be sure of the same for variable smoothness_se.;[Boxplots,Histograms]
It is clear that variable texture_worst shows some outliers, but we can’t be sure of the same for variable smoothness_se.;[Boxplots,Histograms]
It is clear that variable radius_worst shows some outliers, but we can’t be sure of the same for variable smoothness_se.;[Boxplots,Histograms]
It is clear that variable symmetry_se shows some outliers, but we can’t be sure of the same for variable smoothness_se.;[Boxplots,Histograms]
It is clear that variable area_se shows some outliers, but we can’t be sure of the same for variable smoothness_se.;[Boxplots,Histograms]
It is clear that variable perimeter_se shows some outliers, but we can’t be sure of the same for variable smoothness_se.;[Boxplots,Histograms]
It is clear that variable texture_se shows some outliers, but we can’t be sure of the same for variable smoothness_se.;[Boxplots,Histograms]
It is clear that variable perimeter_mean shows some outliers, but we can’t be sure of the same for variable smoothness_se.;[Boxplots,Histograms]
It is clear that variable texture_mean shows some outliers, but we can’t be sure of the same for variable smoothness_se.;[Boxplots,Histograms]
It is clear that variable perimeter_worst shows some outliers, but we can’t be sure of the same for variable area_se.;[Boxplots,Histograms]
It is clear that variable texture_worst shows some outliers, but we can’t be sure of the same for variable area_se.;[Boxplots,Histograms]
It is clear that variable radius_worst shows some outliers, but we can’t be sure of the same for variable area_se.;[Boxplots,Histograms]
It is clear that variable symmetry_se shows some outliers, but we can’t be sure of the same for variable area_se.;[Boxplots,Histograms]
It is clear that variable smoothness_se shows some outliers, but we can’t be sure of the same for variable area_se.;[Boxplots,Histograms]
It is clear that variable perimeter_se shows some outliers, but we can’t be sure of the same for variable area_se.;[Boxplots,Histograms]
It is clear that variable texture_se shows some outliers, but we can’t be sure of the same for variable area_se.;[Boxplots,Histograms]
It is clear that variable perimeter_mean shows some outliers, but we can’t be sure of the same for variable area_se.;[Boxplots,Histograms]
It is clear that variable texture_mean shows some outliers, but we can’t be sure of the same for variable area_se.;[Boxplots,Histograms]
It is clear that variable perimeter_worst shows some outliers, but we can’t be sure of the same for variable perimeter_se.;[Boxplots,Histograms]
It is clear that variable texture_worst shows some outliers, but we can’t be sure of the same for variable perimeter_se.;[Boxplots,Histograms]
It is clear that variable radius_worst shows some outliers, but we can’t be sure of the same for variable perimeter_se.;[Boxplots,Histograms]
It is clear that variable symmetry_se shows some outliers, but we can’t be sure of the same for variable perimeter_se.;[Boxplots,Histograms]
It is clear that variable smoothness_se shows some outliers, but we can’t be sure of the same for variable perimeter_se.;[Boxplots,Histograms]
It is clear that variable area_se shows some outliers, but we can’t be sure of the same for variable perimeter_se.;[Boxplots,Histograms]
It is clear that variable texture_se shows some outliers, but we can’t be sure of the same for variable perimeter_se.;[Boxplots,Histograms]
It is clear that variable perimeter_mean shows some outliers, but we can’t be sure of the same for variable perimeter_se.;[Boxplots,Histograms]
It is clear that variable texture_mean shows some outliers, but we can’t be sure of the same for variable perimeter_se.;[Boxplots,Histograms]
It is clear that variable perimeter_worst shows some outliers, but we can’t be sure of the same for variable texture_se.;[Boxplots,Histograms]
It is clear that variable texture_worst shows some outliers, but we can’t be sure of the same for variable texture_se.;[Boxplots,Histograms]
It is clear that variable radius_worst shows some outliers, but we can’t be sure of the same for variable texture_se.;[Boxplots,Histograms]
It is clear that variable symmetry_se shows some outliers, but we can’t be sure of the same for variable texture_se.;[Boxplots,Histograms]
It is clear that variable smoothness_se shows some outliers, but we can’t be sure of the same for variable texture_se.;[Boxplots,Histograms]
It is clear that variable area_se shows some outliers, but we can’t be sure of the same for variable texture_se.;[Boxplots,Histograms]
It is clear that variable perimeter_se shows some outliers, but we can’t be sure of the same for variable texture_se.;[Boxplots,Histograms]
It is clear that variable perimeter_mean shows some outliers, but we can’t be sure of the same for variable texture_se.;[Boxplots,Histograms]
It is clear that variable texture_mean shows some outliers, but we can’t be sure of the same for variable texture_se.;[Boxplots,Histograms]
It is clear that variable perimeter_worst shows some outliers, but we can’t be sure of the same for variable perimeter_mean.;[Boxplots,Histograms]
It is clear that variable texture_worst shows some outliers, but we can’t be sure of the same for variable perimeter_mean.;[Boxplots,Histograms]
It is clear that variable radius_worst shows some outliers, but we can’t be sure of the same for variable perimeter_mean.;[Boxplots,Histograms]
It is clear that variable symmetry_se shows some outliers, but we can’t be sure of the same for variable perimeter_mean.;[Boxplots,Histograms]
It is clear that variable smoothness_se shows some outliers, but we can’t be sure of the same for variable perimeter_mean.;[Boxplots,Histograms]
It is clear that variable area_se shows some outliers, but we can’t be sure of the same for variable perimeter_mean.;[Boxplots,Histograms]
It is clear that variable perimeter_se shows some outliers, but we can’t be sure of the same for variable perimeter_mean.;[Boxplots,Histograms]
It is clear that variable texture_se shows some outliers, but we can’t be sure of the same for variable perimeter_mean.;[Boxplots,Histograms]
It is clear that variable texture_mean shows some outliers, but we can’t be sure of the same for variable perimeter_mean.;[Boxplots,Histograms]
It is clear that variable perimeter_worst shows some outliers, but we can’t be sure of the same for variable texture_mean.;[Boxplots,Histograms]
It is clear that variable texture_worst shows some outliers, but we can’t be sure of the same for variable texture_mean.;[Boxplots,Histograms]
It is clear that variable radius_worst shows some outliers, but we can’t be sure of the same for variable texture_mean.;[Boxplots,Histograms]
It is clear that variable symmetry_se shows some outliers, but we can’t be sure of the same for variable texture_mean.;[Boxplots,Histograms]
It is clear that variable smoothness_se shows some outliers, but we can’t be sure of the same for variable texture_mean.;[Boxplots,Histograms]
It is clear that variable area_se shows some outliers, but we can’t be sure of the same for variable texture_mean.;[Boxplots,Histograms]
It is clear that variable perimeter_se shows some outliers, but we can’t be sure of the same for variable texture_mean.;[Boxplots,Histograms]
It is clear that variable texture_se shows some outliers, but we can’t be sure of the same for variable texture_mean.;[Boxplots,Histograms]
It is clear that variable perimeter_mean shows some outliers, but we can’t be sure of the same for variable texture_mean.;[Boxplots,Histograms]
Outliers seem to be a problem in the dataset.;[Boxplots,Histograms]
Variable perimeter_worst shows a high number of outlier values.;[Boxplots,Histograms]
Variable texture_worst shows a high number of outlier values.;[Boxplots,Histograms]
Variable radius_worst shows a high number of outlier values.;[Boxplots,Histograms]
Variable symmetry_se shows a high number of outlier values.;[Boxplots,Histograms]
Variable smoothness_se shows a high number of outlier values.;[Boxplots,Histograms]
Variable area_se shows a high number of outlier values.;[Boxplots,Histograms]
Variable perimeter_se shows a high number of outlier values.;[Boxplots,Histograms]
Variable texture_se shows a high number of outlier values.;[Boxplots,Histograms]
Variable perimeter_mean shows a high number of outlier values.;[Boxplots,Histograms]
Variable texture_mean shows a high number of outlier values.;[Boxplots,Histograms]
Variable perimeter_worst shows some outlier values.;[Boxplots,Histograms]
Variable texture_worst shows some outlier values.;[Boxplots,Histograms]
Variable radius_worst shows some outlier values.;[Boxplots,Histograms]
Variable symmetry_se shows some outlier values.;[Boxplots,Histograms]
Variable smoothness_se shows some outlier values.;[Boxplots,Histograms]
Variable area_se shows some outlier values.;[Boxplots,Histograms]
Variable perimeter_se shows some outlier values.;[Boxplots,Histograms]
Variable texture_se shows some outlier values.;[Boxplots,Histograms]
Variable perimeter_mean shows some outlier values.;[Boxplots,Histograms]
Variable texture_mean shows some outlier values.;[Boxplots,Histograms]
Variable perimeter_worst doesn’t have any outliers.;[Boxplots,Histograms]
Variable texture_worst doesn’t have any outliers.;[Boxplots,Histograms]
Variable radius_worst doesn’t have any outliers.;[Boxplots,Histograms]
Variable symmetry_se doesn’t have any outliers.;[Boxplots,Histograms]
Variable smoothness_se doesn’t have any outliers.;[Boxplots,Histograms]
Variable area_se doesn’t have any outliers.;[Boxplots,Histograms]
Variable perimeter_se doesn’t have any outliers.;[Boxplots,Histograms]
Variable texture_se doesn’t have any outliers.;[Boxplots,Histograms]
Variable perimeter_mean doesn’t have any outliers.;[Boxplots,Histograms]
Variable texture_mean doesn’t have any outliers.;[Boxplots,Histograms]
Variable perimeter_worst presents some outliers.;[Boxplots,Histograms]
Variable texture_worst presents some outliers.;[Boxplots,Histograms]
Variable radius_worst presents some outliers.;[Boxplots,Histograms]
Variable symmetry_se presents some outliers.;[Boxplots,Histograms]
Variable smoothness_se presents some outliers.;[Boxplots,Histograms]
Variable area_se presents some outliers.;[Boxplots,Histograms]
Variable perimeter_se presents some outliers.;[Boxplots,Histograms]
Variable texture_se presents some outliers.;[Boxplots,Histograms]
Variable perimeter_mean presents some outliers.;[Boxplots,Histograms]
Variable texture_mean presents some outliers.;[Boxplots,Histograms]
At least 85 of the variables present outliers.;[Boxplots,Histograms]
At least 75 of the variables present outliers.;[Boxplots,Histograms]
At least 60 of the variables present outliers.;[Boxplots,Histograms]
At least 50 of the variables present outliers.;[Boxplots,Histograms]
The histograms presented show a large number of outliers for most of the numeric variables.;[Boxplots,Histograms]
The boxplots presented show a large number of outliers for most of the numeric variables.;[Boxplots,Histograms]
The existence of outliers is one of the problems to tackle in this dataset.;[Boxplots,Histograms]
Variable perimeter_worst is a false predictor.;[Description]
Variable texture_worst is a false predictor.;[Description]
Variable radius_worst is a false predictor.;[Description]
Variable symmetry_se is a false predictor.;[Description]
Variable smoothness_se is a false predictor.;[Description]
Variable area_se is a false predictor.;[Description]
Variable perimeter_se is a false predictor.;[Description]
Variable texture_se is a false predictor.;[Description]
Variable perimeter_mean is a false predictor.;[Description]
Variable texture_mean is a false predictor.;[Description]
Variable diagnosis is a false predictor.;[Description]
One of the variables texture_worst or perimeter_worst can be discarded without losing information.;[Correlation heatmap]
One of the variables radius_worst or perimeter_worst can be discarded without losing information.;[Correlation heatmap]
One of the variables symmetry_se or perimeter_worst can be discarded without losing information.;[Correlation heatmap]
One of the variables smoothness_se or perimeter_worst can be discarded without losing information.;[Correlation heatmap]
One of the variables area_se or perimeter_worst can be discarded without losing information.;[Correlation heatmap]
One of the variables perimeter_se or perimeter_worst can be discarded without losing information.;[Correlation heatmap]
One of the variables texture_se or perimeter_worst can be discarded without losing information.;[Correlation heatmap]
One of the variables perimeter_mean or perimeter_worst can be discarded without losing information.;[Correlation heatmap]
One of the variables texture_mean or perimeter_worst can be discarded without losing information.;[Correlation heatmap]
One of the variables perimeter_worst or texture_worst can be discarded without losing information.;[Correlation heatmap]
One of the variables radius_worst or texture_worst can be discarded without losing information.;[Correlation heatmap]
One of the variables symmetry_se or texture_worst can be discarded without losing information.;[Correlation heatmap]
One of the variables smoothness_se or texture_worst can be discarded without losing information.;[Correlation heatmap]
One of the variables area_se or texture_worst can be discarded without losing information.;[Correlation heatmap]
One of the variables perimeter_se or texture_worst can be discarded without losing information.;[Correlation heatmap]
One of the variables texture_se or texture_worst can be discarded without losing information.;[Correlation heatmap]
One of the variables perimeter_mean or texture_worst can be discarded without losing information.;[Correlation heatmap]
One of the variables texture_mean or texture_worst can be discarded without losing information.;[Correlation heatmap]
One of the variables perimeter_worst or radius_worst can be discarded without losing information.;[Correlation heatmap]
One of the variables texture_worst or radius_worst can be discarded without losing information.;[Correlation heatmap]
One of the variables symmetry_se or radius_worst can be discarded without losing information.;[Correlation heatmap]
One of the variables smoothness_se or radius_worst can be discarded without losing information.;[Correlation heatmap]
One of the variables area_se or radius_worst can be discarded without losing information.;[Correlation heatmap]
One of the variables perimeter_se or radius_worst can be discarded without losing information.;[Correlation heatmap]
One of the variables texture_se or radius_worst can be discarded without losing information.;[Correlation heatmap]
One of the variables perimeter_mean or radius_worst can be discarded without losing information.;[Correlation heatmap]
One of the variables texture_mean or radius_worst can be discarded without losing information.;[Correlation heatmap]
One of the variables perimeter_worst or symmetry_se can be discarded without losing information.;[Correlation heatmap]
One of the variables texture_worst or symmetry_se can be discarded without losing information.;[Correlation heatmap]
One of the variables radius_worst or symmetry_se can be discarded without losing information.;[Correlation heatmap]
One of the variables smoothness_se or symmetry_se can be discarded without losing information.;[Correlation heatmap]
One of the variables area_se or symmetry_se can be discarded without losing information.;[Correlation heatmap]
One of the variables perimeter_se or symmetry_se can be discarded without losing information.;[Correlation heatmap]
One of the variables texture_se or symmetry_se can be discarded without losing information.;[Correlation heatmap]
One of the variables perimeter_mean or symmetry_se can be discarded without losing information.;[Correlation heatmap]
One of the variables texture_mean or symmetry_se can be discarded without losing information.;[Correlation heatmap]
One of the variables perimeter_worst or smoothness_se can be discarded without losing information.;[Correlation heatmap]
One of the variables texture_worst or smoothness_se can be discarded without losing information.;[Correlation heatmap]
One of the variables radius_worst or smoothness_se can be discarded without losing information.;[Correlation heatmap]
One of the variables symmetry_se or smoothness_se can be discarded without losing information.;[Correlation heatmap]
One of the variables area_se or smoothness_se can be discarded without losing information.;[Correlation heatmap]
One of the variables perimeter_se or smoothness_se can be discarded without losing information.;[Correlation heatmap]
One of the variables texture_se or smoothness_se can be discarded without losing information.;[Correlation heatmap]
One of the variables perimeter_mean or smoothness_se can be discarded without losing information.;[Correlation heatmap]
One of the variables texture_mean or smoothness_se can be discarded without losing information.;[Correlation heatmap]
One of the variables perimeter_worst or area_se can be discarded without losing information.;[Correlation heatmap]
One of the variables texture_worst or area_se can be discarded without losing information.;[Correlation heatmap]
One of the variables radius_worst or area_se can be discarded without losing information.;[Correlation heatmap]
One of the variables symmetry_se or area_se can be discarded without losing information.;[Correlation heatmap]
One of the variables smoothness_se or area_se can be discarded without losing information.;[Correlation heatmap]
One of the variables perimeter_se or area_se can be discarded without losing information.;[Correlation heatmap]
One of the variables texture_se or area_se can be discarded without losing information.;[Correlation heatmap]
One of the variables perimeter_mean or area_se can be discarded without losing information.;[Correlation heatmap]
One of the variables texture_mean or area_se can be discarded without losing information.;[Correlation heatmap]
One of the variables perimeter_worst or perimeter_se can be discarded without losing information.;[Correlation heatmap]
One of the variables texture_worst or perimeter_se can be discarded without losing information.;[Correlation heatmap]
One of the variables radius_worst or perimeter_se can be discarded without losing information.;[Correlation heatmap]
One of the variables symmetry_se or perimeter_se can be discarded without losing information.;[Correlation heatmap]
One of the variables smoothness_se or perimeter_se can be discarded without losing information.;[Correlation heatmap]
One of the variables area_se or perimeter_se can be discarded without losing information.;[Correlation heatmap]
One of the variables texture_se or perimeter_se can be discarded without losing information.;[Correlation heatmap]
One of the variables perimeter_mean or perimeter_se can be discarded without losing information.;[Correlation heatmap]
One of the variables texture_mean or perimeter_se can be discarded without losing information.;[Correlation heatmap]
One of the variables perimeter_worst or texture_se can be discarded without losing information.;[Correlation heatmap]
One of the variables texture_worst or texture_se can be discarded without losing information.;[Correlation heatmap]
One of the variables radius_worst or texture_se can be discarded without losing information.;[Correlation heatmap]
One of the variables symmetry_se or texture_se can be discarded without losing information.;[Correlation heatmap]
One of the variables smoothness_se or texture_se can be discarded without losing information.;[Correlation heatmap]
One of the variables area_se or texture_se can be discarded without losing information.;[Correlation heatmap]
One of the variables perimeter_se or texture_se can be discarded without losing information.;[Correlation heatmap]
One of the variables perimeter_mean or texture_se can be discarded without losing information.;[Correlation heatmap]
One of the variables texture_mean or texture_se can be discarded without losing information.;[Correlation heatmap]
One of the variables perimeter_worst or perimeter_mean can be discarded without losing information.;[Correlation heatmap]
One of the variables texture_worst or perimeter_mean can be discarded without losing information.;[Correlation heatmap]
One of the variables radius_worst or perimeter_mean can be discarded without losing information.;[Correlation heatmap]
One of the variables symmetry_se or perimeter_mean can be discarded without losing information.;[Correlation heatmap]
One of the variables smoothness_se or perimeter_mean can be discarded without losing information.;[Correlation heatmap]
One of the variables area_se or perimeter_mean can be discarded without losing information.;[Correlation heatmap]
One of the variables perimeter_se or perimeter_mean can be discarded without losing information.;[Correlation heatmap]
One of the variables texture_se or perimeter_mean can be discarded without losing information.;[Correlation heatmap]
One of the variables texture_mean or perimeter_mean can be discarded without losing information.;[Correlation heatmap]
One of the variables perimeter_worst or texture_mean can be discarded without losing information.;[Correlation heatmap]
One of the variables texture_worst or texture_mean can be discarded without losing information.;[Correlation heatmap]
One of the variables radius_worst or texture_mean can be discarded without losing information.;[Correlation heatmap]
One of the variables symmetry_se or texture_mean can be discarded without losing information.;[Correlation heatmap]
One of the variables smoothness_se or texture_mean can be discarded without losing information.;[Correlation heatmap]
One of the variables area_se or texture_mean can be discarded without losing information.;[Correlation heatmap]
One of the variables perimeter_se or texture_mean can be discarded without losing information.;[Correlation heatmap]
One of the variables texture_se or texture_mean can be discarded without losing information.;[Correlation heatmap]
One of the variables perimeter_mean or texture_mean can be discarded without losing information.;[Correlation heatmap]
The variable perimeter_worst can be discarded without risking losing information.;[Correlation heatmap]
The variable texture_worst can be discarded without risking losing information.;[Correlation heatmap]
The variable radius_worst can be discarded without risking losing information.;[Correlation heatmap]
The variable symmetry_se can be discarded without risking losing information.;[Correlation heatmap]
The variable smoothness_se can be discarded without risking losing information.;[Correlation heatmap]
The variable area_se can be discarded without risking losing information.;[Correlation heatmap]
The variable perimeter_se can be discarded without risking losing information.;[Correlation heatmap]
The variable texture_se can be discarded without risking losing information.;[Correlation heatmap]
The variable perimeter_mean can be discarded without risking losing information.;[Correlation heatmap]
The variable texture_mean can be discarded without risking losing information.;[Correlation heatmap]
Variables area_se and smoothness_se are redundant, but we can’t say the same for the pair perimeter_se and symmetry_se.;[Correlation heatmap]
Variables perimeter_se and radius_worst are redundant, but we can’t say the same for the pair perimeter_mean and texture_se.;[Correlation heatmap]
Variables texture_mean and texture_worst are redundant, but we can’t say the same for the pair perimeter_se and perimeter_worst.;[Correlation heatmap]
Variables perimeter_se and smoothness_se are redundant, but we can’t say the same for the pair texture_se and perimeter_worst.;[Correlation heatmap]
Variables perimeter_mean and area_se are redundant, but we can’t say the same for the pair smoothness_se and texture_worst.;[Correlation heatmap]
Variables area_se and texture_worst are redundant, but we can’t say the same for the pair smoothness_se and radius_worst.;[Correlation heatmap]
Variables perimeter_se and perimeter_worst are redundant, but we can’t say the same for the pair area_se and radius_worst.;[Correlation heatmap]
Variables smoothness_se and texture_worst are redundant, but we can’t say the same for the pair texture_mean and area_se.;[Correlation heatmap]
Variables perimeter_mean and perimeter_worst are redundant, but we can’t say the same for the pair symmetry_se and texture_worst.;[Correlation heatmap]
Variables symmetry_se and radius_worst are redundant, but we can’t say the same for the pair texture_mean and perimeter_mean.;[Correlation heatmap]
Variables texture_mean and texture_se are redundant, but we can’t say the same for the pair area_se and smoothness_se.;[Correlation heatmap]
Variables perimeter_se and area_se are redundant, but we can’t say the same for the pair texture_se and texture_worst.;[Correlation heatmap]
Variables symmetry_se and radius_worst are redundant, but we can’t say the same for the pair perimeter_se and area_se.;[Correlation heatmap]
Variables symmetry_se and texture_worst are redundant, but we can’t say the same for the pair area_se and perimeter_worst.;[Correlation heatmap]
Variables texture_se and radius_worst are redundant, but we can’t say the same for the pair texture_mean and area_se.;[Correlation heatmap]
Variables perimeter_mean and area_se are redundant, but we can’t say the same for the pair perimeter_se and smoothness_se.;[Correlation heatmap]
Variables perimeter_se and area_se are redundant, but we can’t say the same for the pair perimeter_mean and symmetry_se.;[Correlation heatmap]
Variables area_se and smoothness_se are redundant, but we can’t say the same for the pair texture_mean and perimeter_worst.;[Correlation heatmap]
Variables texture_mean and perimeter_mean are redundant, but we can’t say the same for the pair smoothness_se and symmetry_se.;[Correlation heatmap]
Variables smoothness_se and symmetry_se are redundant, but we can’t say the same for the pair perimeter_se and perimeter_worst.;[Correlation heatmap]
Variables symmetry_se and texture_worst are redundant, but we can’t say the same for the pair texture_se and perimeter_se.;[Correlation heatmap]
Variables perimeter_mean and perimeter_se are redundant, but we can’t say the same for the pair texture_se and area_se.;[Correlation heatmap]
Variables smoothness_se and radius_worst are redundant, but we can’t say the same for the pair perimeter_mean and texture_worst.;[Correlation heatmap]
Variables area_se and symmetry_se are redundant, but we can’t say the same for the pair texture_mean and smoothness_se.;[Correlation heatmap]
Variables texture_mean and symmetry_se are redundant, but we can’t say the same for the pair radius_worst and perimeter_worst.;[Correlation heatmap]
Variables texture_se and symmetry_se are redundant, but we can’t say the same for the pair perimeter_se and smoothness_se.;[Correlation heatmap]
