Question;Charts
The variable Gender can be seen as ordinal.;[Scatter-plots,All_Histograms]
The variable Geography can be seen as ordinal.;[Scatter-plots,All_Histograms]
The variable CreditScore can be seen as ordinal.;[Scatter-plots,All_Histograms]
The variable EstimatedSalary can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable IsActiveMember can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable HasCrCard can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable NumOfProducts can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable Balance can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable Tenure can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable Age can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable Gender can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable Geography can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable CreditScore can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
Variable EstimatedSalary is balanced.;[Histograms,Boxplots]
Variable NumOfProducts is balanced.;[Histograms,Boxplots]
Variable Balance is balanced.;[Histograms,Boxplots]
Variable Tenure is balanced.;[Histograms,Boxplots]
Variable Age is balanced.;[Histograms,Boxplots]
Variable CreditScore is balanced.;[Histograms,Boxplots]
Those boxplots show that the data is not normalized.;[Boxplot global,Single boxplots]
It is clear that variable NumOfProducts shows some outliers, but we can’t be sure of the same for variable EstimatedSalary.;[Boxplots,Histograms]
It is clear that variable Balance shows some outliers, but we can’t be sure of the same for variable EstimatedSalary.;[Boxplots,Histograms]
It is clear that variable Tenure shows some outliers, but we can’t be sure of the same for variable EstimatedSalary.;[Boxplots,Histograms]
It is clear that variable Age shows some outliers, but we can’t be sure of the same for variable EstimatedSalary.;[Boxplots,Histograms]
It is clear that variable CreditScore shows some outliers, but we can’t be sure of the same for variable EstimatedSalary.;[Boxplots,Histograms]
It is clear that variable EstimatedSalary shows some outliers, but we can’t be sure of the same for variable NumOfProducts.;[Boxplots,Histograms]
It is clear that variable Balance shows some outliers, but we can’t be sure of the same for variable NumOfProducts.;[Boxplots,Histograms]
It is clear that variable Tenure shows some outliers, but we can’t be sure of the same for variable NumOfProducts.;[Boxplots,Histograms]
It is clear that variable Age shows some outliers, but we can’t be sure of the same for variable NumOfProducts.;[Boxplots,Histograms]
It is clear that variable CreditScore shows some outliers, but we can’t be sure of the same for variable NumOfProducts.;[Boxplots,Histograms]
It is clear that variable EstimatedSalary shows some outliers, but we can’t be sure of the same for variable Balance.;[Boxplots,Histograms]
It is clear that variable NumOfProducts shows some outliers, but we can’t be sure of the same for variable Balance.;[Boxplots,Histograms]
It is clear that variable Tenure shows some outliers, but we can’t be sure of the same for variable Balance.;[Boxplots,Histograms]
It is clear that variable Age shows some outliers, but we can’t be sure of the same for variable Balance.;[Boxplots,Histograms]
It is clear that variable CreditScore shows some outliers, but we can’t be sure of the same for variable Balance.;[Boxplots,Histograms]
It is clear that variable EstimatedSalary shows some outliers, but we can’t be sure of the same for variable Tenure.;[Boxplots,Histograms]
It is clear that variable NumOfProducts shows some outliers, but we can’t be sure of the same for variable Tenure.;[Boxplots,Histograms]
It is clear that variable Balance shows some outliers, but we can’t be sure of the same for variable Tenure.;[Boxplots,Histograms]
It is clear that variable Age shows some outliers, but we can’t be sure of the same for variable Tenure.;[Boxplots,Histograms]
It is clear that variable CreditScore shows some outliers, but we can’t be sure of the same for variable Tenure.;[Boxplots,Histograms]
It is clear that variable EstimatedSalary shows some outliers, but we can’t be sure of the same for variable Age.;[Boxplots,Histograms]
It is clear that variable NumOfProducts shows some outliers, but we can’t be sure of the same for variable Age.;[Boxplots,Histograms]
It is clear that variable Balance shows some outliers, but we can’t be sure of the same for variable Age.;[Boxplots,Histograms]
It is clear that variable Tenure shows some outliers, but we can’t be sure of the same for variable Age.;[Boxplots,Histograms]
It is clear that variable CreditScore shows some outliers, but we can’t be sure of the same for variable Age.;[Boxplots,Histograms]
It is clear that variable EstimatedSalary shows some outliers, but we can’t be sure of the same for variable CreditScore.;[Boxplots,Histograms]
It is clear that variable NumOfProducts shows some outliers, but we can’t be sure of the same for variable CreditScore.;[Boxplots,Histograms]
It is clear that variable Balance shows some outliers, but we can’t be sure of the same for variable CreditScore.;[Boxplots,Histograms]
It is clear that variable Tenure shows some outliers, but we can’t be sure of the same for variable CreditScore.;[Boxplots,Histograms]
It is clear that variable Age shows some outliers, but we can’t be sure of the same for variable CreditScore.;[Boxplots,Histograms]
Outliers seem to be a problem in the dataset.;[Boxplots,Histograms]
Variable EstimatedSalary shows a high number of outlier values.;[Boxplots,Histograms]
Variable NumOfProducts shows a high number of outlier values.;[Boxplots,Histograms]
Variable Balance shows a high number of outlier values.;[Boxplots,Histograms]
Variable Tenure shows a high number of outlier values.;[Boxplots,Histograms]
Variable Age shows a high number of outlier values.;[Boxplots,Histograms]
Variable CreditScore shows a high number of outlier values.;[Boxplots,Histograms]
Variable EstimatedSalary shows some outlier values.;[Boxplots,Histograms]
Variable NumOfProducts shows some outlier values.;[Boxplots,Histograms]
Variable Balance shows some outlier values.;[Boxplots,Histograms]
Variable Tenure shows some outlier values.;[Boxplots,Histograms]
Variable Age shows some outlier values.;[Boxplots,Histograms]
Variable CreditScore shows some outlier values.;[Boxplots,Histograms]
Variable EstimatedSalary doesn’t have any outliers.;[Boxplots,Histograms]
Variable NumOfProducts doesn’t have any outliers.;[Boxplots,Histograms]
Variable Balance doesn’t have any outliers.;[Boxplots,Histograms]
Variable Tenure doesn’t have any outliers.;[Boxplots,Histograms]
Variable Age doesn’t have any outliers.;[Boxplots,Histograms]
Variable CreditScore doesn’t have any outliers.;[Boxplots,Histograms]
Variable EstimatedSalary presents some outliers.;[Boxplots,Histograms]
Variable NumOfProducts presents some outliers.;[Boxplots,Histograms]
Variable Balance presents some outliers.;[Boxplots,Histograms]
Variable Tenure presents some outliers.;[Boxplots,Histograms]
Variable Age presents some outliers.;[Boxplots,Histograms]
Variable CreditScore presents some outliers.;[Boxplots,Histograms]
At least 85 of the variables present outliers.;[Boxplots,Histograms]
At least 75 of the variables present outliers.;[Boxplots,Histograms]
At least 60 of the variables present outliers.;[Boxplots,Histograms]
At least 50 of the variables present outliers.;[Boxplots,Histograms]
The histograms presented show a large number of outliers for most of the numeric variables.;[Boxplots,Histograms]
The boxplots presented show a large number of outliers for most of the numeric variables.;[Boxplots,Histograms]
The existence of outliers is one of the problems to tackle in this dataset.;[Boxplots,Histograms]
Variable Exited is a false predictor.;[Description]
Variable EstimatedSalary is a false predictor.;[Description]
Variable IsActiveMember is a false predictor.;[Description]
Variable HasCrCard is a false predictor.;[Description]
Variable NumOfProducts is a false predictor.;[Description]
Variable Balance is a false predictor.;[Description]
Variable Tenure is a false predictor.;[Description]
Variable Age is a false predictor.;[Description]
Variable Gender is a false predictor.;[Description]
Variable Geography is a false predictor.;[Description]
Variable CreditScore is a false predictor.;[Description]
One of the variables NumOfProducts or EstimatedSalary can be discarded without losing information.;[Correlation heatmap]
One of the variables Balance or EstimatedSalary can be discarded without losing information.;[Correlation heatmap]
One of the variables Tenure or EstimatedSalary can be discarded without losing information.;[Correlation heatmap]
One of the variables Age or EstimatedSalary can be discarded without losing information.;[Correlation heatmap]
One of the variables CreditScore or EstimatedSalary can be discarded without losing information.;[Correlation heatmap]
One of the variables EstimatedSalary or NumOfProducts can be discarded without losing information.;[Correlation heatmap]
One of the variables Balance or NumOfProducts can be discarded without losing information.;[Correlation heatmap]
One of the variables Tenure or NumOfProducts can be discarded without losing information.;[Correlation heatmap]
One of the variables Age or NumOfProducts can be discarded without losing information.;[Correlation heatmap]
One of the variables CreditScore or NumOfProducts can be discarded without losing information.;[Correlation heatmap]
One of the variables EstimatedSalary or Balance can be discarded without losing information.;[Correlation heatmap]
One of the variables NumOfProducts or Balance can be discarded without losing information.;[Correlation heatmap]
One of the variables Tenure or Balance can be discarded without losing information.;[Correlation heatmap]
One of the variables Age or Balance can be discarded without losing information.;[Correlation heatmap]
One of the variables CreditScore or Balance can be discarded without losing information.;[Correlation heatmap]
One of the variables EstimatedSalary or Tenure can be discarded without losing information.;[Correlation heatmap]
One of the variables NumOfProducts or Tenure can be discarded without losing information.;[Correlation heatmap]
One of the variables Balance or Tenure can be discarded without losing information.;[Correlation heatmap]
One of the variables Age or Tenure can be discarded without losing information.;[Correlation heatmap]
One of the variables CreditScore or Tenure can be discarded without losing information.;[Correlation heatmap]
One of the variables EstimatedSalary or Age can be discarded without losing information.;[Correlation heatmap]
One of the variables NumOfProducts or Age can be discarded without losing information.;[Correlation heatmap]
One of the variables Balance or Age can be discarded without losing information.;[Correlation heatmap]
One of the variables Tenure or Age can be discarded without losing information.;[Correlation heatmap]
One of the variables CreditScore or Age can be discarded without losing information.;[Correlation heatmap]
One of the variables EstimatedSalary or CreditScore can be discarded without losing information.;[Correlation heatmap]
One of the variables NumOfProducts or CreditScore can be discarded without losing information.;[Correlation heatmap]
One of the variables Balance or CreditScore can be discarded without losing information.;[Correlation heatmap]
One of the variables Tenure or CreditScore can be discarded without losing information.;[Correlation heatmap]
One of the variables Age or CreditScore can be discarded without losing information.;[Correlation heatmap]
The variable EstimatedSalary can be discarded without risking losing information.;[Correlation heatmap]
The variable NumOfProducts can be discarded without risking losing information.;[Correlation heatmap]
The variable Balance can be discarded without risking losing information.;[Correlation heatmap]
The variable Tenure can be discarded without risking losing information.;[Correlation heatmap]
The variable Age can be discarded without risking losing information.;[Correlation heatmap]
The variable CreditScore can be discarded without risking losing information.;[Correlation heatmap]
Variables Geography and HasCrCard are redundant, but we can’t say the same for the pair Gender and Age.;[Correlation heatmap]
Variables CreditScore and Tenure are redundant, but we can’t say the same for the pair NumOfProducts and HasCrCard.;[Correlation heatmap]
Variables NumOfProducts and IsActiveMember are redundant, but we can’t say the same for the pair Age and HasCrCard.;[Correlation heatmap]
Variables Gender and IsActiveMember are redundant, but we can’t say the same for the pair Tenure and HasCrCard.;[Correlation heatmap]
Variables HasCrCard and IsActiveMember are redundant, but we can’t say the same for the pair Gender and Age.;[Correlation heatmap]
Variables Age and EstimatedSalary are redundant, but we can’t say the same for the pair CreditScore and Tenure.;[Correlation heatmap]
Variables Age and IsActiveMember are redundant, but we can’t say the same for the pair CreditScore and Balance.;[Correlation heatmap]
Variables Geography and EstimatedSalary are redundant, but we can’t say the same for the pair Age and IsActiveMember.;[Correlation heatmap]
Variables Gender and EstimatedSalary are redundant, but we can’t say the same for the pair HasCrCard and IsActiveMember.;[Correlation heatmap]
Variables Geography and NumOfProducts are redundant, but we can’t say the same for the pair CreditScore and Gender.;[Correlation heatmap]
Variables CreditScore and Geography are redundant, but we can’t say the same for the pair Gender and Tenure.;[Correlation heatmap]
Variables Geography and IsActiveMember are redundant, but we can’t say the same for the pair Gender and Tenure.;[Correlation heatmap]
Variables Gender and Balance are redundant, but we can’t say the same for the pair Geography and HasCrCard.;[Correlation heatmap]
Variables Tenure and Balance are redundant, but we can’t say the same for the pair NumOfProducts and EstimatedSalary.;[Correlation heatmap]
Variables Geography and EstimatedSalary are redundant, but we can’t say the same for the pair Age and HasCrCard.;[Correlation heatmap]
Variables Age and HasCrCard are redundant, but we can’t say the same for the pair CreditScore and Geography.;[Correlation heatmap]
Variables Age and NumOfProducts are redundant, but we can’t say the same for the pair Tenure and Balance.;[Correlation heatmap]
Variables CreditScore and IsActiveMember are redundant, but we can’t say the same for the pair Age and HasCrCard.;[Correlation heatmap]
Variables Geography and EstimatedSalary are redundant, but we can’t say the same for the pair Gender and Tenure.;[Correlation heatmap]
Variables Age and IsActiveMember are redundant, but we can’t say the same for the pair Gender and NumOfProducts.;[Correlation heatmap]
Variables CreditScore and NumOfProducts are redundant, but we can’t say the same for the pair Age and Tenure.;[Correlation heatmap]
Variables NumOfProducts and HasCrCard are redundant, but we can’t say the same for the pair Age and Balance.;[Correlation heatmap]
Variables Geography and Tenure are redundant, but we can’t say the same for the pair NumOfProducts and HasCrCard.;[Correlation heatmap]
Variables CreditScore and IsActiveMember are redundant, but we can’t say the same for the pair Balance and HasCrCard.;[Correlation heatmap]
Variables CreditScore and Gender are redundant, but we can’t say the same for the pair Tenure and NumOfProducts.;[Correlation heatmap]
Variables Tenure and Balance are redundant, but we can’t say the same for the pair CreditScore and Gender.;[Correlation heatmap]
Variables CreditScore and Tenure are redundant, but we can’t say the same for the pair Balance and EstimatedSalary.;[Correlation heatmap]
Variables Gender and HasCrCard are redundant, but we can’t say the same for the pair IsActiveMember and EstimatedSalary.;[Correlation heatmap]
Variables HasCrCard and EstimatedSalary are redundant, but we can’t say the same for the pair Age and Tenure.;[Correlation heatmap]
Variables Gender and NumOfProducts are redundant, but we can’t say the same for the pair Tenure and Balance.;[Correlation heatmap]
Variables Tenure and HasCrCard are redundant, but we can’t say the same for the pair Geography and NumOfProducts.;[Correlation heatmap]
Variables Balance and EstimatedSalary are redundant, but we can’t say the same for the pair Gender and Age.;[Correlation heatmap]
Variables Geography and HasCrCard are redundant, but we can’t say the same for the pair CreditScore and EstimatedSalary.;[Correlation heatmap]
Variables Tenure and Balance are redundant, but we can’t say the same for the pair Gender and NumOfProducts.;[Correlation heatmap]
Variables Gender and Age are redundant, but we can’t say the same for the pair NumOfProducts and EstimatedSalary.;[Correlation heatmap]
Variables Age and NumOfProducts are redundant, but we can’t say the same for the pair Gender and IsActiveMember.;[Correlation heatmap]
Variables Gender and Age are redundant, but we can’t say the same for the pair Balance and NumOfProducts.;[Correlation heatmap]
Variables CreditScore and Age are redundant, but we can’t say the same for the pair IsActiveMember and EstimatedSalary.;[Correlation heatmap]
Variables Age and NumOfProducts are redundant, but we can’t say the same for the pair Gender and Tenure.;[Correlation heatmap]
Variables Gender and NumOfProducts are redundant, but we can’t say the same for the pair Age and EstimatedSalary.;[Correlation heatmap]
Variables Geography and NumOfProducts are redundant, but we can’t say the same for the pair CreditScore and Age.;[Correlation heatmap]
Variables Geography and IsActiveMember are redundant, but we can’t say the same for the pair HasCrCard and EstimatedSalary.;[Correlation heatmap]
Variables Tenure and NumOfProducts are redundant, but we can’t say the same for the pair CreditScore and Geography.;[Correlation heatmap]
Variables Age and IsActiveMember are redundant, but we can’t say the same for the pair Geography and HasCrCard.;[Correlation heatmap]
Variables Geography and IsActiveMember are redundant, but we can’t say the same for the pair Gender and EstimatedSalary.;[Correlation heatmap]
Variables NumOfProducts and HasCrCard are redundant, but we can’t say the same for the pair Tenure and Balance.;[Correlation heatmap]
Variables Geography and Balance are redundant, but we can’t say the same for the pair CreditScore and Tenure.;[Correlation heatmap]
Variables Gender and IsActiveMember are redundant, but we can’t say the same for the pair Geography and EstimatedSalary.;[Correlation heatmap]
Variables Tenure and Balance are redundant, but we can’t say the same for the pair CreditScore and Geography.;[Correlation heatmap]
Variables HasCrCard and IsActiveMember are redundant, but we can’t say the same for the pair Geography and Age.;[Correlation heatmap]
Variables NumOfProducts and IsActiveMember are redundant, but we can’t say the same for the pair Age and EstimatedSalary.;[Correlation heatmap]
Variables Geography and NumOfProducts are redundant, but we can’t say the same for the pair CreditScore and Balance.;[Correlation heatmap]
Variables Geography and IsActiveMember are redundant, but we can’t say the same for the pair Balance and HasCrCard.;[Correlation heatmap]
Variables Tenure and HasCrCard are redundant, but we can’t say the same for the pair Geography and Gender.;[Correlation heatmap]
Variables Geography and HasCrCard are redundant, but we can’t say the same for the pair Tenure and NumOfProducts.;[Correlation heatmap]
Variables Balance and NumOfProducts are redundant, but we can’t say the same for the pair HasCrCard and EstimatedSalary.;[Correlation heatmap]
Variables Gender and Balance are redundant, but we can’t say the same for the pair NumOfProducts and EstimatedSalary.;[Correlation heatmap]
Variables Gender and NumOfProducts are redundant, but we can’t say the same for the pair CreditScore and HasCrCard.;[Correlation heatmap]
Variables Gender and EstimatedSalary are redundant, but we can’t say the same for the pair Age and NumOfProducts.;[Correlation heatmap]
Variables CreditScore and Balance are redundant, but we can’t say the same for the pair NumOfProducts and IsActiveMember.;[Correlation heatmap]
Variables Age and IsActiveMember are redundant, but we can’t say the same for the pair NumOfProducts and HasCrCard.;[Correlation heatmap]
Variables Balance and HasCrCard are redundant, but we can’t say the same for the pair Gender and EstimatedSalary.;[Correlation heatmap]
Variables Geography and Age are redundant, but we can’t say the same for the pair NumOfProducts and HasCrCard.;[Correlation heatmap]
Variables Balance and EstimatedSalary are redundant, but we can’t say the same for the pair Geography and NumOfProducts.;[Correlation heatmap]
Variables CreditScore and NumOfProducts are redundant, but we can’t say the same for the pair Tenure and HasCrCard.;[Correlation heatmap]
Variables CreditScore and Tenure are redundant, but we can’t say the same for the pair Age and Balance.;[Correlation heatmap]
Variables NumOfProducts and HasCrCard are redundant, but we can’t say the same for the pair Tenure and EstimatedSalary.;[Correlation heatmap]
Variables Geography and Balance are redundant, but we can’t say the same for the pair NumOfProducts and EstimatedSalary.;[Correlation heatmap]
Variables NumOfProducts and IsActiveMember are redundant, but we can’t say the same for the pair Gender and Age.;[Correlation heatmap]
Variables Tenure and EstimatedSalary are redundant, but we can’t say the same for the pair Gender and Age.;[Correlation heatmap]
Variables Geography and IsActiveMember are redundant, but we can’t say the same for the pair Tenure and EstimatedSalary.;[Correlation heatmap]
Variables Tenure and EstimatedSalary are redundant, but we can’t say the same for the pair Age and NumOfProducts.;[Correlation heatmap]
Variables Gender and Balance are redundant, but we can’t say the same for the pair NumOfProducts and HasCrCard.;[Correlation heatmap]
Variables CreditScore and Geography are redundant, but we can’t say the same for the pair Gender and NumOfProducts.;[Correlation heatmap]
Variables CreditScore and Tenure are redundant, but we can’t say the same for the pair Geography and Gender.;[Correlation heatmap]
Variables CreditScore and Tenure are redundant, but we can’t say the same for the pair Gender and NumOfProducts.;[Correlation heatmap]
Variables Geography and HasCrCard are redundant, but we can’t say the same for the pair CreditScore and Gender.;[Correlation heatmap]
Variables CreditScore and HasCrCard are redundant, but we can’t say the same for the pair Gender and NumOfProducts.;[Correlation heatmap]
Variables Age and EstimatedSalary are redundant, but we can’t say the same for the pair Gender and Balance.;[Correlation heatmap]
Variables Age and IsActiveMember are redundant, but we can’t say the same for the pair Balance and HasCrCard.;[Correlation heatmap]
Variables CreditScore and Gender are redundant, but we can’t say the same for the pair NumOfProducts and HasCrCard.;[Correlation heatmap]
Variables Geography and Age are redundant, but we can’t say the same for the pair HasCrCard and IsActiveMember.;[Correlation heatmap]
Variables Balance and NumOfProducts are redundant, but we can’t say the same for the pair Gender and Age.;[Correlation heatmap]
Variables Gender and Age are redundant, but we can’t say the same for the pair Geography and HasCrCard.;[Correlation heatmap]
Variables NumOfProducts and HasCrCard are redundant, but we can’t say the same for the pair Age and IsActiveMember.;[Correlation heatmap]
Variables Gender and NumOfProducts are redundant, but we can’t say the same for the pair Tenure and EstimatedSalary.;[Correlation heatmap]
Variables Gender and HasCrCard are redundant, but we can’t say the same for the pair Geography and EstimatedSalary.;[Correlation heatmap]
Variables Geography and Age are redundant, but we can’t say the same for the pair Balance and HasCrCard.;[Correlation heatmap]
Variables CreditScore and HasCrCard are redundant, but we can’t say the same for the pair Age and Balance.;[Correlation heatmap]
Variables NumOfProducts and EstimatedSalary are redundant, but we can’t say the same for the pair CreditScore and Gender.;[Correlation heatmap]
Variables Gender and HasCrCard are redundant, but we can’t say the same for the pair CreditScore and EstimatedSalary.;[Correlation heatmap]
Variables Gender and Tenure are redundant, but we can’t say the same for the pair CreditScore and Geography.;[Correlation heatmap]
Variables CreditScore and Balance are redundant, but we can’t say the same for the pair HasCrCard and EstimatedSalary.;[Correlation heatmap]
Variables Geography and NumOfProducts are redundant, but we can’t say the same for the pair Gender and Age.;[Correlation heatmap]
Variables Gender and Age are redundant, but we can’t say the same for the pair Tenure and Balance.;[Correlation heatmap]
Variables Geography and NumOfProducts are redundant, but we can’t say the same for the pair Age and Tenure.;[Correlation heatmap]
Variables CreditScore and Tenure are redundant, but we can’t say the same for the pair Age and IsActiveMember.;[Correlation heatmap]
Variables Tenure and NumOfProducts are redundant, but we can’t say the same for the pair Balance and HasCrCard.;[Correlation heatmap]
Variables Geography and NumOfProducts are redundant, but we can’t say the same for the pair CreditScore and IsActiveMember.;[Correlation heatmap]
Variables Tenure and EstimatedSalary are redundant, but we can’t say the same for the pair Geography and NumOfProducts.;[Correlation heatmap]
Variables Tenure and NumOfProducts are redundant, but we can’t say the same for the pair HasCrCard and EstimatedSalary.;[Correlation heatmap]
Variables HasCrCard and EstimatedSalary are redundant, but we can’t say the same for the pair Geography and IsActiveMember.;[Correlation heatmap]
Variables Geography and NumOfProducts are redundant, but we can’t say the same for the pair Balance and EstimatedSalary.;[Correlation heatmap]
Variables Gender and Balance are redundant, but we can’t say the same for the pair CreditScore and Tenure.;[Correlation heatmap]
Variables Age and EstimatedSalary are redundant, but we can’t say the same for the pair CreditScore and Geography.;[Correlation heatmap]
Variables Geography and Balance are redundant, but we can’t say the same for the pair CreditScore and Gender.;[Correlation heatmap]
Variables Balance and EstimatedSalary are redundant, but we can’t say the same for the pair Age and NumOfProducts.;[Correlation heatmap]
Variables Geography and NumOfProducts are redundant, but we can’t say the same for the pair Gender and Tenure.;[Correlation heatmap]
Variables Balance and NumOfProducts are redundant, but we can’t say the same for the pair HasCrCard and IsActiveMember.;[Correlation heatmap]
Variables Gender and Tenure are redundant, but we can’t say the same for the pair Balance and HasCrCard.;[Correlation heatmap]
Variables Age and Tenure are redundant, but we can’t say the same for the pair Balance and HasCrCard.;[Correlation heatmap]
Variables Gender and EstimatedSalary are redundant, but we can’t say the same for the pair Tenure and HasCrCard.;[Correlation heatmap]
Variables Age and NumOfProducts are redundant, but we can’t say the same for the pair Gender and Balance.;[Correlation heatmap]
Variables Gender and EstimatedSalary are redundant, but we can’t say the same for the pair Geography and HasCrCard.;[Correlation heatmap]
Variables Age and Tenure are redundant, but we can’t say the same for the pair CreditScore and Balance.;[Correlation heatmap]
Variables Geography and IsActiveMember are redundant, but we can’t say the same for the pair Balance and NumOfProducts.;[Correlation heatmap]
Variables Geography and HasCrCard are redundant, but we can’t say the same for the pair NumOfProducts and IsActiveMember.;[Correlation heatmap]
Variables CreditScore and Age are redundant, but we can’t say the same for the pair Tenure and Balance.;[Correlation heatmap]
Variables Geography and Balance are redundant, but we can’t say the same for the pair Tenure and EstimatedSalary.;[Correlation heatmap]
Variables Balance and IsActiveMember are redundant, but we can’t say the same for the pair CreditScore and Geography.;[Correlation heatmap]
Variables Gender and Age are redundant, but we can’t say the same for the pair Tenure and HasCrCard.;[Correlation heatmap]
Variables Geography and HasCrCard are redundant, but we can’t say the same for the pair Balance and EstimatedSalary.;[Correlation heatmap]
Variables Geography and NumOfProducts are redundant, but we can’t say the same for the pair Age and HasCrCard.;[Correlation heatmap]
Variables Gender and IsActiveMember are redundant, but we can’t say the same for the pair Geography and Balance.;[Correlation heatmap]
Variables Gender and Age are redundant, but we can’t say the same for the pair Geography and Tenure.;[Correlation heatmap]
Variables Gender and Age are redundant, but we can’t say the same for the pair NumOfProducts and HasCrCard.;[Correlation heatmap]
Variables Gender and EstimatedSalary are redundant, but we can’t say the same for the pair CreditScore and HasCrCard.;[Correlation heatmap]
Variables Geography and Gender are redundant, but we can’t say the same for the pair CreditScore and HasCrCard.;[Correlation heatmap]
Variables Tenure and Balance are redundant, but we can’t say the same for the pair Geography and NumOfProducts.;[Correlation heatmap]
Variables Age and IsActiveMember are redundant, but we can’t say the same for the pair CreditScore and HasCrCard.;[Correlation heatmap]
Variables NumOfProducts and IsActiveMember are redundant, but we can’t say the same for the pair Geography and Gender.;[Correlation heatmap]
Variables Balance and EstimatedSalary are redundant, but we can’t say the same for the pair CreditScore and NumOfProducts.;[Correlation heatmap]
Variables HasCrCard and IsActiveMember are redundant, but we can’t say the same for the pair Gender and Tenure.;[Correlation heatmap]
Variables CreditScore and Geography are redundant, but we can’t say the same for the pair Age and NumOfProducts.;[Correlation heatmap]
Variables Geography and Tenure are redundant, but we can’t say the same for the pair Gender and Age.;[Correlation heatmap]
Variables CreditScore and Gender are redundant, but we can’t say the same for the pair Geography and EstimatedSalary.;[Correlation heatmap]
Variables Tenure and IsActiveMember are redundant, but we can’t say the same for the pair Gender and NumOfProducts.;[Correlation heatmap]
Variables CreditScore and EstimatedSalary are redundant, but we can’t say the same for the pair Geography and Gender.;[Correlation heatmap]
Variables Age and HasCrCard are redundant, but we can’t say the same for the pair Geography and NumOfProducts.;[Correlation heatmap]
Variables Balance and HasCrCard are redundant, but we can’t say the same for the pair Age and Tenure.;[Correlation heatmap]
Variables Age and NumOfProducts are redundant, but we can’t say the same for the pair CreditScore and Gender.;[Correlation heatmap]
Variables HasCrCard and EstimatedSalary are redundant, but we can’t say the same for the pair CreditScore and IsActiveMember.;[Correlation heatmap]
Variables Balance and IsActiveMember are redundant, but we can’t say the same for the pair CreditScore and Tenure.;[Correlation heatmap]
Variables Gender and HasCrCard are redundant, but we can’t say the same for the pair Age and IsActiveMember.;[Correlation heatmap]
Variables Age and Balance are redundant, but we can’t say the same for the pair Tenure and NumOfProducts.;[Correlation heatmap]
Variables CreditScore and EstimatedSalary are redundant, but we can’t say the same for the pair NumOfProducts and HasCrCard.;[Correlation heatmap]
