Question;Charts
The variable Flavanoids can be seen as ordinal.;[Scatter-plots,All_Histograms]
The variable Total phenols can be seen as ordinal.;[Scatter-plots,All_Histograms]
The variable Alcalinity of ash can be seen as ordinal.;[Scatter-plots,All_Histograms]
The variable Ash can be seen as ordinal.;[Scatter-plots,All_Histograms]
The variable Malic acid can be seen as ordinal.;[Scatter-plots,All_Histograms]
The variable Alcohol can be seen as ordinal.;[Scatter-plots,All_Histograms]
The variable OD280-OD315 of diluted wines can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable Hue can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable Color intensity can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable Proanthocyanins can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable Nonflavanoid phenols can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable Flavanoids can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable Total phenols can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable Alcalinity of ash can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable Ash can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable Malic acid can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable Alcohol can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
Variable OD280-OD315 of diluted wines is balanced.;[Histograms,Boxplots]
Variable Hue is balanced.;[Histograms,Boxplots]
Variable Color intensity is balanced.;[Histograms,Boxplots]
Variable Proanthocyanins is balanced.;[Histograms,Boxplots]
Variable Nonflavanoid phenols is balanced.;[Histograms,Boxplots]
Variable Flavanoids is balanced.;[Histograms,Boxplots]
Variable Total phenols is balanced.;[Histograms,Boxplots]
Variable Alcalinity of ash is balanced.;[Histograms,Boxplots]
Variable Ash is balanced.;[Histograms,Boxplots]
Variable Malic acid is balanced.;[Histograms,Boxplots]
Variable Alcohol is balanced.;[Histograms,Boxplots]
Variable Class is balanced.;[Histograms,Boxplots]
Those boxplots show that the data is not normalized.;[Boxplot global,Single boxplots]
It is clear that variable Hue shows some outliers, but we can’t be sure of the same for variable OD280-OD315 of diluted wines.;[Boxplots,Histograms]
It is clear that variable Color intensity shows some outliers, but we can’t be sure of the same for variable OD280-OD315 of diluted wines.;[Boxplots,Histograms]
It is clear that variable Proanthocyanins shows some outliers, but we can’t be sure of the same for variable OD280-OD315 of diluted wines.;[Boxplots,Histograms]
It is clear that variable Nonflavanoid phenols shows some outliers, but we can’t be sure of the same for variable OD280-OD315 of diluted wines.;[Boxplots,Histograms]
It is clear that variable Flavanoids shows some outliers, but we can’t be sure of the same for variable OD280-OD315 of diluted wines.;[Boxplots,Histograms]
It is clear that variable Total phenols shows some outliers, but we can’t be sure of the same for variable OD280-OD315 of diluted wines.;[Boxplots,Histograms]
It is clear that variable Alcalinity of ash shows some outliers, but we can’t be sure of the same for variable OD280-OD315 of diluted wines.;[Boxplots,Histograms]
It is clear that variable Ash shows some outliers, but we can’t be sure of the same for variable OD280-OD315 of diluted wines.;[Boxplots,Histograms]
It is clear that variable Malic acid shows some outliers, but we can’t be sure of the same for variable OD280-OD315 of diluted wines.;[Boxplots,Histograms]
It is clear that variable Alcohol shows some outliers, but we can’t be sure of the same for variable OD280-OD315 of diluted wines.;[Boxplots,Histograms]
It is clear that variable Class shows some outliers, but we can’t be sure of the same for variable OD280-OD315 of diluted wines.;[Boxplots,Histograms]
It is clear that variable OD280-OD315 of diluted wines shows some outliers, but we can’t be sure of the same for variable Hue.;[Boxplots,Histograms]
It is clear that variable Color intensity shows some outliers, but we can’t be sure of the same for variable Hue.;[Boxplots,Histograms]
It is clear that variable Proanthocyanins shows some outliers, but we can’t be sure of the same for variable Hue.;[Boxplots,Histograms]
It is clear that variable Nonflavanoid phenols shows some outliers, but we can’t be sure of the same for variable Hue.;[Boxplots,Histograms]
It is clear that variable Flavanoids shows some outliers, but we can’t be sure of the same for variable Hue.;[Boxplots,Histograms]
It is clear that variable Total phenols shows some outliers, but we can’t be sure of the same for variable Hue.;[Boxplots,Histograms]
It is clear that variable Alcalinity of ash shows some outliers, but we can’t be sure of the same for variable Hue.;[Boxplots,Histograms]
It is clear that variable Ash shows some outliers, but we can’t be sure of the same for variable Hue.;[Boxplots,Histograms]
It is clear that variable Malic acid shows some outliers, but we can’t be sure of the same for variable Hue.;[Boxplots,Histograms]
It is clear that variable Alcohol shows some outliers, but we can’t be sure of the same for variable Hue.;[Boxplots,Histograms]
It is clear that variable Class shows some outliers, but we can’t be sure of the same for variable Hue.;[Boxplots,Histograms]
It is clear that variable OD280-OD315 of diluted wines shows some outliers, but we can’t be sure of the same for variable Color intensity.;[Boxplots,Histograms]
It is clear that variable Hue shows some outliers, but we can’t be sure of the same for variable Color intensity.;[Boxplots,Histograms]
It is clear that variable Proanthocyanins shows some outliers, but we can’t be sure of the same for variable Color intensity.;[Boxplots,Histograms]
It is clear that variable Nonflavanoid phenols shows some outliers, but we can’t be sure of the same for variable Color intensity.;[Boxplots,Histograms]
It is clear that variable Flavanoids shows some outliers, but we can’t be sure of the same for variable Color intensity.;[Boxplots,Histograms]
It is clear that variable Total phenols shows some outliers, but we can’t be sure of the same for variable Color intensity.;[Boxplots,Histograms]
It is clear that variable Alcalinity of ash shows some outliers, but we can’t be sure of the same for variable Color intensity.;[Boxplots,Histograms]
It is clear that variable Ash shows some outliers, but we can’t be sure of the same for variable Color intensity.;[Boxplots,Histograms]
It is clear that variable Malic acid shows some outliers, but we can’t be sure of the same for variable Color intensity.;[Boxplots,Histograms]
It is clear that variable Alcohol shows some outliers, but we can’t be sure of the same for variable Color intensity.;[Boxplots,Histograms]
It is clear that variable Class shows some outliers, but we can’t be sure of the same for variable Color intensity.;[Boxplots,Histograms]
It is clear that variable OD280-OD315 of diluted wines shows some outliers, but we can’t be sure of the same for variable Proanthocyanins.;[Boxplots,Histograms]
It is clear that variable Hue shows some outliers, but we can’t be sure of the same for variable Proanthocyanins.;[Boxplots,Histograms]
It is clear that variable Color intensity shows some outliers, but we can’t be sure of the same for variable Proanthocyanins.;[Boxplots,Histograms]
It is clear that variable Nonflavanoid phenols shows some outliers, but we can’t be sure of the same for variable Proanthocyanins.;[Boxplots,Histograms]
It is clear that variable Flavanoids shows some outliers, but we can’t be sure of the same for variable Proanthocyanins.;[Boxplots,Histograms]
It is clear that variable Total phenols shows some outliers, but we can’t be sure of the same for variable Proanthocyanins.;[Boxplots,Histograms]
It is clear that variable Alcalinity of ash shows some outliers, but we can’t be sure of the same for variable Proanthocyanins.;[Boxplots,Histograms]
It is clear that variable Ash shows some outliers, but we can’t be sure of the same for variable Proanthocyanins.;[Boxplots,Histograms]
It is clear that variable Malic acid shows some outliers, but we can’t be sure of the same for variable Proanthocyanins.;[Boxplots,Histograms]
It is clear that variable Alcohol shows some outliers, but we can’t be sure of the same for variable Proanthocyanins.;[Boxplots,Histograms]
It is clear that variable Class shows some outliers, but we can’t be sure of the same for variable Proanthocyanins.;[Boxplots,Histograms]
It is clear that variable OD280-OD315 of diluted wines shows some outliers, but we can’t be sure of the same for variable Nonflavanoid phenols.;[Boxplots,Histograms]
It is clear that variable Hue shows some outliers, but we can’t be sure of the same for variable Nonflavanoid phenols.;[Boxplots,Histograms]
It is clear that variable Color intensity shows some outliers, but we can’t be sure of the same for variable Nonflavanoid phenols.;[Boxplots,Histograms]
It is clear that variable Proanthocyanins shows some outliers, but we can’t be sure of the same for variable Nonflavanoid phenols.;[Boxplots,Histograms]
It is clear that variable Flavanoids shows some outliers, but we can’t be sure of the same for variable Nonflavanoid phenols.;[Boxplots,Histograms]
It is clear that variable Total phenols shows some outliers, but we can’t be sure of the same for variable Nonflavanoid phenols.;[Boxplots,Histograms]
It is clear that variable Alcalinity of ash shows some outliers, but we can’t be sure of the same for variable Nonflavanoid phenols.;[Boxplots,Histograms]
It is clear that variable Ash shows some outliers, but we can’t be sure of the same for variable Nonflavanoid phenols.;[Boxplots,Histograms]
It is clear that variable Malic acid shows some outliers, but we can’t be sure of the same for variable Nonflavanoid phenols.;[Boxplots,Histograms]
It is clear that variable Alcohol shows some outliers, but we can’t be sure of the same for variable Nonflavanoid phenols.;[Boxplots,Histograms]
It is clear that variable Class shows some outliers, but we can’t be sure of the same for variable Nonflavanoid phenols.;[Boxplots,Histograms]
It is clear that variable OD280-OD315 of diluted wines shows some outliers, but we can’t be sure of the same for variable Flavanoids.;[Boxplots,Histograms]
It is clear that variable Hue shows some outliers, but we can’t be sure of the same for variable Flavanoids.;[Boxplots,Histograms]
It is clear that variable Color intensity shows some outliers, but we can’t be sure of the same for variable Flavanoids.;[Boxplots,Histograms]
It is clear that variable Proanthocyanins shows some outliers, but we can’t be sure of the same for variable Flavanoids.;[Boxplots,Histograms]
It is clear that variable Nonflavanoid phenols shows some outliers, but we can’t be sure of the same for variable Flavanoids.;[Boxplots,Histograms]
It is clear that variable Total phenols shows some outliers, but we can’t be sure of the same for variable Flavanoids.;[Boxplots,Histograms]
It is clear that variable Alcalinity of ash shows some outliers, but we can’t be sure of the same for variable Flavanoids.;[Boxplots,Histograms]
It is clear that variable Ash shows some outliers, but we can’t be sure of the same for variable Flavanoids.;[Boxplots,Histograms]
It is clear that variable Malic acid shows some outliers, but we can’t be sure of the same for variable Flavanoids.;[Boxplots,Histograms]
It is clear that variable Alcohol shows some outliers, but we can’t be sure of the same for variable Flavanoids.;[Boxplots,Histograms]
It is clear that variable Class shows some outliers, but we can’t be sure of the same for variable Flavanoids.;[Boxplots,Histograms]
It is clear that variable OD280-OD315 of diluted wines shows some outliers, but we can’t be sure of the same for variable Total phenols.;[Boxplots,Histograms]
It is clear that variable Hue shows some outliers, but we can’t be sure of the same for variable Total phenols.;[Boxplots,Histograms]
It is clear that variable Color intensity shows some outliers, but we can’t be sure of the same for variable Total phenols.;[Boxplots,Histograms]
It is clear that variable Proanthocyanins shows some outliers, but we can’t be sure of the same for variable Total phenols.;[Boxplots,Histograms]
It is clear that variable Nonflavanoid phenols shows some outliers, but we can’t be sure of the same for variable Total phenols.;[Boxplots,Histograms]
It is clear that variable Flavanoids shows some outliers, but we can’t be sure of the same for variable Total phenols.;[Boxplots,Histograms]
It is clear that variable Alcalinity of ash shows some outliers, but we can’t be sure of the same for variable Total phenols.;[Boxplots,Histograms]
It is clear that variable Ash shows some outliers, but we can’t be sure of the same for variable Total phenols.;[Boxplots,Histograms]
It is clear that variable Malic acid shows some outliers, but we can’t be sure of the same for variable Total phenols.;[Boxplots,Histograms]
It is clear that variable Alcohol shows some outliers, but we can’t be sure of the same for variable Total phenols.;[Boxplots,Histograms]
It is clear that variable Class shows some outliers, but we can’t be sure of the same for variable Total phenols.;[Boxplots,Histograms]
It is clear that variable OD280-OD315 of diluted wines shows some outliers, but we can’t be sure of the same for variable Alcalinity of ash.;[Boxplots,Histograms]
It is clear that variable Hue shows some outliers, but we can’t be sure of the same for variable Alcalinity of ash.;[Boxplots,Histograms]
It is clear that variable Color intensity shows some outliers, but we can’t be sure of the same for variable Alcalinity of ash.;[Boxplots,Histograms]
It is clear that variable Proanthocyanins shows some outliers, but we can’t be sure of the same for variable Alcalinity of ash.;[Boxplots,Histograms]
It is clear that variable Nonflavanoid phenols shows some outliers, but we can’t be sure of the same for variable Alcalinity of ash.;[Boxplots,Histograms]
It is clear that variable Flavanoids shows some outliers, but we can’t be sure of the same for variable Alcalinity of ash.;[Boxplots,Histograms]
It is clear that variable Total phenols shows some outliers, but we can’t be sure of the same for variable Alcalinity of ash.;[Boxplots,Histograms]
It is clear that variable Ash shows some outliers, but we can’t be sure of the same for variable Alcalinity of ash.;[Boxplots,Histograms]
It is clear that variable Malic acid shows some outliers, but we can’t be sure of the same for variable Alcalinity of ash.;[Boxplots,Histograms]
It is clear that variable Alcohol shows some outliers, but we can’t be sure of the same for variable Alcalinity of ash.;[Boxplots,Histograms]
It is clear that variable Class shows some outliers, but we can’t be sure of the same for variable Alcalinity of ash.;[Boxplots,Histograms]
It is clear that variable OD280-OD315 of diluted wines shows some outliers, but we can’t be sure of the same for variable Ash.;[Boxplots,Histograms]
It is clear that variable Hue shows some outliers, but we can’t be sure of the same for variable Ash.;[Boxplots,Histograms]
It is clear that variable Color intensity shows some outliers, but we can’t be sure of the same for variable Ash.;[Boxplots,Histograms]
It is clear that variable Proanthocyanins shows some outliers, but we can’t be sure of the same for variable Ash.;[Boxplots,Histograms]
It is clear that variable Nonflavanoid phenols shows some outliers, but we can’t be sure of the same for variable Ash.;[Boxplots,Histograms]
It is clear that variable Flavanoids shows some outliers, but we can’t be sure of the same for variable Ash.;[Boxplots,Histograms]
It is clear that variable Total phenols shows some outliers, but we can’t be sure of the same for variable Ash.;[Boxplots,Histograms]
It is clear that variable Alcalinity of ash shows some outliers, but we can’t be sure of the same for variable Ash.;[Boxplots,Histograms]
It is clear that variable Malic acid shows some outliers, but we can’t be sure of the same for variable Ash.;[Boxplots,Histograms]
It is clear that variable Alcohol shows some outliers, but we can’t be sure of the same for variable Ash.;[Boxplots,Histograms]
It is clear that variable Class shows some outliers, but we can’t be sure of the same for variable Ash.;[Boxplots,Histograms]
It is clear that variable OD280-OD315 of diluted wines shows some outliers, but we can’t be sure of the same for variable Malic acid.;[Boxplots,Histograms]
It is clear that variable Hue shows some outliers, but we can’t be sure of the same for variable Malic acid.;[Boxplots,Histograms]
It is clear that variable Color intensity shows some outliers, but we can’t be sure of the same for variable Malic acid.;[Boxplots,Histograms]
It is clear that variable Proanthocyanins shows some outliers, but we can’t be sure of the same for variable Malic acid.;[Boxplots,Histograms]
It is clear that variable Nonflavanoid phenols shows some outliers, but we can’t be sure of the same for variable Malic acid.;[Boxplots,Histograms]
It is clear that variable Flavanoids shows some outliers, but we can’t be sure of the same for variable Malic acid.;[Boxplots,Histograms]
It is clear that variable Total phenols shows some outliers, but we can’t be sure of the same for variable Malic acid.;[Boxplots,Histograms]
It is clear that variable Alcalinity of ash shows some outliers, but we can’t be sure of the same for variable Malic acid.;[Boxplots,Histograms]
It is clear that variable Ash shows some outliers, but we can’t be sure of the same for variable Malic acid.;[Boxplots,Histograms]
It is clear that variable Alcohol shows some outliers, but we can’t be sure of the same for variable Malic acid.;[Boxplots,Histograms]
It is clear that variable Class shows some outliers, but we can’t be sure of the same for variable Malic acid.;[Boxplots,Histograms]
It is clear that variable OD280-OD315 of diluted wines shows some outliers, but we can’t be sure of the same for variable Alcohol.;[Boxplots,Histograms]
It is clear that variable Hue shows some outliers, but we can’t be sure of the same for variable Alcohol.;[Boxplots,Histograms]
It is clear that variable Color intensity shows some outliers, but we can’t be sure of the same for variable Alcohol.;[Boxplots,Histograms]
It is clear that variable Proanthocyanins shows some outliers, but we can’t be sure of the same for variable Alcohol.;[Boxplots,Histograms]
It is clear that variable Nonflavanoid phenols shows some outliers, but we can’t be sure of the same for variable Alcohol.;[Boxplots,Histograms]
It is clear that variable Flavanoids shows some outliers, but we can’t be sure of the same for variable Alcohol.;[Boxplots,Histograms]
It is clear that variable Total phenols shows some outliers, but we can’t be sure of the same for variable Alcohol.;[Boxplots,Histograms]
It is clear that variable Alcalinity of ash shows some outliers, but we can’t be sure of the same for variable Alcohol.;[Boxplots,Histograms]
It is clear that variable Ash shows some outliers, but we can’t be sure of the same for variable Alcohol.;[Boxplots,Histograms]
It is clear that variable Malic acid shows some outliers, but we can’t be sure of the same for variable Alcohol.;[Boxplots,Histograms]
It is clear that variable Class shows some outliers, but we can’t be sure of the same for variable Alcohol.;[Boxplots,Histograms]
It is clear that variable OD280-OD315 of diluted wines shows some outliers, but we can’t be sure of the same for variable Class.;[Boxplots,Histograms]
It is clear that variable Hue shows some outliers, but we can’t be sure of the same for variable Class.;[Boxplots,Histograms]
It is clear that variable Color intensity shows some outliers, but we can’t be sure of the same for variable Class.;[Boxplots,Histograms]
It is clear that variable Proanthocyanins shows some outliers, but we can’t be sure of the same for variable Class.;[Boxplots,Histograms]
It is clear that variable Nonflavanoid phenols shows some outliers, but we can’t be sure of the same for variable Class.;[Boxplots,Histograms]
It is clear that variable Flavanoids shows some outliers, but we can’t be sure of the same for variable Class.;[Boxplots,Histograms]
It is clear that variable Total phenols shows some outliers, but we can’t be sure of the same for variable Class.;[Boxplots,Histograms]
It is clear that variable Alcalinity of ash shows some outliers, but we can’t be sure of the same for variable Class.;[Boxplots,Histograms]
It is clear that variable Ash shows some outliers, but we can’t be sure of the same for variable Class.;[Boxplots,Histograms]
It is clear that variable Malic acid shows some outliers, but we can’t be sure of the same for variable Class.;[Boxplots,Histograms]
It is clear that variable Alcohol shows some outliers, but we can’t be sure of the same for variable Class.;[Boxplots,Histograms]
Outliers seem to be a problem in the dataset.;[Boxplots,Histograms]
Variable OD280-OD315 of diluted wines shows a high number of outlier values.;[Boxplots,Histograms]
Variable Hue shows a high number of outlier values.;[Boxplots,Histograms]
Variable Color intensity shows a high number of outlier values.;[Boxplots,Histograms]
Variable Proanthocyanins shows a high number of outlier values.;[Boxplots,Histograms]
Variable Nonflavanoid phenols shows a high number of outlier values.;[Boxplots,Histograms]
Variable Flavanoids shows a high number of outlier values.;[Boxplots,Histograms]
Variable Total phenols shows a high number of outlier values.;[Boxplots,Histograms]
Variable Alcalinity of ash shows a high number of outlier values.;[Boxplots,Histograms]
Variable Ash shows a high number of outlier values.;[Boxplots,Histograms]
Variable Malic acid shows a high number of outlier values.;[Boxplots,Histograms]
Variable Alcohol shows a high number of outlier values.;[Boxplots,Histograms]
Variable Class shows a high number of outlier values.;[Boxplots,Histograms]
Variable OD280-OD315 of diluted wines shows some outlier values.;[Boxplots,Histograms]
Variable Hue shows some outlier values.;[Boxplots,Histograms]
Variable Color intensity shows some outlier values.;[Boxplots,Histograms]
Variable Proanthocyanins shows some outlier values.;[Boxplots,Histograms]
Variable Nonflavanoid phenols shows some outlier values.;[Boxplots,Histograms]
Variable Flavanoids shows some outlier values.;[Boxplots,Histograms]
Variable Total phenols shows some outlier values.;[Boxplots,Histograms]
Variable Alcalinity of ash shows some outlier values.;[Boxplots,Histograms]
Variable Ash shows some outlier values.;[Boxplots,Histograms]
Variable Malic acid shows some outlier values.;[Boxplots,Histograms]
Variable Alcohol shows some outlier values.;[Boxplots,Histograms]
Variable Class shows some outlier values.;[Boxplots,Histograms]
Variable OD280-OD315 of diluted wines doesn’t have any outliers.;[Boxplots,Histograms]
Variable Hue doesn’t have any outliers.;[Boxplots,Histograms]
Variable Color intensity doesn’t have any outliers.;[Boxplots,Histograms]
Variable Proanthocyanins doesn’t have any outliers.;[Boxplots,Histograms]
Variable Nonflavanoid phenols doesn’t have any outliers.;[Boxplots,Histograms]
Variable Flavanoids doesn’t have any outliers.;[Boxplots,Histograms]
Variable Total phenols doesn’t have any outliers.;[Boxplots,Histograms]
Variable Alcalinity of ash doesn’t have any outliers.;[Boxplots,Histograms]
Variable Ash doesn’t have any outliers.;[Boxplots,Histograms]
Variable Malic acid doesn’t have any outliers.;[Boxplots,Histograms]
Variable Alcohol doesn’t have any outliers.;[Boxplots,Histograms]
Variable Class doesn’t have any outliers.;[Boxplots,Histograms]
Variable OD280-OD315 of diluted wines presents some outliers.;[Boxplots,Histograms]
Variable Hue presents some outliers.;[Boxplots,Histograms]
Variable Color intensity presents some outliers.;[Boxplots,Histograms]
Variable Proanthocyanins presents some outliers.;[Boxplots,Histograms]
Variable Nonflavanoid phenols presents some outliers.;[Boxplots,Histograms]
Variable Flavanoids presents some outliers.;[Boxplots,Histograms]
Variable Total phenols presents some outliers.;[Boxplots,Histograms]
Variable Alcalinity of ash presents some outliers.;[Boxplots,Histograms]
Variable Ash presents some outliers.;[Boxplots,Histograms]
Variable Malic acid presents some outliers.;[Boxplots,Histograms]
Variable Alcohol presents some outliers.;[Boxplots,Histograms]
Variable Class presents some outliers.;[Boxplots,Histograms]
At least 85 of the variables present outliers.;[Boxplots,Histograms]
At least 75 of the variables present outliers.;[Boxplots,Histograms]
At least 60 of the variables present outliers.;[Boxplots,Histograms]
At least 50 of the variables present outliers.;[Boxplots,Histograms]
The histograms presented show a large number of outliers for most of the numeric variables.;[Boxplots,Histograms]
The boxplots presented show a large number of outliers for most of the numeric variables.;[Boxplots,Histograms]
The existence of outliers is one of the problems to tackle in this dataset.;[Boxplots,Histograms]
Variable OD280-OD315 of diluted wines is a false predictor.;[Description]
Variable Hue is a false predictor.;[Description]
Variable Color intensity is a false predictor.;[Description]
Variable Proanthocyanins is a false predictor.;[Description]
Variable Nonflavanoid phenols is a false predictor.;[Description]
Variable Flavanoids is a false predictor.;[Description]
Variable Total phenols is a false predictor.;[Description]
Variable Alcalinity of ash is a false predictor.;[Description]
Variable Ash is a false predictor.;[Description]
Variable Malic acid is a false predictor.;[Description]
Variable Alcohol is a false predictor.;[Description]
Variable Class is a false predictor.;[Description]
One of the variables Hue or OD280-OD315 of diluted wines can be discarded without losing information.;[Correlation heatmap]
One of the variables Color intensity or OD280-OD315 of diluted wines can be discarded without losing information.;[Correlation heatmap]
One of the variables Proanthocyanins or OD280-OD315 of diluted wines can be discarded without losing information.;[Correlation heatmap]
One of the variables Nonflavanoid phenols or OD280-OD315 of diluted wines can be discarded without losing information.;[Correlation heatmap]
One of the variables Flavanoids or OD280-OD315 of diluted wines can be discarded without losing information.;[Correlation heatmap]
One of the variables Total phenols or OD280-OD315 of diluted wines can be discarded without losing information.;[Correlation heatmap]
One of the variables Alcalinity of ash or OD280-OD315 of diluted wines can be discarded without losing information.;[Correlation heatmap]
One of the variables Ash or OD280-OD315 of diluted wines can be discarded without losing information.;[Correlation heatmap]
One of the variables Malic acid or OD280-OD315 of diluted wines can be discarded without losing information.;[Correlation heatmap]
One of the variables Alcohol or OD280-OD315 of diluted wines can be discarded without losing information.;[Correlation heatmap]
One of the variables Class or OD280-OD315 of diluted wines can be discarded without losing information.;[Correlation heatmap]
One of the variables OD280-OD315 of diluted wines or Hue can be discarded without losing information.;[Correlation heatmap]
One of the variables Color intensity or Hue can be discarded without losing information.;[Correlation heatmap]
One of the variables Proanthocyanins or Hue can be discarded without losing information.;[Correlation heatmap]
One of the variables Nonflavanoid phenols or Hue can be discarded without losing information.;[Correlation heatmap]
One of the variables Flavanoids or Hue can be discarded without losing information.;[Correlation heatmap]
One of the variables Total phenols or Hue can be discarded without losing information.;[Correlation heatmap]
One of the variables Alcalinity of ash or Hue can be discarded without losing information.;[Correlation heatmap]
One of the variables Ash or Hue can be discarded without losing information.;[Correlation heatmap]
One of the variables Malic acid or Hue can be discarded without losing information.;[Correlation heatmap]
One of the variables Alcohol or Hue can be discarded without losing information.;[Correlation heatmap]
One of the variables Class or Hue can be discarded without losing information.;[Correlation heatmap]
One of the variables OD280-OD315 of diluted wines or Color intensity can be discarded without losing information.;[Correlation heatmap]
One of the variables Hue or Color intensity can be discarded without losing information.;[Correlation heatmap]
One of the variables Proanthocyanins or Color intensity can be discarded without losing information.;[Correlation heatmap]
One of the variables Nonflavanoid phenols or Color intensity can be discarded without losing information.;[Correlation heatmap]
One of the variables Flavanoids or Color intensity can be discarded without losing information.;[Correlation heatmap]
One of the variables Total phenols or Color intensity can be discarded without losing information.;[Correlation heatmap]
One of the variables Alcalinity of ash or Color intensity can be discarded without losing information.;[Correlation heatmap]
One of the variables Ash or Color intensity can be discarded without losing information.;[Correlation heatmap]
One of the variables Malic acid or Color intensity can be discarded without losing information.;[Correlation heatmap]
One of the variables Alcohol or Color intensity can be discarded without losing information.;[Correlation heatmap]
One of the variables Class or Color intensity can be discarded without losing information.;[Correlation heatmap]
One of the variables OD280-OD315 of diluted wines or Proanthocyanins can be discarded without losing information.;[Correlation heatmap]
One of the variables Hue or Proanthocyanins can be discarded without losing information.;[Correlation heatmap]
One of the variables Color intensity or Proanthocyanins can be discarded without losing information.;[Correlation heatmap]
One of the variables Nonflavanoid phenols or Proanthocyanins can be discarded without losing information.;[Correlation heatmap]
One of the variables Flavanoids or Proanthocyanins can be discarded without losing information.;[Correlation heatmap]
One of the variables Total phenols or Proanthocyanins can be discarded without losing information.;[Correlation heatmap]
One of the variables Alcalinity of ash or Proanthocyanins can be discarded without losing information.;[Correlation heatmap]
One of the variables Ash or Proanthocyanins can be discarded without losing information.;[Correlation heatmap]
One of the variables Malic acid or Proanthocyanins can be discarded without losing information.;[Correlation heatmap]
One of the variables Alcohol or Proanthocyanins can be discarded without losing information.;[Correlation heatmap]
One of the variables Class or Proanthocyanins can be discarded without losing information.;[Correlation heatmap]
One of the variables OD280-OD315 of diluted wines or Nonflavanoid phenols can be discarded without losing information.;[Correlation heatmap]
One of the variables Hue or Nonflavanoid phenols can be discarded without losing information.;[Correlation heatmap]
One of the variables Color intensity or Nonflavanoid phenols can be discarded without losing information.;[Correlation heatmap]
One of the variables Proanthocyanins or Nonflavanoid phenols can be discarded without losing information.;[Correlation heatmap]
One of the variables Flavanoids or Nonflavanoid phenols can be discarded without losing information.;[Correlation heatmap]
One of the variables Total phenols or Nonflavanoid phenols can be discarded without losing information.;[Correlation heatmap]
One of the variables Alcalinity of ash or Nonflavanoid phenols can be discarded without losing information.;[Correlation heatmap]
One of the variables Ash or Nonflavanoid phenols can be discarded without losing information.;[Correlation heatmap]
