Question;Charts
The variable chlorides can be seen as ordinal.;[Scatter-plots,All_Histograms]
The variable residual sugar can be seen as ordinal.;[Scatter-plots,All_Histograms]
The variable citric acid can be seen as ordinal.;[Scatter-plots,All_Histograms]
The variable volatile acidity can be seen as ordinal.;[Scatter-plots,All_Histograms]
The variable fixed acidity can be seen as ordinal.;[Scatter-plots,All_Histograms]
The variable alcohol can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable sulphates can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable pH can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable density can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable total sulfur dioxide can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable free sulfur dioxide can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable chlorides can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable residual sugar can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable citric acid can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable volatile acidity can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable fixed acidity can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
Variable quality is balanced.;[Histograms,Boxplots]
Variable alcohol is balanced.;[Histograms,Boxplots]
Variable sulphates is balanced.;[Histograms,Boxplots]
Variable pH is balanced.;[Histograms,Boxplots]
Variable density is balanced.;[Histograms,Boxplots]
Variable total sulfur dioxide is balanced.;[Histograms,Boxplots]
Variable free sulfur dioxide is balanced.;[Histograms,Boxplots]
Variable chlorides is balanced.;[Histograms,Boxplots]
Variable residual sugar is balanced.;[Histograms,Boxplots]
Variable citric acid is balanced.;[Histograms,Boxplots]
Variable volatile acidity is balanced.;[Histograms,Boxplots]
Variable fixed acidity is balanced.;[Histograms,Boxplots]
Those boxplots show that the data is not normalized.;[Boxplot global,Single boxplots]
It is clear that variable alcohol shows some outliers, but we can’t be sure of the same for variable quality.;[Boxplots,Histograms]
It is clear that variable sulphates shows some outliers, but we can’t be sure of the same for variable quality.;[Boxplots,Histograms]
It is clear that variable pH shows some outliers, but we can’t be sure of the same for variable quality.;[Boxplots,Histograms]
It is clear that variable density shows some outliers, but we can’t be sure of the same for variable quality.;[Boxplots,Histograms]
It is clear that variable total sulfur dioxide shows some outliers, but we can’t be sure of the same for variable quality.;[Boxplots,Histograms]
It is clear that variable free sulfur dioxide shows some outliers, but we can’t be sure of the same for variable quality.;[Boxplots,Histograms]
It is clear that variable chlorides shows some outliers, but we can’t be sure of the same for variable quality.;[Boxplots,Histograms]
It is clear that variable residual sugar shows some outliers, but we can’t be sure of the same for variable quality.;[Boxplots,Histograms]
It is clear that variable citric acid shows some outliers, but we can’t be sure of the same for variable quality.;[Boxplots,Histograms]
It is clear that variable volatile acidity shows some outliers, but we can’t be sure of the same for variable quality.;[Boxplots,Histograms]
It is clear that variable fixed acidity shows some outliers, but we can’t be sure of the same for variable quality.;[Boxplots,Histograms]
It is clear that variable quality shows some outliers, but we can’t be sure of the same for variable alcohol.;[Boxplots,Histograms]
It is clear that variable sulphates shows some outliers, but we can’t be sure of the same for variable alcohol.;[Boxplots,Histograms]
It is clear that variable pH shows some outliers, but we can’t be sure of the same for variable alcohol.;[Boxplots,Histograms]
It is clear that variable density shows some outliers, but we can’t be sure of the same for variable alcohol.;[Boxplots,Histograms]
It is clear that variable total sulfur dioxide shows some outliers, but we can’t be sure of the same for variable alcohol.;[Boxplots,Histograms]
It is clear that variable free sulfur dioxide shows some outliers, but we can’t be sure of the same for variable alcohol.;[Boxplots,Histograms]
It is clear that variable chlorides shows some outliers, but we can’t be sure of the same for variable alcohol.;[Boxplots,Histograms]
It is clear that variable residual sugar shows some outliers, but we can’t be sure of the same for variable alcohol.;[Boxplots,Histograms]
It is clear that variable citric acid shows some outliers, but we can’t be sure of the same for variable alcohol.;[Boxplots,Histograms]
It is clear that variable volatile acidity shows some outliers, but we can’t be sure of the same for variable alcohol.;[Boxplots,Histograms]
It is clear that variable fixed acidity shows some outliers, but we can’t be sure of the same for variable alcohol.;[Boxplots,Histograms]
It is clear that variable quality shows some outliers, but we can’t be sure of the same for variable sulphates.;[Boxplots,Histograms]
It is clear that variable alcohol shows some outliers, but we can’t be sure of the same for variable sulphates.;[Boxplots,Histograms]
It is clear that variable pH shows some outliers, but we can’t be sure of the same for variable sulphates.;[Boxplots,Histograms]
It is clear that variable density shows some outliers, but we can’t be sure of the same for variable sulphates.;[Boxplots,Histograms]
It is clear that variable total sulfur dioxide shows some outliers, but we can’t be sure of the same for variable sulphates.;[Boxplots,Histograms]
It is clear that variable free sulfur dioxide shows some outliers, but we can’t be sure of the same for variable sulphates.;[Boxplots,Histograms]
It is clear that variable chlorides shows some outliers, but we can’t be sure of the same for variable sulphates.;[Boxplots,Histograms]
It is clear that variable residual sugar shows some outliers, but we can’t be sure of the same for variable sulphates.;[Boxplots,Histograms]
It is clear that variable citric acid shows some outliers, but we can’t be sure of the same for variable sulphates.;[Boxplots,Histograms]
It is clear that variable volatile acidity shows some outliers, but we can’t be sure of the same for variable sulphates.;[Boxplots,Histograms]
It is clear that variable fixed acidity shows some outliers, but we can’t be sure of the same for variable sulphates.;[Boxplots,Histograms]
It is clear that variable quality shows some outliers, but we can’t be sure of the same for variable pH.;[Boxplots,Histograms]
It is clear that variable alcohol shows some outliers, but we can’t be sure of the same for variable pH.;[Boxplots,Histograms]
It is clear that variable sulphates shows some outliers, but we can’t be sure of the same for variable pH.;[Boxplots,Histograms]
It is clear that variable density shows some outliers, but we can’t be sure of the same for variable pH.;[Boxplots,Histograms]
It is clear that variable total sulfur dioxide shows some outliers, but we can’t be sure of the same for variable pH.;[Boxplots,Histograms]
It is clear that variable free sulfur dioxide shows some outliers, but we can’t be sure of the same for variable pH.;[Boxplots,Histograms]
It is clear that variable chlorides shows some outliers, but we can’t be sure of the same for variable pH.;[Boxplots,Histograms]
It is clear that variable residual sugar shows some outliers, but we can’t be sure of the same for variable pH.;[Boxplots,Histograms]
It is clear that variable citric acid shows some outliers, but we can’t be sure of the same for variable pH.;[Boxplots,Histograms]
It is clear that variable volatile acidity shows some outliers, but we can’t be sure of the same for variable pH.;[Boxplots,Histograms]
It is clear that variable fixed acidity shows some outliers, but we can’t be sure of the same for variable pH.;[Boxplots,Histograms]
It is clear that variable quality shows some outliers, but we can’t be sure of the same for variable density.;[Boxplots,Histograms]
It is clear that variable alcohol shows some outliers, but we can’t be sure of the same for variable density.;[Boxplots,Histograms]
It is clear that variable sulphates shows some outliers, but we can’t be sure of the same for variable density.;[Boxplots,Histograms]
It is clear that variable pH shows some outliers, but we can’t be sure of the same for variable density.;[Boxplots,Histograms]
It is clear that variable total sulfur dioxide shows some outliers, but we can’t be sure of the same for variable density.;[Boxplots,Histograms]
It is clear that variable free sulfur dioxide shows some outliers, but we can’t be sure of the same for variable density.;[Boxplots,Histograms]
It is clear that variable chlorides shows some outliers, but we can’t be sure of the same for variable density.;[Boxplots,Histograms]
It is clear that variable residual sugar shows some outliers, but we can’t be sure of the same for variable density.;[Boxplots,Histograms]
It is clear that variable citric acid shows some outliers, but we can’t be sure of the same for variable density.;[Boxplots,Histograms]
It is clear that variable volatile acidity shows some outliers, but we can’t be sure of the same for variable density.;[Boxplots,Histograms]
It is clear that variable fixed acidity shows some outliers, but we can’t be sure of the same for variable density.;[Boxplots,Histograms]
It is clear that variable quality shows some outliers, but we can’t be sure of the same for variable total sulfur dioxide.;[Boxplots,Histograms]
It is clear that variable alcohol shows some outliers, but we can’t be sure of the same for variable total sulfur dioxide.;[Boxplots,Histograms]
It is clear that variable sulphates shows some outliers, but we can’t be sure of the same for variable total sulfur dioxide.;[Boxplots,Histograms]
It is clear that variable pH shows some outliers, but we can’t be sure of the same for variable total sulfur dioxide.;[Boxplots,Histograms]
It is clear that variable density shows some outliers, but we can’t be sure of the same for variable total sulfur dioxide.;[Boxplots,Histograms]
It is clear that variable free sulfur dioxide shows some outliers, but we can’t be sure of the same for variable total sulfur dioxide.;[Boxplots,Histograms]
It is clear that variable chlorides shows some outliers, but we can’t be sure of the same for variable total sulfur dioxide.;[Boxplots,Histograms]
It is clear that variable residual sugar shows some outliers, but we can’t be sure of the same for variable total sulfur dioxide.;[Boxplots,Histograms]
It is clear that variable citric acid shows some outliers, but we can’t be sure of the same for variable total sulfur dioxide.;[Boxplots,Histograms]
It is clear that variable volatile acidity shows some outliers, but we can’t be sure of the same for variable total sulfur dioxide.;[Boxplots,Histograms]
It is clear that variable fixed acidity shows some outliers, but we can’t be sure of the same for variable total sulfur dioxide.;[Boxplots,Histograms]
It is clear that variable quality shows some outliers, but we can’t be sure of the same for variable free sulfur dioxide.;[Boxplots,Histograms]
It is clear that variable alcohol shows some outliers, but we can’t be sure of the same for variable free sulfur dioxide.;[Boxplots,Histograms]
It is clear that variable sulphates shows some outliers, but we can’t be sure of the same for variable free sulfur dioxide.;[Boxplots,Histograms]
It is clear that variable pH shows some outliers, but we can’t be sure of the same for variable free sulfur dioxide.;[Boxplots,Histograms]
It is clear that variable density shows some outliers, but we can’t be sure of the same for variable free sulfur dioxide.;[Boxplots,Histograms]
It is clear that variable total sulfur dioxide shows some outliers, but we can’t be sure of the same for variable free sulfur dioxide.;[Boxplots,Histograms]
It is clear that variable chlorides shows some outliers, but we can’t be sure of the same for variable free sulfur dioxide.;[Boxplots,Histograms]
It is clear that variable residual sugar shows some outliers, but we can’t be sure of the same for variable free sulfur dioxide.;[Boxplots,Histograms]
It is clear that variable citric acid shows some outliers, but we can’t be sure of the same for variable free sulfur dioxide.;[Boxplots,Histograms]
It is clear that variable volatile acidity shows some outliers, but we can’t be sure of the same for variable free sulfur dioxide.;[Boxplots,Histograms]
It is clear that variable fixed acidity shows some outliers, but we can’t be sure of the same for variable free sulfur dioxide.;[Boxplots,Histograms]
It is clear that variable quality shows some outliers, but we can’t be sure of the same for variable chlorides.;[Boxplots,Histograms]
It is clear that variable alcohol shows some outliers, but we can’t be sure of the same for variable chlorides.;[Boxplots,Histograms]
It is clear that variable sulphates shows some outliers, but we can’t be sure of the same for variable chlorides.;[Boxplots,Histograms]
It is clear that variable pH shows some outliers, but we can’t be sure of the same for variable chlorides.;[Boxplots,Histograms]
It is clear that variable density shows some outliers, but we can’t be sure of the same for variable chlorides.;[Boxplots,Histograms]
It is clear that variable total sulfur dioxide shows some outliers, but we can’t be sure of the same for variable chlorides.;[Boxplots,Histograms]
It is clear that variable free sulfur dioxide shows some outliers, but we can’t be sure of the same for variable chlorides.;[Boxplots,Histograms]
It is clear that variable residual sugar shows some outliers, but we can’t be sure of the same for variable chlorides.;[Boxplots,Histograms]
It is clear that variable citric acid shows some outliers, but we can’t be sure of the same for variable chlorides.;[Boxplots,Histograms]
It is clear that variable volatile acidity shows some outliers, but we can’t be sure of the same for variable chlorides.;[Boxplots,Histograms]
It is clear that variable fixed acidity shows some outliers, but we can’t be sure of the same for variable chlorides.;[Boxplots,Histograms]
It is clear that variable quality shows some outliers, but we can’t be sure of the same for variable residual sugar.;[Boxplots,Histograms]
It is clear that variable alcohol shows some outliers, but we can’t be sure of the same for variable residual sugar.;[Boxplots,Histograms]
It is clear that variable sulphates shows some outliers, but we can’t be sure of the same for variable residual sugar.;[Boxplots,Histograms]
It is clear that variable pH shows some outliers, but we can’t be sure of the same for variable residual sugar.;[Boxplots,Histograms]
It is clear that variable density shows some outliers, but we can’t be sure of the same for variable residual sugar.;[Boxplots,Histograms]
It is clear that variable total sulfur dioxide shows some outliers, but we can’t be sure of the same for variable residual sugar.;[Boxplots,Histograms]
It is clear that variable free sulfur dioxide shows some outliers, but we can’t be sure of the same for variable residual sugar.;[Boxplots,Histograms]
It is clear that variable chlorides shows some outliers, but we can’t be sure of the same for variable residual sugar.;[Boxplots,Histograms]
It is clear that variable citric acid shows some outliers, but we can’t be sure of the same for variable residual sugar.;[Boxplots,Histograms]
It is clear that variable volatile acidity shows some outliers, but we can’t be sure of the same for variable residual sugar.;[Boxplots,Histograms]
It is clear that variable fixed acidity shows some outliers, but we can’t be sure of the same for variable residual sugar.;[Boxplots,Histograms]
It is clear that variable quality shows some outliers, but we can’t be sure of the same for variable citric acid.;[Boxplots,Histograms]
It is clear that variable alcohol shows some outliers, but we can’t be sure of the same for variable citric acid.;[Boxplots,Histograms]
It is clear that variable sulphates shows some outliers, but we can’t be sure of the same for variable citric acid.;[Boxplots,Histograms]
It is clear that variable pH shows some outliers, but we can’t be sure of the same for variable citric acid.;[Boxplots,Histograms]
It is clear that variable density shows some outliers, but we can’t be sure of the same for variable citric acid.;[Boxplots,Histograms]
It is clear that variable total sulfur dioxide shows some outliers, but we can’t be sure of the same for variable citric acid.;[Boxplots,Histograms]
It is clear that variable free sulfur dioxide shows some outliers, but we can’t be sure of the same for variable citric acid.;[Boxplots,Histograms]
It is clear that variable chlorides shows some outliers, but we can’t be sure of the same for variable citric acid.;[Boxplots,Histograms]
It is clear that variable residual sugar shows some outliers, but we can’t be sure of the same for variable citric acid.;[Boxplots,Histograms]
It is clear that variable volatile acidity shows some outliers, but we can’t be sure of the same for variable citric acid.;[Boxplots,Histograms]
It is clear that variable fixed acidity shows some outliers, but we can’t be sure of the same for variable citric acid.;[Boxplots,Histograms]
It is clear that variable quality shows some outliers, but we can’t be sure of the same for variable volatile acidity.;[Boxplots,Histograms]
It is clear that variable alcohol shows some outliers, but we can’t be sure of the same for variable volatile acidity.;[Boxplots,Histograms]
It is clear that variable sulphates shows some outliers, but we can’t be sure of the same for variable volatile acidity.;[Boxplots,Histograms]
It is clear that variable pH shows some outliers, but we can’t be sure of the same for variable volatile acidity.;[Boxplots,Histograms]
It is clear that variable density shows some outliers, but we can’t be sure of the same for variable volatile acidity.;[Boxplots,Histograms]
It is clear that variable total sulfur dioxide shows some outliers, but we can’t be sure of the same for variable volatile acidity.;[Boxplots,Histograms]
It is clear that variable free sulfur dioxide shows some outliers, but we can’t be sure of the same for variable volatile acidity.;[Boxplots,Histograms]
It is clear that variable chlorides shows some outliers, but we can’t be sure of the same for variable volatile acidity.;[Boxplots,Histograms]
It is clear that variable residual sugar shows some outliers, but we can’t be sure of the same for variable volatile acidity.;[Boxplots,Histograms]
It is clear that variable citric acid shows some outliers, but we can’t be sure of the same for variable volatile acidity.;[Boxplots,Histograms]
It is clear that variable fixed acidity shows some outliers, but we can’t be sure of the same for variable volatile acidity.;[Boxplots,Histograms]
It is clear that variable quality shows some outliers, but we can’t be sure of the same for variable fixed acidity.;[Boxplots,Histograms]
It is clear that variable alcohol shows some outliers, but we can’t be sure of the same for variable fixed acidity.;[Boxplots,Histograms]
It is clear that variable sulphates shows some outliers, but we can’t be sure of the same for variable fixed acidity.;[Boxplots,Histograms]
It is clear that variable pH shows some outliers, but we can’t be sure of the same for variable fixed acidity.;[Boxplots,Histograms]
It is clear that variable density shows some outliers, but we can’t be sure of the same for variable fixed acidity.;[Boxplots,Histograms]
It is clear that variable total sulfur dioxide shows some outliers, but we can’t be sure of the same for variable fixed acidity.;[Boxplots,Histograms]
It is clear that variable free sulfur dioxide shows some outliers, but we can’t be sure of the same for variable fixed acidity.;[Boxplots,Histograms]
It is clear that variable chlorides shows some outliers, but we can’t be sure of the same for variable fixed acidity.;[Boxplots,Histograms]
It is clear that variable residual sugar shows some outliers, but we can’t be sure of the same for variable fixed acidity.;[Boxplots,Histograms]
It is clear that variable citric acid shows some outliers, but we can’t be sure of the same for variable fixed acidity.;[Boxplots,Histograms]
It is clear that variable volatile acidity shows some outliers, but we can’t be sure of the same for variable fixed acidity.;[Boxplots,Histograms]
Outliers seem to be a problem in the dataset.;[Boxplots,Histograms]
Variable quality shows a high number of outlier values.;[Boxplots,Histograms]
Variable alcohol shows a high number of outlier values.;[Boxplots,Histograms]
Variable sulphates shows a high number of outlier values.;[Boxplots,Histograms]
Variable pH shows a high number of outlier values.;[Boxplots,Histograms]
Variable density shows a high number of outlier values.;[Boxplots,Histograms]
Variable total sulfur dioxide shows a high number of outlier values.;[Boxplots,Histograms]
Variable free sulfur dioxide shows a high number of outlier values.;[Boxplots,Histograms]
Variable chlorides shows a high number of outlier values.;[Boxplots,Histograms]
Variable residual sugar shows a high number of outlier values.;[Boxplots,Histograms]
Variable citric acid shows a high number of outlier values.;[Boxplots,Histograms]
Variable volatile acidity shows a high number of outlier values.;[Boxplots,Histograms]
Variable fixed acidity shows a high number of outlier values.;[Boxplots,Histograms]
Variable quality shows some outlier values.;[Boxplots,Histograms]
Variable alcohol shows some outlier values.;[Boxplots,Histograms]
Variable sulphates shows some outlier values.;[Boxplots,Histograms]
Variable pH shows some outlier values.;[Boxplots,Histograms]
Variable density shows some outlier values.;[Boxplots,Histograms]
Variable total sulfur dioxide shows some outlier values.;[Boxplots,Histograms]
Variable free sulfur dioxide shows some outlier values.;[Boxplots,Histograms]
Variable chlorides shows some outlier values.;[Boxplots,Histograms]
Variable residual sugar shows some outlier values.;[Boxplots,Histograms]
Variable citric acid shows some outlier values.;[Boxplots,Histograms]
Variable volatile acidity shows some outlier values.;[Boxplots,Histograms]
Variable fixed acidity shows some outlier values.;[Boxplots,Histograms]
Variable quality doesn’t have any outliers.;[Boxplots,Histograms]
Variable alcohol doesn’t have any outliers.;[Boxplots,Histograms]
Variable sulphates doesn’t have any outliers.;[Boxplots,Histograms]
Variable pH doesn’t have any outliers.;[Boxplots,Histograms]
Variable density doesn’t have any outliers.;[Boxplots,Histograms]
Variable total sulfur dioxide doesn’t have any outliers.;[Boxplots,Histograms]
Variable free sulfur dioxide doesn’t have any outliers.;[Boxplots,Histograms]
Variable chlorides doesn’t have any outliers.;[Boxplots,Histograms]
Variable residual sugar doesn’t have any outliers.;[Boxplots,Histograms]
Variable citric acid doesn’t have any outliers.;[Boxplots,Histograms]
Variable volatile acidity doesn’t have any outliers.;[Boxplots,Histograms]
Variable fixed acidity doesn’t have any outliers.;[Boxplots,Histograms]
Variable quality presents some outliers.;[Boxplots,Histograms]
Variable alcohol presents some outliers.;[Boxplots,Histograms]
Variable sulphates presents some outliers.;[Boxplots,Histograms]
Variable pH presents some outliers.;[Boxplots,Histograms]
Variable density presents some outliers.;[Boxplots,Histograms]
Variable total sulfur dioxide presents some outliers.;[Boxplots,Histograms]
Variable free sulfur dioxide presents some outliers.;[Boxplots,Histograms]
Variable chlorides presents some outliers.;[Boxplots,Histograms]
Variable residual sugar presents some outliers.;[Boxplots,Histograms]
Variable citric acid presents some outliers.;[Boxplots,Histograms]
Variable volatile acidity presents some outliers.;[Boxplots,Histograms]
Variable fixed acidity presents some outliers.;[Boxplots,Histograms]
The histograms presented show a large number of outliers for most of the numeric variables.;[Boxplots,Histograms]
The boxplots presented show a large number of outliers for most of the numeric variables.;[Boxplots,Histograms]
The existence of outliers is one of the problems to tackle in this dataset.;[Boxplots,Histograms]
Variable quality is a false predictor.;[Description]
Variable alcohol is a false predictor.;[Description]
Variable sulphates is a false predictor.;[Description]
Variable pH is a false predictor.;[Description]
Variable density is a false predictor.;[Description]
Variable total sulfur dioxide is a false predictor.;[Description]
Variable free sulfur dioxide is a false predictor.;[Description]
Variable chlorides is a false predictor.;[Description]
Variable residual sugar is a false predictor.;[Description]
Variable citric acid is a false predictor.;[Description]
Variable volatile acidity is a false predictor.;[Description]
Variable fixed acidity is a false predictor.;[Description]
One of the variables alcohol or quality can be discarded without losing information.;[Correlation heatmap]
One of the variables sulphates or quality can be discarded without losing information.;[Correlation heatmap]
One of the variables pH or quality can be discarded without losing information.;[Correlation heatmap]
One of the variables density or quality can be discarded without losing information.;[Correlation heatmap]
One of the variables total sulfur dioxide or quality can be discarded without losing information.;[Correlation heatmap]
One of the variables free sulfur dioxide or quality can be discarded without losing information.;[Correlation heatmap]
One of the variables chlorides or quality can be discarded without losing information.;[Correlation heatmap]
One of the variables residual sugar or quality can be discarded without losing information.;[Correlation heatmap]
One of the variables citric acid or quality can be discarded without losing information.;[Correlation heatmap]
One of the variables volatile acidity or quality can be discarded without losing information.;[Correlation heatmap]
One of the variables fixed acidity or quality can be discarded without losing information.;[Correlation heatmap]
One of the variables quality or alcohol can be discarded without losing information.;[Correlation heatmap]
One of the variables sulphates or alcohol can be discarded without losing information.;[Correlation heatmap]
One of the variables pH or alcohol can be discarded without losing information.;[Correlation heatmap]
One of the variables density or alcohol can be discarded without losing information.;[Correlation heatmap]
One of the variables total sulfur dioxide or alcohol can be discarded without losing information.;[Correlation heatmap]
One of the variables free sulfur dioxide or alcohol can be discarded without losing information.;[Correlation heatmap]
One of the variables chlorides or alcohol can be discarded without losing information.;[Correlation heatmap]
One of the variables residual sugar or alcohol can be discarded without losing information.;[Correlation heatmap]
One of the variables citric acid or alcohol can be discarded without losing information.;[Correlation heatmap]
One of the variables volatile acidity or alcohol can be discarded without losing information.;[Correlation heatmap]
One of the variables fixed acidity or alcohol can be discarded without losing information.;[Correlation heatmap]
One of the variables quality or sulphates can be discarded without losing information.;[Correlation heatmap]
One of the variables alcohol or sulphates can be discarded without losing information.;[Correlation heatmap]
One of the variables pH or sulphates can be discarded without losing information.;[Correlation heatmap]
One of the variables density or sulphates can be discarded without losing information.;[Correlation heatmap]
One of the variables total sulfur dioxide or sulphates can be discarded without losing information.;[Correlation heatmap]
One of the variables free sulfur dioxide or sulphates can be discarded without losing information.;[Correlation heatmap]
One of the variables chlorides or sulphates can be discarded without losing information.;[Correlation heatmap]
One of the variables residual sugar or sulphates can be discarded without losing information.;[Correlation heatmap]
One of the variables citric acid or sulphates can be discarded without losing information.;[Correlation heatmap]
One of the variables volatile acidity or sulphates can be discarded without losing information.;[Correlation heatmap]
One of the variables fixed acidity or sulphates can be discarded without losing information.;[Correlation heatmap]
One of the variables quality or pH can be discarded without losing information.;[Correlation heatmap]
One of the variables alcohol or pH can be discarded without losing information.;[Correlation heatmap]
One of the variables sulphates or pH can be discarded without losing information.;[Correlation heatmap]
One of the variables density or pH can be discarded without losing information.;[Correlation heatmap]
One of the variables total sulfur dioxide or pH can be discarded without losing information.;[Correlation heatmap]
One of the variables free sulfur dioxide or pH can be discarded without losing information.;[Correlation heatmap]
One of the variables chlorides or pH can be discarded without losing information.;[Correlation heatmap]
One of the variables residual sugar or pH can be discarded without losing information.;[Correlation heatmap]
One of the variables citric acid or pH can be discarded without losing information.;[Correlation heatmap]
One of the variables volatile acidity or pH can be discarded without losing information.;[Correlation heatmap]
One of the variables fixed acidity or pH can be discarded without losing information.;[Correlation heatmap]
One of the variables quality or density can be discarded without losing information.;[Correlation heatmap]
One of the variables alcohol or density can be discarded without losing information.;[Correlation heatmap]
One of the variables sulphates or density can be discarded without losing information.;[Correlation heatmap]
One of the variables pH or density can be discarded without losing information.;[Correlation heatmap]
One of the variables total sulfur dioxide or density can be discarded without losing information.;[Correlation heatmap]
One of the variables free sulfur dioxide or density can be discarded without losing information.;[Correlation heatmap]
One of the variables chlorides or density can be discarded without losing information.;[Correlation heatmap]
One of the variables residual sugar or density can be discarded without losing information.;[Correlation heatmap]
One of the variables citric acid or density can be discarded without losing information.;[Correlation heatmap]
One of the variables volatile acidity or density can be discarded without losing information.;[Correlation heatmap]
One of the variables fixed acidity or density can be discarded without losing information.;[Correlation heatmap]
One of the variables quality or total sulfur dioxide can be discarded without losing information.;[Correlation heatmap]
One of the variables alcohol or total sulfur dioxide can be discarded without losing information.;[Correlation heatmap]
One of the variables sulphates or total sulfur dioxide can be discarded without losing information.;[Correlation heatmap]
One of the variables pH or total sulfur dioxide can be discarded without losing information.;[Correlation heatmap]
One of the variables density or total sulfur dioxide can be discarded without losing information.;[Correlation heatmap]
One of the variables free sulfur dioxide or total sulfur dioxide can be discarded without losing information.;[Correlation heatmap]
One of the variables chlorides or total sulfur dioxide can be discarded without losing information.;[Correlation heatmap]
One of the variables residual sugar or total sulfur dioxide can be discarded without losing information.;[Correlation heatmap]
One of the variables citric acid or total sulfur dioxide can be discarded without losing information.;[Correlation heatmap]
One of the variables volatile acidity or total sulfur dioxide can be discarded without losing information.;[Correlation heatmap]
One of the variables fixed acidity or total sulfur dioxide can be discarded without losing information.;[Correlation heatmap]
One of the variables quality or free sulfur dioxide can be discarded without losing information.;[Correlation heatmap]
One of the variables alcohol or free sulfur dioxide can be discarded without losing information.;[Correlation heatmap]
One of the variables sulphates or free sulfur dioxide can be discarded without losing information.;[Correlation heatmap]
One of the variables pH or free sulfur dioxide can be discarded without losing information.;[Correlation heatmap]
One of the variables density or free sulfur dioxide can be discarded without losing information.;[Correlation heatmap]
One of the variables total sulfur dioxide or free sulfur dioxide can be discarded without losing information.;[Correlation heatmap]
One of the variables chlorides or free sulfur dioxide can be discarded without losing information.;[Correlation heatmap]
One of the variables residual sugar or free sulfur dioxide can be discarded without losing information.;[Correlation heatmap]
One of the variables citric acid or free sulfur dioxide can be discarded without losing information.;[Correlation heatmap]
One of the variables volatile acidity or free sulfur dioxide can be discarded without losing information.;[Correlation heatmap]
One of the variables fixed acidity or free sulfur dioxide can be discarded without losing information.;[Correlation heatmap]
One of the variables quality or chlorides can be discarded without losing information.;[Correlation heatmap]
One of the variables alcohol or chlorides can be discarded without losing information.;[Correlation heatmap]
