Question;Charts
The variable capital-gain can be seen as ordinal.;[Scatter-plots,All_Histograms]
The variable gender can be seen as ordinal.;[Scatter-plots,All_Histograms]
The variable race can be seen as ordinal.;[Scatter-plots,All_Histograms]
The variable relationship can be seen as ordinal.;[Scatter-plots,All_Histograms]
The variable occupation can be seen as ordinal.;[Scatter-plots,All_Histograms]
The variable marital-status can be seen as ordinal.;[Scatter-plots,All_Histograms]
The variable educational-num can be seen as ordinal.;[Scatter-plots,All_Histograms]
The variable education can be seen as ordinal.;[Scatter-plots,All_Histograms]
The variable fnlwgt can be seen as ordinal.;[Scatter-plots,All_Histograms]
The variable workclass can be seen as ordinal.;[Scatter-plots,All_Histograms]
The variable age can be seen as ordinal.;[Scatter-plots,All_Histograms]
The variable native-country can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable hours-per-week can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable capital-loss can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable capital-gain can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable gender can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable race can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable relationship can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable occupation can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable marital-status can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable educational-num can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable education can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable fnlwgt can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable workclass can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
The variable age can be seen as ordinal without losing information.;[Scatter-plots,All_Histograms]
Variable hours-per-week is balanced.;[Histograms,Boxplots]
Variable capital-loss is balanced.;[Histograms,Boxplots]
Variable capital-gain is balanced.;[Histograms,Boxplots]
Variable educational-num is balanced.;[Histograms,Boxplots]
Variable fnlwgt is balanced.;[Histograms,Boxplots]
Variable age is balanced.;[Histograms,Boxplots]
Those boxplots show that the data is not normalized.;[Boxplot global,Single boxplots]
It is clear that variable capital-loss shows some outliers, but we can’t be sure of the same for variable hours-per-week.;[Boxplots,Histograms]
It is clear that variable capital-gain shows some outliers, but we can’t be sure of the same for variable hours-per-week.;[Boxplots,Histograms]
It is clear that variable educational-num shows some outliers, but we can’t be sure of the same for variable hours-per-week.;[Boxplots,Histograms]
It is clear that variable fnlwgt shows some outliers, but we can’t be sure of the same for variable hours-per-week.;[Boxplots,Histograms]
It is clear that variable age shows some outliers, but we can’t be sure of the same for variable hours-per-week.;[Boxplots,Histograms]
It is clear that variable hours-per-week shows some outliers, but we can’t be sure of the same for variable capital-loss.;[Boxplots,Histograms]
It is clear that variable capital-gain shows some outliers, but we can’t be sure of the same for variable capital-loss.;[Boxplots,Histograms]
It is clear that variable educational-num shows some outliers, but we can’t be sure of the same for variable capital-loss.;[Boxplots,Histograms]
It is clear that variable fnlwgt shows some outliers, but we can’t be sure of the same for variable capital-loss.;[Boxplots,Histograms]
It is clear that variable age shows some outliers, but we can’t be sure of the same for variable capital-loss.;[Boxplots,Histograms]
It is clear that variable hours-per-week shows some outliers, but we can’t be sure of the same for variable capital-gain.;[Boxplots,Histograms]
It is clear that variable capital-loss shows some outliers, but we can’t be sure of the same for variable capital-gain.;[Boxplots,Histograms]
It is clear that variable educational-num shows some outliers, but we can’t be sure of the same for variable capital-gain.;[Boxplots,Histograms]
It is clear that variable fnlwgt shows some outliers, but we can’t be sure of the same for variable capital-gain.;[Boxplots,Histograms]
It is clear that variable age shows some outliers, but we can’t be sure of the same for variable capital-gain.;[Boxplots,Histograms]
It is clear that variable hours-per-week shows some outliers, but we can’t be sure of the same for variable educational-num.;[Boxplots,Histograms]
It is clear that variable capital-loss shows some outliers, but we can’t be sure of the same for variable educational-num.;[Boxplots,Histograms]
It is clear that variable capital-gain shows some outliers, but we can’t be sure of the same for variable educational-num.;[Boxplots,Histograms]
It is clear that variable fnlwgt shows some outliers, but we can’t be sure of the same for variable educational-num.;[Boxplots,Histograms]
It is clear that variable age shows some outliers, but we can’t be sure of the same for variable educational-num.;[Boxplots,Histograms]
It is clear that variable hours-per-week shows some outliers, but we can’t be sure of the same for variable fnlwgt.;[Boxplots,Histograms]
It is clear that variable capital-loss shows some outliers, but we can’t be sure of the same for variable fnlwgt.;[Boxplots,Histograms]
It is clear that variable capital-gain shows some outliers, but we can’t be sure of the same for variable fnlwgt.;[Boxplots,Histograms]
It is clear that variable educational-num shows some outliers, but we can’t be sure of the same for variable fnlwgt.;[Boxplots,Histograms]
It is clear that variable age shows some outliers, but we can’t be sure of the same for variable fnlwgt.;[Boxplots,Histograms]
It is clear that variable hours-per-week shows some outliers, but we can’t be sure of the same for variable age.;[Boxplots,Histograms]
It is clear that variable capital-loss shows some outliers, but we can’t be sure of the same for variable age.;[Boxplots,Histograms]
It is clear that variable capital-gain shows some outliers, but we can’t be sure of the same for variable age.;[Boxplots,Histograms]
It is clear that variable educational-num shows some outliers, but we can’t be sure of the same for variable age.;[Boxplots,Histograms]
It is clear that variable fnlwgt shows some outliers, but we can’t be sure of the same for variable age.;[Boxplots,Histograms]
Outliers seem to be a problem in the dataset.;[Boxplots,Histograms]
Variable hours-per-week shows a high number of outlier values.;[Boxplots,Histograms]
Variable capital-loss shows a high number of outlier values.;[Boxplots,Histograms]
Variable capital-gain shows a high number of outlier values.;[Boxplots,Histograms]
Variable educational-num shows a high number of outlier values.;[Boxplots,Histograms]
Variable fnlwgt shows a high number of outlier values.;[Boxplots,Histograms]
Variable age shows a high number of outlier values.;[Boxplots,Histograms]
Variable hours-per-week shows some outlier values.;[Boxplots,Histograms]
Variable capital-loss shows some outlier values.;[Boxplots,Histograms]
Variable capital-gain shows some outlier values.;[Boxplots,Histograms]
Variable educational-num shows some outlier values.;[Boxplots,Histograms]
Variable fnlwgt shows some outlier values.;[Boxplots,Histograms]
Variable age shows some outlier values.;[Boxplots,Histograms]
Variable hours-per-week doesn’t have any outliers.;[Boxplots,Histograms]
Variable capital-loss doesn’t have any outliers.;[Boxplots,Histograms]
Variable capital-gain doesn’t have any outliers.;[Boxplots,Histograms]
Variable educational-num doesn’t have any outliers.;[Boxplots,Histograms]
Variable fnlwgt doesn’t have any outliers.;[Boxplots,Histograms]
Variable age doesn’t have any outliers.;[Boxplots,Histograms]
Variable hours-per-week presents some outliers.;[Boxplots,Histograms]
Variable capital-loss presents some outliers.;[Boxplots,Histograms]
Variable capital-gain presents some outliers.;[Boxplots,Histograms]
Variable educational-num presents some outliers.;[Boxplots,Histograms]
Variable fnlwgt presents some outliers.;[Boxplots,Histograms]
Variable age presents some outliers.;[Boxplots,Histograms]
The histograms presented show a large number of outliers for most of the numeric variables.;[Boxplots,Histograms]
The boxplots presented show a large number of outliers for most of the numeric variables.;[Boxplots,Histograms]
The existence of outliers is one of the problems to tackle in this dataset.;[Boxplots,Histograms]
Variable income is a false predictor.;[Description]
Variable native-country is a false predictor.;[Description]
Variable hours-per-week is a false predictor.;[Description]
Variable capital-loss is a false predictor.;[Description]
Variable capital-gain is a false predictor.;[Description]
Variable gender is a false predictor.;[Description]
Variable race is a false predictor.;[Description]
Variable relationship is a false predictor.;[Description]
Variable occupation is a false predictor.;[Description]
Variable marital-status is a false predictor.;[Description]
Variable educational-num is a false predictor.;[Description]
Variable education is a false predictor.;[Description]
Variable fnlwgt is a false predictor.;[Description]
Variable workclass is a false predictor.;[Description]
Variable age is a false predictor.;[Description]
One of the variables capital-loss or hours-per-week can be discarded without losing information.;[Correlation heatmap]
One of the variables capital-gain or hours-per-week can be discarded without losing information.;[Correlation heatmap]
One of the variables educational-num or hours-per-week can be discarded without losing information.;[Correlation heatmap]
One of the variables fnlwgt or hours-per-week can be discarded without losing information.;[Correlation heatmap]
One of the variables age or hours-per-week can be discarded without losing information.;[Correlation heatmap]
One of the variables hours-per-week or capital-loss can be discarded without losing information.;[Correlation heatmap]
One of the variables capital-gain or capital-loss can be discarded without losing information.;[Correlation heatmap]
One of the variables educational-num or capital-loss can be discarded without losing information.;[Correlation heatmap]
One of the variables fnlwgt or capital-loss can be discarded without losing information.;[Correlation heatmap]
One of the variables age or capital-loss can be discarded without losing information.;[Correlation heatmap]
One of the variables hours-per-week or capital-gain can be discarded without losing information.;[Correlation heatmap]
One of the variables capital-loss or capital-gain can be discarded without losing information.;[Correlation heatmap]
One of the variables educational-num or capital-gain can be discarded without losing information.;[Correlation heatmap]
One of the variables fnlwgt or capital-gain can be discarded without losing information.;[Correlation heatmap]
One of the variables age or capital-gain can be discarded without losing information.;[Correlation heatmap]
One of the variables hours-per-week or educational-num can be discarded without losing information.;[Correlation heatmap]
One of the variables capital-loss or educational-num can be discarded without losing information.;[Correlation heatmap]
One of the variables capital-gain or educational-num can be discarded without losing information.;[Correlation heatmap]
One of the variables fnlwgt or educational-num can be discarded without losing information.;[Correlation heatmap]
One of the variables age or educational-num can be discarded without losing information.;[Correlation heatmap]
One of the variables hours-per-week or fnlwgt can be discarded without losing information.;[Correlation heatmap]
One of the variables capital-loss or fnlwgt can be discarded without losing information.;[Correlation heatmap]
One of the variables capital-gain or fnlwgt can be discarded without losing information.;[Correlation heatmap]
One of the variables educational-num or fnlwgt can be discarded without losing information.;[Correlation heatmap]
One of the variables age or fnlwgt can be discarded without losing information.;[Correlation heatmap]
One of the variables hours-per-week or age can be discarded without losing information.;[Correlation heatmap]
One of the variables capital-loss or age can be discarded without losing information.;[Correlation heatmap]
One of the variables capital-gain or age can be discarded without losing information.;[Correlation heatmap]
One of the variables educational-num or age can be discarded without losing information.;[Correlation heatmap]
One of the variables fnlwgt or age can be discarded without losing information.;[Correlation heatmap]
Variables occupation and gender are redundant, but we can’t say the same for the pair workclass and capital-loss.;[Correlation heatmap]
Variables occupation and gender are redundant, but we can’t say the same for the pair education and hours-per-week.;[Correlation heatmap]
Variables education and relationship are redundant, but we can’t say the same for the pair race and capital-loss.;[Correlation heatmap]
Variables fnlwgt and occupation are redundant, but we can’t say the same for the pair marital-status and race.;[Correlation heatmap]
Variables age and race are redundant, but we can’t say the same for the pair occupation and native-country.;[Correlation heatmap]
Variables relationship and race are redundant, but we can’t say the same for the pair educational-num and marital-status.;[Correlation heatmap]
Variables education and marital-status are redundant, but we can’t say the same for the pair relationship and gender.;[Correlation heatmap]
Variables workclass and fnlwgt are redundant, but we can’t say the same for the pair marital-status and gender.;[Correlation heatmap]
Variables occupation and capital-loss are redundant, but we can’t say the same for the pair age and gender.;[Correlation heatmap]
Variables workclass and education are redundant, but we can’t say the same for the pair age and race.;[Correlation heatmap]
Variables educational-num and occupation are redundant, but we can’t say the same for the pair marital-status and hours-per-week.;[Correlation heatmap]
Variables age and occupation are redundant, but we can’t say the same for the pair marital-status and capital-loss.;[Correlation heatmap]
Variables occupation and capital-loss are redundant, but we can’t say the same for the pair relationship and native-country.;[Correlation heatmap]
Variables gender and capital-gain are redundant, but we can’t say the same for the pair education and occupation.;[Correlation heatmap]
Variables workclass and race are redundant, but we can’t say the same for the pair marital-status and native-country.;[Correlation heatmap]
Variables race and hours-per-week are redundant, but we can’t say the same for the pair relationship and capital-loss.;[Correlation heatmap]
Variables educational-num and capital-gain are redundant, but we can’t say the same for the pair relationship and native-country.;[Correlation heatmap]
Variables workclass and native-country are redundant, but we can’t say the same for the pair age and marital-status.;[Correlation heatmap]
Variables education and occupation are redundant, but we can’t say the same for the pair workclass and educational-num.;[Correlation heatmap]
Variables education and occupation are redundant, but we can’t say the same for the pair workclass and capital-loss.;[Correlation heatmap]
Variables occupation and native-country are redundant, but we can’t say the same for the pair education and relationship.;[Correlation heatmap]
Variables race and capital-gain are redundant, but we can’t say the same for the pair age and native-country.;[Correlation heatmap]
Variables workclass and hours-per-week are redundant, but we can’t say the same for the pair gender and native-country.;[Correlation heatmap]
Variables education and gender are redundant, but we can’t say the same for the pair capital-gain and hours-per-week.;[Correlation heatmap]
Variables fnlwgt and education are redundant, but we can’t say the same for the pair workclass and occupation.;[Correlation heatmap]
Variables marital-status and gender are redundant, but we can’t say the same for the pair occupation and hours-per-week.;[Correlation heatmap]
Variables capital-gain and hours-per-week are redundant, but we can’t say the same for the pair fnlwgt and race.;[Correlation heatmap]
Variables fnlwgt and educational-num are redundant, but we can’t say the same for the pair relationship and capital-loss.;[Correlation heatmap]
Variables age and relationship are redundant, but we can’t say the same for the pair capital-gain and hours-per-week.;[Correlation heatmap]
Variables workclass and race are redundant, but we can’t say the same for the pair fnlwgt and occupation.;[Correlation heatmap]
Variables occupation and capital-gain are redundant, but we can’t say the same for the pair fnlwgt and marital-status.;[Correlation heatmap]
Variables fnlwgt and hours-per-week are redundant, but we can’t say the same for the pair relationship and capital-gain.;[Correlation heatmap]
Variables race and native-country are redundant, but we can’t say the same for the pair education and educational-num.;[Correlation heatmap]
Variables gender and native-country are redundant, but we can’t say the same for the pair education and educational-num.;[Correlation heatmap]
Variables workclass and capital-gain are redundant, but we can’t say the same for the pair capital-loss and hours-per-week.;[Correlation heatmap]
Variables race and capital-loss are redundant, but we can’t say the same for the pair workclass and native-country.;[Correlation heatmap]
Variables workclass and fnlwgt are redundant, but we can’t say the same for the pair capital-loss and hours-per-week.;[Correlation heatmap]
Variables race and hours-per-week are redundant, but we can’t say the same for the pair educational-num and gender.;[Correlation heatmap]
Variables fnlwgt and occupation are redundant, but we can’t say the same for the pair relationship and capital-gain.;[Correlation heatmap]
Variables education and race are redundant, but we can’t say the same for the pair workclass and hours-per-week.;[Correlation heatmap]
Variables age and race are redundant, but we can’t say the same for the pair education and native-country.;[Correlation heatmap]
Variables education and marital-status are redundant, but we can’t say the same for the pair educational-num and race.;[Correlation heatmap]
Variables education and educational-num are redundant, but we can’t say the same for the pair age and hours-per-week.;[Correlation heatmap]
Variables educational-num and capital-loss are redundant, but we can’t say the same for the pair occupation and relationship.;[Correlation heatmap]
Variables occupation and hours-per-week are redundant, but we can’t say the same for the pair fnlwgt and educational-num.;[Correlation heatmap]
Variables marital-status and occupation are redundant, but we can’t say the same for the pair fnlwgt and relationship.;[Correlation heatmap]
Variables education and hours-per-week are redundant, but we can’t say the same for the pair occupation and capital-gain.;[Correlation heatmap]
Variables workclass and marital-status are redundant, but we can’t say the same for the pair age and fnlwgt.;[Correlation heatmap]
Variables age and marital-status are redundant, but we can’t say the same for the pair workclass and capital-loss.;[Correlation heatmap]
Variables race and hours-per-week are redundant, but we can’t say the same for the pair age and workclass.;[Correlation heatmap]
Variables occupation and race are redundant, but we can’t say the same for the pair education and educational-num.;[Correlation heatmap]
Variables age and marital-status are redundant, but we can’t say the same for the pair educational-num and gender.;[Correlation heatmap]
Variables educational-num and occupation are redundant, but we can’t say the same for the pair marital-status and relationship.;[Correlation heatmap]
Variables race and gender are redundant, but we can’t say the same for the pair age and education.;[Correlation heatmap]
Variables marital-status and hours-per-week are redundant, but we can’t say the same for the pair age and capital-gain.;[Correlation heatmap]
Variables educational-num and race are redundant, but we can’t say the same for the pair workclass and relationship.;[Correlation heatmap]
Variables workclass and hours-per-week are redundant, but we can’t say the same for the pair education and relationship.;[Correlation heatmap]
Variables race and hours-per-week are redundant, but we can’t say the same for the pair age and education.;[Correlation heatmap]
Variables workclass and race are redundant, but we can’t say the same for the pair marital-status and capital-gain.;[Correlation heatmap]
Variables education and capital-loss are redundant, but we can’t say the same for the pair age and hours-per-week.;[Correlation heatmap]
Variables fnlwgt and education are redundant, but we can’t say the same for the pair occupation and hours-per-week.;[Correlation heatmap]
Variables occupation and hours-per-week are redundant, but we can’t say the same for the pair marital-status and race.;[Correlation heatmap]
Variables relationship and hours-per-week are redundant, but we can’t say the same for the pair age and workclass.;[Correlation heatmap]
Variables occupation and capital-loss are redundant, but we can’t say the same for the pair education and educational-num.;[Correlation heatmap]
Variables gender and capital-gain are redundant, but we can’t say the same for the pair educational-num and occupation.;[Correlation heatmap]
Variables workclass and hours-per-week are redundant, but we can’t say the same for the pair race and native-country.;[Correlation heatmap]
Variables workclass and gender are redundant, but we can’t say the same for the pair marital-status and capital-gain.;[Correlation heatmap]
Variables workclass and race are redundant, but we can’t say the same for the pair relationship and capital-gain.;[Correlation heatmap]
Variables workclass and capital-gain are redundant, but we can’t say the same for the pair occupation and capital-loss.;[Correlation heatmap]
Variables workclass and occupation are redundant, but we can’t say the same for the pair fnlwgt and relationship.;[Correlation heatmap]
Variables workclass and native-country are redundant, but we can’t say the same for the pair age and relationship.;[Correlation heatmap]
Variables gender and capital-loss are redundant, but we can’t say the same for the pair marital-status and occupation.;[Correlation heatmap]
Variables workclass and occupation are redundant, but we can’t say the same for the pair gender and hours-per-week.;[Correlation heatmap]
Variables marital-status and native-country are redundant, but we can’t say the same for the pair educational-num and occupation.;[Correlation heatmap]
Variables race and capital-gain are redundant, but we can’t say the same for the pair age and fnlwgt.;[Correlation heatmap]
Variables race and capital-gain are redundant, but we can’t say the same for the pair workclass and hours-per-week.;[Correlation heatmap]
Variables gender and native-country are redundant, but we can’t say the same for the pair capital-gain and capital-loss.;[Correlation heatmap]
Variables age and marital-status are redundant, but we can’t say the same for the pair workclass and occupation.;[Correlation heatmap]
Variables age and capital-gain are redundant, but we can’t say the same for the pair marital-status and occupation.;[Correlation heatmap]
Variables fnlwgt and relationship are redundant, but we can’t say the same for the pair educational-num and race.;[Correlation heatmap]
Variables occupation and race are redundant, but we can’t say the same for the pair marital-status and relationship.;[Correlation heatmap]
Variables workclass and hours-per-week are redundant, but we can’t say the same for the pair occupation and native-country.;[Correlation heatmap]
Variables age and race are redundant, but we can’t say the same for the pair occupation and gender.;[Correlation heatmap]
Variables capital-loss and native-country are redundant, but we can’t say the same for the pair age and hours-per-week.;[Correlation heatmap]
Variables educational-num and relationship are redundant, but we can’t say the same for the pair workclass and occupation.;[Correlation heatmap]
Variables workclass and fnlwgt are redundant, but we can’t say the same for the pair education and capital-gain.;[Correlation heatmap]
Variables fnlwgt and capital-gain are redundant, but we can’t say the same for the pair race and native-country.;[Correlation heatmap]
Variables workclass and capital-loss are redundant, but we can’t say the same for the pair fnlwgt and hours-per-week.;[Correlation heatmap]
Variables workclass and race are redundant, but we can’t say the same for the pair relationship and hours-per-week.;[Correlation heatmap]
Variables education and capital-loss are redundant, but we can’t say the same for the pair marital-status and occupation.;[Correlation heatmap]
Variables workclass and relationship are redundant, but we can’t say the same for the pair age and capital-gain.;[Correlation heatmap]
Variables workclass and education are redundant, but we can’t say the same for the pair age and hours-per-week.;[Correlation heatmap]
Variables marital-status and native-country are redundant, but we can’t say the same for the pair workclass and educational-num.;[Correlation heatmap]
Variables occupation and hours-per-week are redundant, but we can’t say the same for the pair fnlwgt and capital-loss.;[Correlation heatmap]
Variables age and native-country are redundant, but we can’t say the same for the pair workclass and fnlwgt.;[Correlation heatmap]
Variables age and relationship are redundant, but we can’t say the same for the pair marital-status and gender.;[Correlation heatmap]
Variables fnlwgt and education are redundant, but we can’t say the same for the pair educational-num and capital-loss.;[Correlation heatmap]
Variables education and occupation are redundant, but we can’t say the same for the pair educational-num and capital-loss.;[Correlation heatmap]
Variables workclass and gender are redundant, but we can’t say the same for the pair fnlwgt and occupation.;[Correlation heatmap]
Variables capital-loss and native-country are redundant, but we can’t say the same for the pair education and race.;[Correlation heatmap]
Variables marital-status and relationship are redundant, but we can’t say the same for the pair age and capital-loss.;[Correlation heatmap]
Variables relationship and capital-gain are redundant, but we can’t say the same for the pair race and hours-per-week.;[Correlation heatmap]
Variables educational-num and race are redundant, but we can’t say the same for the pair relationship and gender.;[Correlation heatmap]
Variables fnlwgt and education are redundant, but we can’t say the same for the pair relationship and gender.;[Correlation heatmap]
Variables marital-status and capital-loss are redundant, but we can’t say the same for the pair educational-num and occupation.;[Correlation heatmap]
Variables workclass and capital-gain are redundant, but we can’t say the same for the pair age and native-country.;[Correlation heatmap]
Variables race and native-country are redundant, but we can’t say the same for the pair fnlwgt and gender.;[Correlation heatmap]
Variables workclass and occupation are redundant, but we can’t say the same for the pair fnlwgt and gender.;[Correlation heatmap]
Variables race and capital-loss are redundant, but we can’t say the same for the pair education and gender.;[Correlation heatmap]
Variables age and marital-status are redundant, but we can’t say the same for the pair education and educational-num.;[Correlation heatmap]
Variables race and capital-gain are redundant, but we can’t say the same for the pair gender and native-country.;[Correlation heatmap]
Variables age and fnlwgt are redundant, but we can’t say the same for the pair relationship and native-country.;[Correlation heatmap]
Variables gender and hours-per-week are redundant, but we can’t say the same for the pair age and race.;[Correlation heatmap]
Variables fnlwgt and capital-gain are redundant, but we can’t say the same for the pair education and race.;[Correlation heatmap]
Variables fnlwgt and native-country are redundant, but we can’t say the same for the pair workclass and marital-status.;[Correlation heatmap]
Variables relationship and capital-loss are redundant, but we can’t say the same for the pair education and race.;[Correlation heatmap]
Variables educational-num and relationship are redundant, but we can’t say the same for the pair marital-status and capital-gain.;[Correlation heatmap]
Variables age and capital-loss are redundant, but we can’t say the same for the pair occupation and capital-gain.;[Correlation heatmap]
Variables education and native-country are redundant, but we can’t say the same for the pair workclass and occupation.;[Correlation heatmap]
Variables fnlwgt and capital-gain are redundant, but we can’t say the same for the pair age and workclass.;[Correlation heatmap]
Variables educational-num and native-country are redundant, but we can’t say the same for the pair race and hours-per-week.;[Correlation heatmap]
Variables education and native-country are redundant, but we can’t say the same for the pair fnlwgt and marital-status.;[Correlation heatmap]
Variables age and race are redundant, but we can’t say the same for the pair relationship and native-country.;[Correlation heatmap]
Variables workclass and capital-gain are redundant, but we can’t say the same for the pair capital-loss and native-country.;[Correlation heatmap]
Variables occupation and capital-gain are redundant, but we can’t say the same for the pair education and hours-per-week.;[Correlation heatmap]
Variables gender and capital-gain are redundant, but we can’t say the same for the pair education and capital-loss.;[Correlation heatmap]
Variables education and native-country are redundant, but we can’t say the same for the pair workclass and hours-per-week.;[Correlation heatmap]
Variables workclass and gender are redundant, but we can’t say the same for the pair educational-num and marital-status.;[Correlation heatmap]
Variables marital-status and hours-per-week are redundant, but we can’t say the same for the pair education and educational-num.;[Correlation heatmap]
Variables fnlwgt and education are redundant, but we can’t say the same for the pair relationship and hours-per-week.;[Correlation heatmap]
Variables age and native-country are redundant, but we can’t say the same for the pair fnlwgt and capital-loss.;[Correlation heatmap]
Variables occupation and relationship are redundant, but we can’t say the same for the pair hours-per-week and native-country.;[Correlation heatmap]
Variables age and gender are redundant, but we can’t say the same for the pair fnlwgt and race.;[Correlation heatmap]
Variables educational-num and native-country are redundant, but we can’t say the same for the pair occupation and race.;[Correlation heatmap]
Variables fnlwgt and hours-per-week are redundant, but we can’t say the same for the pair age and native-country.;[Correlation heatmap]
Variables fnlwgt and capital-gain are redundant, but we can’t say the same for the pair educational-num and marital-status.;[Correlation heatmap]
Variables fnlwgt and education are redundant, but we can’t say the same for the pair educational-num and occupation.;[Correlation heatmap]
Variables age and workclass are redundant, but we can’t say the same for the pair occupation and hours-per-week.;[Correlation heatmap]
Variables relationship and race are redundant, but we can’t say the same for the pair fnlwgt and occupation.;[Correlation heatmap]
Variables gender and native-country are redundant, but we can’t say the same for the pair workclass and capital-gain.;[Correlation heatmap]
Variables capital-loss and hours-per-week are redundant, but we can’t say the same for the pair age and capital-gain.;[Correlation heatmap]
Variables education and educational-num are redundant, but we can’t say the same for the pair age and marital-status.;[Correlation heatmap]
Variables capital-gain and hours-per-week are redundant, but we can’t say the same for the pair educational-num and capital-loss.;[Correlation heatmap]
Variables educational-num and relationship are redundant, but we can’t say the same for the pair age and occupation.;[Correlation heatmap]
Variables gender and capital-loss are redundant, but we can’t say the same for the pair workclass and occupation.;[Correlation heatmap]
Variables race and capital-loss are redundant, but we can’t say the same for the pair marital-status and native-country.;[Correlation heatmap]
Variables educational-num and capital-gain are redundant, but we can’t say the same for the pair education and capital-loss.;[Correlation heatmap]
Variables occupation and relationship are redundant, but we can’t say the same for the pair race and capital-gain.;[Correlation heatmap]
Variables capital-gain and native-country are redundant, but we can’t say the same for the pair educational-num and relationship.;[Correlation heatmap]
Variables age and marital-status are redundant, but we can’t say the same for the pair education and occupation.;[Correlation heatmap]
Variables marital-status and occupation are redundant, but we can’t say the same for the pair race and hours-per-week.;[Correlation heatmap]
Variables occupation and gender are redundant, but we can’t say the same for the pair marital-status and capital-loss.;[Correlation heatmap]
Variables educational-num and capital-loss are redundant, but we can’t say the same for the pair marital-status and capital-gain.;[Correlation heatmap]
Variables fnlwgt and occupation are redundant, but we can’t say the same for the pair age and capital-gain.;[Correlation heatmap]
Variables workclass and marital-status are redundant, but we can’t say the same for the pair occupation and relationship.;[Correlation heatmap]
Variables fnlwgt and relationship are redundant, but we can’t say the same for the pair occupation and capital-gain.;[Correlation heatmap]
Variables marital-status and race are redundant, but we can’t say the same for the pair workclass and capital-loss.;[Correlation heatmap]
Variables relationship and gender are redundant, but we can’t say the same for the pair race and capital-gain.;[Correlation heatmap]
Variables marital-status and occupation are redundant, but we can’t say the same for the pair age and gender.;[Correlation heatmap]
Variables race and capital-loss are redundant, but we can’t say the same for the pair fnlwgt and relationship.;[Correlation heatmap]
