Id,Chart,Question,Answer
39,Titanic_overfitting_knn.png,KNN with 7 neighbour is in overfitting.,T
40,Titanic_overfitting_decision_tree.png,We are able to identify the existence of overfitting for decision tree models with more than 3 nodes of depth.,F
41,Titanic_overfitting_dt_acc_rec.png,The difference between recall and accuracy becomes smaller with the depth due to the overfitting phenomenon.,F
42,Titanic_pca.png,Using the first 4 principal components would imply an error between 5 and 20%.,F
43,Titanic_correlation_heatmap.png,The intrinsic dimensionality of this dataset is 2.,F
44,Titanic_boxplots.png,"Multiplying ratio and Boolean variables by 100, and variables with a range between 0 and 10 by 10, would have an impact similar to other scaling transformations.",F
45,Titanic_histograms_symbolic.png,"All variables, but the class, should be dealt with as numeric.",F
46,Titanic_nr_records_nr_variables.png,We face the curse of dimensionality when training a classifier with this dataset.,F
47,apple_quality_decision_tree.png,The number of True Positives is lower than the number of False Negatives for the presented tree.,T
48,apple_quality_overfitting_mlp.png,We are able to identify the existence of overfitting for MLP models trained longer than 700 episodes.,F
49,apple_quality_overfitting_knn.png,We are able to identify the existence of overfitting for KNN models with less than 3 neighbors.,T
50,apple_quality_overfitting_dt_acc_rec.png,The difference between recall and accuracy becomes smaller with the depth due to the overfitting phenomenon.,F
51,apple_quality_pca.png,The first 3 principal components are enough for explaining half the data variance.,T
52,apple_quality_correlation_heatmap.png,The variable Juiciness can be discarded without risking losing information.,T
53,apple_quality_boxplots.png,Scaling this dataset would be mandatory to improve the results with distance-based methods.,F
54,apple_quality_class_histogram.png,Balancing this dataset would be mandatory to improve the results.,F
55,apple_quality_nr_records_nr_variables.png,We face the curse of dimensionality when training a classifier with this dataset.,F
56,apple_quality_histograms_numeric.png,The histograms presented show a large number of outliers for most of the numeric variables.,F
57,Employee_decision_tree.png,"Considering that A=True<=>[JoiningYear <= 2017.5] and B=True<=>[ExperienceInCurrentDomain <= 3.5], it is possible to state that KNN algorithm classifies (A, not B) as 0 for any k ≤ 471.",T
58,Employee_overfitting_knn.png,KNN with more than 7 neighbours is in overfitting.,F
59,Employee_overfitting_dt_acc_rec.png,We are able to identify the existence of overfitting for decision tree models with more than 3 nodes of depth.,F
60,Employee_pca.png,The first 2 principal components are enough for explaining half the data variance.,T
61,Employee_correlation_heatmap.png,Variable JoiningYear seems to be important for the majority of mining tasks.,F
62,Employee_boxplots.png,The boxplots presented show a large number of outliers for most of the analysed variables.,F
63,Employee_histograms_symbolic.png,"Given the usual semantics of Gender variable, dummification would have been a better codification.",F
64,Employee_class_histogram.png,Balancing this dataset would be mandatory to improve the results.,T
65,Employee_histograms_numeric.png,"A scaling transformation is mandatory, in order to improve the  KNN performance in this dataset.",T
66,smoking_drinking_overfitting_mlp.png,"The data chart suggests that MLP models begin to overfit after a certain number of iterations, which is not explicitly indicated in the chart but can be inferred.",F
67,smoking_drinking_overfitting_gb.png,The gradient boosting model's accuracy reaches a plateau and then decreases beyond approximately 1000 estimatorsdue to overfitting.,F
68,smoking_drinking_overfitting_knn.png,"The accuracy of KNN increases with the number of neighbors up to a certain point, beyond which it starts to overfit the data. Specifically, overfitting begins around 13 or more neighbors.",F
69,smoking_drinking_overfitting_decision_tree.png,"According to the decision tree overfitting chart, a tree with a max depth greater than the point where accuracy on the training data starts decreasing is in overfitting.",F
70,smoking_drinking_overfitting_dt_acc_rec.png," The performance of both accuracy and recall increases with the max depth up to a point, but beyond that, the model begins to overfit, resulting in a decrease in accuracy and an unstable recall.",F
71,smoking_drinking_pca.png, The bar chart reveals that the first 12 principal components together explain 100.0% of the data variance.,T
72,BankNoteAuthentication_overfitting_knn.png," KNN exhibits overfitting when the number of neighbors is greater than 5, as indicated by the decreasing accuracy on the chart.",F
73,BankNoteAuthentication_overfitting_decision_tree.png,"According to the multi-line chart, the decision tree exhibits increasing overfitting as the max depth increases, reaching high accuracy levels but eventually leading to overfitting beyond a max depth of approximately 15.",F
74,BankNoteAuthentication_overfitting_dt_acc_rec.png,"The performance of both accuracy and recall increase as the max depth of the decision tree increases, but the extent of the increase in accuracy contrasts the decrease in recall, indicating overfitting.",F
75,BankNoteAuthentication_pca.png,The four principal components collectively explain a significant proportion of the variance in the data.,T
76,Iris_overfitting_mlp.png,The MLP model shows signs of overfitting after approximately 800 iterations.,F
77,Iris_overfitting_rf.png,"The random forest model's accuracy increases as the number of estimators grows, but it eventually reaches a plateau and starts to decrease due to overfitting.",F
78,Iris_overfitting_knn.png, KNN shows overfitting when the number of neighbors is greater than 17.,F
79,Iris_overfitting_decision_tree.png,"According to the given chart, the decision tree exhibits increasing accuracy with max depth up to a certain point, after which accuracy starts decreasing, indicating overfitting.",F
80,Iris_pca.png, The bar chart illustrates the percentage of total data variance explained by each of the four principal components.,T
81,phone_overfitting_mlp.png,The MLP model shows increasing accuracy but also signs of overfitting past 800 iterations.,F
82,phone_overfitting_gb.png,The gradient boosting model displays increasing accuracy but also higher overfitting as the number of estimators exceeds 500.,F
83,phone_overfitting_rf.png,"The accuracy of Random Forests continuously increases as the number of estimators goes up, but eventually it plateaus and then starts decreasing due to overfitting.",F
84,phone_overfitting_knn.png,KNN is not overfitting until the number of neighbors is greater than 15.,F
85,phone_overfitting_decision_tree.png,"According to the chart, the decision tree exhibits increasing accuracy with max depth up to a certain point, beyond which the accuracy starts to decrease, indicating overfitting.",F
86,phone_pca.png,The first 12 principal components collectively explain 100% of the data variance.,T
87,Titanic_overfitting_gb.png,Gradient boosting models display clear signs of overfitting with more than 1000 estimators.,T
88,Titanic_overfitting_rf.png,"The accuracy of Random Forests increases as the number of estimators grows, but at a certain point, the model begins to overfit, resulting in a decrease in accuracy.",F
89,Titanic_overfitting_knn.png,"KNN is overfitting for values of k greater than the optimal number, which is not explicitly stated in the chart but can be identified as the point where the accuracy starts to plateau or decreases slightly.",F
90,Titanic_overfitting_decision_tree.png,"According to the chart, the decision tree shows increasing accuracy with max depth up to a certain point, after which accuracy begins to decrease, indicating overfitting.",T
91,Titanic_overfitting_dt_acc_rec.png,"The performance of both accuracy and recall increases as the max depth of the decision tree increases, but the trend of each metric may differ and the gap between them may narrow down at larger depths due to overfitting.",T
92,Titanic_pca.png,"Based on the given data chart, the six principal components together explain 100.0% of the data variance.",T
93,apple_quality_overfitting_mlp.png,"We can observe that the accuracy of the MLP model continues to increase beyond 500 iterations, indicating overfitting.",F
94,apple_quality_overfitting_rf.png,"The accuracy of Random Forests continues to increase as the number of estimators goes up, but at a decreasing rate, eventually reaching a plateau, indicating the model is Overfitting.",F
95,apple_quality_overfitting_knn.png, KNN shows overfitting for values of neighbors greater than 17.,F
96,apple_quality_overfitting_dt_acc_rec.png," The performance of both accuracy and recall increases with max depth up to a certain point, after which overfitting causes a significant decrease in both metrics.",F
97,apple_quality_pca.png,The seven principal components together explain a significant proportion of the variance in the data.,F
98,Employee_overfitting_knn.png," The accuracy of K-Nearest Neighbors (KNN) increases as the number of neighbors grows, up until a point where it begins to overfit the data, around 13 or more neighbors.",F
99,Employee_overfitting_decision_tree.png," The decision tree chart indicates an increasing accuracy as the max depth increases up to a point, after which accuracy starts to decrease, suggesting overfitting.",T
100,Employee_overfitting_dt_acc_rec.png," The performance of both accuracy and recall shows increasing variability with an increasing max depth, indicating the decision tree is overfitting the data.",F
101,smoking_drinking_decision_tree.png,The number of False Positives is higher than the number of False Negatives for the presented tree.,T
102,smoking_drinking_overfitting_knn.png,KNN with more than 13 neighbors is in overfitting.,F
103,smoking_drinking_overfitting_decision_tree.png,The overfitting in the decision tree chart increases with depth.,T
104,smoking_drinking_overfitting_dt_acc_rec.png,The difference between accuracy and recall increases as the max depth of the decision tree increases due to overfitting.,F
105,smoking_drinking_pca.png,The first two principal components explain more variance than the last two principal components.,T
106,smoking_drinking_correlation_heatmap.png,The variable weight and BLDS are redundant in this dataset.,F
107,smoking_drinking_histograms_symbolic.png,The variable 'sex' can be seen as binary for this data chart description.,T
108,smoking_drinking_histograms_numeric.png,'The variable LDL_chole shows some outlier values.',F
109,BankNoteAuthentication_overfitting_decision_tree.png,The decision tree starts overfitting for depths above 20.,F
110,BankNoteAuthentication_correlation_heatmap.png,"'Variables entropy and curtosis are redundant, but we can’t say the same for the pair variance and skewness.'",F
111,BankNoteAuthentication_boxplots.png,The boxplots suggest that variable curtosis has outliers.,T
112,BankNoteAuthentication_histograms_numeric.png,The variable skewness doesn't have any outliers.,F
113,Iris_overfitting_mlp.png,Overfitting in the MLP model worsens as the number of iterations increases past a certain point.,F
114,Iris_overfitting_gb.png,"The accuracy decreases as the number of estimators in the gradient boosting model increases, indicating overfitting.",F
115,Iris_overfitting_rf.png,"The chart shows that as the number of estimators increases, the accuracy also increases, indicating a typical case of overfitting.",F
116,Iris_overfitting_knn.png,KNN with more than 23 neighbors is in overfitting.,F
117,Iris_overfitting_decision_tree.png,"According to the chart, as the decision tree depth increases, the accuracy also increases.",F
118,Iris_pca.png,The sum of the explained variance ratios of the 4 principal components should be equal to 1.,F
119,Iris_correlation_heatmap.png,'The variable PetalWidthCm can be discarded without risking losing information.',T
120,Iris_boxplots.png,'Those boxplots show that the data is not normalized.',T
121,Iris_histograms_numeric.png,The variable PetalWidthCm can be seen as ordinal.,F
122,phone_overfitting_mlp.png,It is possible to observe overfitting in MLP models after a large number of iterations.,F
123,phone_overfitting_gb.png,"As the number of estimators increases, the accuracy of the model decreases due to overfitting.",F
124,phone_overfitting_rf.png,"The accuracy of the random forest model decreases as the number of estimators increases, indicating potential overfitting.",F
125,phone_overfitting_knn.png,KNN is in overfitting for k less than 13.,T
126,phone_overfitting_decision_tree.png,The chart illustrates that the decision tree begins to overfit at a max depth of 10.,F
127,phone_pca.png,The second principal component explains more data variance than the fourth principal component.,T
128,phone_boxplots.png,Variable px_height shows some outlier values.,F
129,Titanic_decision_tree.png,"The variable Parch discriminates between the target values, as shown in the decision tree.",T
130,Titanic_overfitting_mlp.png,Overfitting occurs in the MLP model as the number of iterations increases beyond a certain point.,F
131,Titanic_overfitting_gb.png,The accuracy of the gradient boosting model decreases as the number of estimators increases from 2 to 2002.,F
132,Titanic_overfitting_knn.png,KNN is in overfitting for k larger than 13.,F
133,Titanic_overfitting_decision_tree.png,"""The chart shows that the decision tree accuracy continues to increase as the max depth increases.""",F
134,Titanic_histograms_symbolic.png,"The variable 'Embarked' is categorical, so it should be encoded using one-hot encoding.",F
135,Titanic_mv.png,Removing all records with missing values for 'Embarked' variable would result in losing more information than removing the variable itself.,F
136,Titanic_histograms_numeric.png,The variable Fare can be seen as ordinal without losing information.,F
137,apple_quality_overfitting_mlp.png,The overfitting on the MLP model is visible on the chart.,F
138,apple_quality_overfitting_rf.png,The overfitting of random forest models increases as the number of estimators increases from 2 to 2002.,F
139,apple_quality_overfitting_knn.png,"In the chart, KNN is in overfitting for k larger than 17.",F
140,apple_quality_overfitting_decision_tree.png,"In the multi-line chart showing the overfitting of a decision tree, the accuracy increases continuously as the max depth of the tree increases.",F
141,apple_quality_pca.png,The total explained variance ratio of the 7 principal components is equal to 1.,F
142,apple_quality_correlation_heatmap.png,"'Variables Juiciness and Crunchiness are redundant, but we can’t say the same for the pair Sweetness and Ripeness.'",F
143,apple_quality_histograms_numeric.png,The variable Size can be seen as ordinal without losing information.,F
144,Employee_decision_tree.png,The number of False Positives is higher than the number of False Negatives for the presented tree.,F
145,Employee_overfitting_mlp.png,Overfitting is observed in the multi-line chart for MLP models as the number of iterations increases.,F
146,Employee_overfitting_gb.png,The accuracy decreases as the number of estimators increases in the overfitting of gradient boosting model.,F
147,Employee_overfitting_knn.png,KNN with 1 neighbor is in overfitting.,F
148,Employee_overfitting_decision_tree.png,The chart illustrates that the decision tree starts overfitting after a depth of 10.,F
149,Employee_overfitting_dt_acc_rec.png,The accuracy increases with the depth while the recall decreases due to overfitting.,F
150,Employee_pca.png,The sum of the explained variance ratios of the 4 principal components is equal to 1.,T
151,Employee_boxplots.png,"Variable Age shows a high number of outlier values, based on the boxplots.",F
152,Employee_histograms_numeric.png,The variable PaymentTier can be seen as ordinal.,T
153,smoking_drinking_overfitting_mlp.png, The model begins to underfit after 800 iterations.,F
154,smoking_drinking_overfitting_gb.png, Gradient boosting with 1003 estimators is not overfitting the data.,T
155,smoking_drinking_overfitting_rf.png, Random forest is not affected by overfitting when using 2 estimators.,T
156,smoking_drinking_overfitting_decision_tree.png, The decision tree performs better when max depth is greater than 15.,F
157,smoking_drinking_overfitting_dt_acc_rec.png, The decision tree with a max depth of 15 shows better recall than the one with a max depth of 13.,F
158,smoking_drinking_pca.png, A component with an explained variance ratio of 0.5 has a greater explanatory power than the first principal component.,F
159,smoking_drinking_histograms_numeric.png, Height and weight have similar distributions.,F
160,BankNoteAuthentication_overfitting_rf.png, Random forest starts overfitting at approximately 250 estimators.,F
161,BankNoteAuthentication_overfitting_knn.png, The chart indicates that overfitting occurs with k-nearest neighbors starting from 10 neighbors.,F
162,BankNoteAuthentication_overfitting_decision_tree.png, The decision tree model reaches its optimal accuracy for max depth equal to 11.,F
163,BankNoteAuthentication_overfitting_dt_acc_rec.png,Max depth of 10 is best for both accuracy and recall.,F
164,BankNoteAuthentication_pca.png, The second principal component explains less variance than the third principal component.,F
165,Iris_overfitting_mlp.png,The MLP model is not overfitting when 300 iterations are reached.,T
166,Iris_overfitting_rf.png, The random forest model with 201 estimators underfits the data.,T
167,Iris_overfitting_knn.png, The accuracy starts to decrease when the number of neighbors is greater than 12.,F
168,Iris_overfitting_decision_tree.png, The decision tree starts to overfit from a depth of 15.,F
169,Iris_pca.png, The first principal component explains more than 50% of the variance.,T
170,phone_overfitting_mlp.png, The model starts to underfit at around 750 iterations.,F
171,phone_overfitting_gb.png, The model is underfitting when 50 estimators are used.,F
172,phone_overfitting_decision_tree.png,The decision tree with max depth 12 shows the best performance.,F
173,phone_pca.png, The explained variance ratios of the first five principal components are higher than those of the last five principal components.,T
174,Titanic_pca.png, The fourth principal component explains 15% of the variance.,F
175,apple_quality_overfitting_decision_tree.png, The decision tree with a max depth of 10 is not overfitting the data.,T
176,apple_quality_pca.png, The first principal component explains more than 80% of the variance.,F
177,apple_quality_boxplots.png,Size has more outliers than other variables.,F
178,Employee_overfitting_mlp.png, The overfitting of the MLP starts after 600 iterations.,F
179,Employee_overfitting_gb.png, The model becomes underfitting after 850 estimators.,F
180,Employee_overfitting_knn.png, The accuracy is higher when k = 17 than when k = 13.,F
181,Employee_overfitting_decision_tree.png, Overfitting starts between a max depth of 15 to 20.,F
182,Employee_overfitting_dt_acc_rec.png, The decision tree model starts overfitting at a max depth of 7.,T
183,Employee_boxplots.png, There's no outlier on 'Age' variable.,T
184,smoking_drinking_overfitting_gb.png,We are able to identify the existence of overfitting for gradient boosting models with more than 502 estimators.,F
185,smoking_drinking_overfitting_rf.png,The random forests results shown can be explained by the fact that they are in overfitting.,F
186,smoking_drinking_pca.png,The first 4 principal components are enough for explaining half the data variance.,T
187,smoking_drinking_boxplots.png,Scaling this dataset would be mandatory to improve the results with distance-based methods.,T
188,smoking_drinking_histograms_numeric.png,At least 50 of the variables present outliers.,F
189,BankNoteAuthentication_decision_tree.png,"Considering that A=True<=>[skewness <= 5.16] and B=True<=>[curtosis <= 0.19], it is possible to verify that KNN algorithm classifies (not A, B) as 0 for any k ≤ 182.",T
190,BankNoteAuthentication_overfitting_rf.png,"Results for Random Forests identified as 3, can be explained by its estimators being in underfitting.",F
191,BankNoteAuthentication_histograms_numeric.png,The variable skewness doesn’t have any outliers.,F
192,Iris_overfitting_mlp.png,We are able to identify the existence of overfitting for MLP models trained longer than 700 episodes.,F
193,Iris_overfitting_rf.png,The random forests results shown can be explained by the absence of balance in the training set.,F
194,Iris_overfitting_knn.png,KNN with more than 17 neighbours is in overfitting.,F
195,Iris_overfitting_decision_tree.png,We are able to identify the existence of overfitting for decision tree models with more than 4 nodes of depth.,F
196,Iris_correlation_heatmap.png,The intrinsic dimensionality of this dataset is 2.,F
197,Iris_boxplots.png,The existence of outliers is one of the problems to tackle in this dataset.,T
198,Iris_nr_records_nr_variables.png,"Given the number of records and that some variables are numeric, we might be facing the curse of dimensionality.",F
199,Iris_histograms_numeric.png,At least 85 of the variables present outliers.,F
200,phone_overfitting_mlp.png,We are able to identify the existence of overfitting for MLP models trained longer than 500 episodes.,F
201,phone_overfitting_gb.png,We are able to identify the existence of overfitting for gradient boosting models with more than 502 estimators.,F
202,phone_overfitting_rf.png,The random forests results shown can be explained by the lack of diversity resulting from the number of features considered.,F
203,phone_overfitting_knn.png,KNN with more than 15 neighbours is in overfitting.,F
204,phone_overfitting_decision_tree.png,The decision tree is in overfitting for depths above 6.,F
205,phone_pca.png,The first 8 principal components are enough for explaining half the data variance.,T
206,phone_correlation_heatmap.png,The intrinsic dimensionality of this dataset is 4.,F
207,phone_boxplots.png,Scaling this dataset would be mandatory to improve the results with distance-based methods.,T
208,phone_histograms_numeric.png,"It is clear that variable px_width shows some outliers, but we can’t be sure of the same for variable sc_w.",F
209,Titanic_decision_tree.png,"As reported in the tree, the number of False Positive is smaller than the number of False Negatives.",T
210,Titanic_overfitting_mlp.png,We are able to identify the existence of overfitting for MLP models trained longer than 300 episodes.,F
211,Titanic_overfitting_gb.png,We are able to identify the existence of overfitting for gradient boosting models with more than 1002 estimators.,T
212,Titanic_overfitting_rf.png,We are able to identify the existence of overfitting for random forest models with more than 1502 estimators.,F
213,Titanic_overfitting_knn.png,KNN is in overfitting for k larger than 17.,F
214,Titanic_overfitting_dt_acc_rec.png,We are able to identify the existence of overfitting for decision tree models with more than 5 nodes of depth.,T
215,Titanic_pca.png,The first 2 principal components are enough for explaining half the data variance.,T
216,Titanic_correlation_heatmap.png,Removing variable SibSp might improve the training of decision trees .,F
217,Titanic_boxplots.png,The variable Age doesn’t have any outliers.,F
218,Titanic_class_histogram.png,Balancing this dataset would be mandatory to improve the results.,F
219,Titanic_histograms_numeric.png,Outliers seem to be a problem in the dataset.,T
220,apple_quality_overfitting_gb.png,Results for Gradient Boosting up to 1502 estimators can be explained by overfitting.,F
221,apple_quality_overfitting_rf.png,"Results for Random Forest identified as 3, may be explained by its estimators being in underfitting.",T
222,apple_quality_overfitting_knn.png,KNN with 5 neighbour is in overfitting.,T
223,apple_quality_overfitting_decision_tree.png,The decision tree is in overfitting for depths above 8.,T
224,apple_quality_overfitting_dt_acc_rec.png,The difference between recall and accuracy grows with the depth due to the overfitting phenomenon.,F
225,apple_quality_pca.png,Using the first 2 principal components would imply an error between 5 and 20%.,F
226,apple_quality_correlation_heatmap.png,The variable Ripeness can be discarded without risking losing information.,F
227,apple_quality_boxplots.png,The histograms presented show a large number of outliers for most of the numeric variables.,F
228,apple_quality_nr_records_nr_variables.png,"Given the number of records and that some variables are date, we might be facing the curse of dimensionality.",F
229,apple_quality_histograms_numeric.png,"Given the usual semantics of Ripeness variable, dummification would have been a better codification.",F
230,Employee_decision_tree.png,Variable JoiningYear is one of the most relevant variables.,T
231,Employee_overfitting_gb.png,We are able to identify the existence of overfitting for gradient boosting models with more than 502 estimators.,F
232,Employee_overfitting_knn.png,KNN with less than 9 neighbours is in overfitting.,T
233,Employee_overfitting_dt_acc_rec.png,We are able to identify the existence of overfitting for decision tree models with more than 8 nodes of depth.,T
234,Employee_pca.png,The first 3 principal components are enough for explaining half the data variance.,T
235,Employee_correlation_heatmap.png,It is clear that variable Age and variable JoiningYear are redundant.,F
236,Employee_boxplots.png,The existence of outliers is one of the problems to tackle in this dataset.,F
237,Employee_nr_records_nr_variables.png,We face the curse of dimensionality when training a classifier with this dataset.,F
238,Employee_histograms_numeric.png,"It is clear that variable ExperienceInCurrentDomain shows some outliers, but we can’t be sure of the same for variable Age.",F
239,ObesityDataSet_decision_tree.png,"The variable FAF discriminates between the target values, as shown in the decision tree.",T
240,ObesityDataSet_decision_tree.png,Variable Height is one of the most relevant variables.,T
241,ObesityDataSet_decision_tree.png,"A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 8%.",T
242,ObesityDataSet_decision_tree.png,The variable FAF seems to be one of the two most relevant features.,T
243,ObesityDataSet_decision_tree.png,"Considering that A=True<=>[FAF <= 2.0] and B=True<=>[Height <= 1.72], it is possible to state that Naive Bayes algorithm classifies (not A, B), as Overweight_Level_I.",F
244,ObesityDataSet_decision_tree.png,"Considering that A=True<=>[FAF <= 2.0] and B=True<=>[Height <= 1.72], the Decision Tree presented classifies (A, not B) as Obesity_Type_III.",F
245,ObesityDataSet_decision_tree.png,"Considering that A=True<=>[FAF <= 2.0] and B=True<=>[Height <= 1.72], it is possible to state that KNN algorithm classifies (A, not B) as Insufficient_Weight for any k ≤ 160.",F
246,ObesityDataSet_overfitting_mlp.png,We are able to identify the existence of overfitting for MLP models trained longer than 700 episodes.,F
247,ObesityDataSet_overfitting_gb.png,We are able to identify the existence of overfitting for gradient boosting models with more than 1002 estimators.,F
248,ObesityDataSet_overfitting_rf.png,"Results for Random Forests identified as 3, may be explained by its estimators being in underfitting.",T
249,ObesityDataSet_overfitting_rf.png,The random forests results shown can be explained by the lack of diversity resulting from the number of features considered.,F
250,ObesityDataSet_overfitting_rf.png,We are able to identify the existence of overfitting for random forest models with more than 502 estimators.,F
251,ObesityDataSet_overfitting_knn.png,KNN is in overfitting for k larger than 17.,F
252,ObesityDataSet_overfitting_knn.png,KNN with 7 neighbour is in overfitting.,F
253,ObesityDataSet_overfitting_knn.png,KNN with more than 17 neighbours is in overfitting.,F
254,ObesityDataSet_overfitting_knn.png,We are able to identify the existence of overfitting for KNN models with less than 2 neighbors.,F
255,ObesityDataSet_overfitting_decision_tree.png,"According to the decision tree overfitting chart, the tree with 12 nodes of depth is in overfitting.",F
256,ObesityDataSet_overfitting_decision_tree.png,The decision tree is in overfitting for depths above 8.,F
257,ObesityDataSet_overfitting_decision_tree.png,We are able to identify the existence of overfitting for decision tree models with more than 6 nodes of depth.,F
258,ObesityDataSet_pca.png,The first 7 principal components are enough for explaining half the data variance.,T
259,ObesityDataSet_pca.png,Using the first 7 principal components would imply an error between 15 and 20%.,F
260,ObesityDataSet_correlation_heatmap.png,The intrinsic dimensionality of this dataset is 3.,F
261,ObesityDataSet_correlation_heatmap.png,One of the variables Age or Height can be discarded without losing information.,F
262,ObesityDataSet_correlation_heatmap.png,The variable Weight can be discarded without risking losing information.,F
263,ObesityDataSet_correlation_heatmap.png,"Variables NCP and TUE are redundant, but we can’t say the same for the pair Weight and Height.",F
264,ObesityDataSet_correlation_heatmap.png,Variables FAF and TUE are redundant.,F
265,ObesityDataSet_correlation_heatmap.png,"Considering that the target variable is TUE we can say that from the correlation analysis alone, it is clear that there are relevant variables.",F
266,ObesityDataSet_correlation_heatmap.png,Considering that the target variable is TUE we can say that variable Height seems to be relevant for the majority of mining tasks.,F
267,ObesityDataSet_correlation_heatmap.png,Considering that the target variable is TUE we can say that variables FAF and Height seem to be useful for classification tasks.,F
268,ObesityDataSet_correlation_heatmap.png,"Applying a non-supervised feature selection based on the redundancy, would not increase the performance of the generality of the training algorithms in this dataset.",T
269,ObesityDataSet_correlation_heatmap.png,Removing variable CH2O might improve the training of decision trees .,F
270,ObesityDataSet_correlation_heatmap.png,There is evidence in favour for sequential backward selection to select variable Age previously than variable Height.,F
271,ObesityDataSet_boxplots.png,Variable CH2O is balanced.,T
272,ObesityDataSet_boxplots.png,Those boxplots show that the data is not normalized.,T
273,ObesityDataSet_boxplots.png,"It is clear that variable FCVC shows some outliers, but we can’t be sure of the same for variable TUE.",F
274,ObesityDataSet_boxplots.png,Outliers seem to be a problem in the dataset.,F
275,ObesityDataSet_boxplots.png,Variable FAF shows some outlier values.,F
276,ObesityDataSet_boxplots.png,Variable NCP doesn’t have any outliers.,T
277,ObesityDataSet_boxplots.png,Variable Height presents some outliers.,T
278,ObesityDataSet_boxplots.png,At least 75% of the variables present outliers.,F
279,ObesityDataSet_boxplots.png,The boxplots presented show a large number of outliers for most of the numeric variables.,F
280,ObesityDataSet_boxplots.png,The existence of outliers is one of the problems to tackle in this dataset.,F
