Id;Chart;Question;Answer
169;urinalysis_tests_decision_tree.png;Considering that A=True<=>[Age <= 0.1] and B=True<=>[pH <= 5.5], it is possible to state that KNN algorithm classifies (not A, B) as NEGATIVE for any k ≤ 763.;F
170;urinalysis_tests_overfitting_mlp.png;We are able to identify the existence of overfitting for MLP models trained longer than 700 episodes.;F
171;urinalysis_tests_overfitting_gb.png;We are able to identify the existence of overfitting for gradient boosting models with more than 1502 estimators.;T
172;urinalysis_tests_overfitting_rf.png;Results for Random Forests identified as 3, may be explained by its estimators being in overfitting.;F
173;urinalysis_tests_overfitting_rf.png;The random forests results shown can be explained by the lack of diversity resulting from the number of features considered.;F
174;urinalysis_tests_overfitting_rf.png;We are able to identify the existence of overfitting for random forest models with more than 1502 estimators.;F
175;urinalysis_tests_overfitting_knn.png;KNN is in overfitting for k larger than 5.;F
176;urinalysis_tests_overfitting_knn.png;KNN with 7 neighbour is in overfitting.;F
177;urinalysis_tests_overfitting_knn.png;KNN with less than 17 neighbours is in overfitting.;F
178;urinalysis_tests_overfitting_knn.png;We are able to identify the existence of overfitting for KNN models with less than 3 neighbors.;T
179;urinalysis_tests_overfitting_decision_tree.png;According to the decision tree overfitting chart, the tree with 5 nodes of depth is in overfitting.;T
180;urinalysis_tests_overfitting_decision_tree.png;The decision tree is in overfitting for depths above 8.;T
181;urinalysis_tests_overfitting_decision_tree.png;We are able to identify the existence of overfitting for decision tree models with more than 5 nodes of depth.;T
182;urinalysis_tests_overfitting_dt_acc_rec.png;The difference between recall and accuracy becomes smaller with the depth due to the overfitting phenomenon.;F
183;urinalysis_tests_pca.png;The first 2 principal components are enough for explaining half the data variance.;T
184;urinalysis_tests_pca.png;Using the first 2 principal components would imply an error between 5 and 20%.;F
185;urinalysis_tests_correlation_heatmap.png;The intrinsic dimensionality of this dataset is 2.;F
186;urinalysis_tests_correlation_heatmap.png;One of the variables pH or Age can be discarded without losing information.;F
187;urinalysis_tests_correlation_heatmap.png;The variable Age can be discarded without risking losing information.;F
188;urinalysis_tests_correlation_heatmap.png;Considering that the target variable is pH we can say that variables Specific Gravity and Age seem to be useful for classification tasks.;F
189;urinalysis_tests_correlation_heatmap.png;Variables Age and pH are redundant.;F
190;urinalysis_tests_correlation_heatmap.png;Considering that the target variable is Specific Gravity we can say that from the correlation analysis alone, it is clear that there are relevant variables.;F
191;urinalysis_tests_correlation_heatmap.png;Considering that the target variable is pH we can say that variable Specific Gravity seems to be relevant for the majority of mining tasks.;F
192;urinalysis_tests_correlation_heatmap.png;Considering that the target variable is Age we can say that variables Specific Gravity and pH seem to be useful for classification tasks.;F
193;urinalysis_tests_correlation_heatmap.png;Applying a non-supervised feature selection based on the redundancy, would not increase the performance of the generality of the training algorithms in this dataset.;T
194;urinalysis_tests_correlation_heatmap.png;Removing variable pH might improve the training of decision trees .;F
195;urinalysis_tests_correlation_heatmap.png;There is evidence in favour for sequential backward selection to select variable Age previously than variable pH.;F
196;urinalysis_tests_boxplots.png;Variable pH is balanced.;F
197;urinalysis_tests_boxplots.png;Those boxplots show that the data is not normalized.;T
198;urinalysis_tests_boxplots.png;It is clear that variable Specific Gravity shows some outliers, but we can’t be sure of the same for variable Age.;F
199;urinalysis_tests_boxplots.png;Outliers seem to be a problem in the dataset.;T
200;urinalysis_tests_boxplots.png;Variable Specific Gravity shows a high number of outlier values.;F
201;urinalysis_tests_boxplots.png;Variable Age doesn’t have any outliers.;F
202;urinalysis_tests_boxplots.png;Variable Age presents some outliers.;T
203;urinalysis_tests_boxplots.png;At least 60% of the variables present outliers.;T
204;urinalysis_tests_boxplots.png;The boxplots presented show a large number of outliers for most of the numeric variables.;F
205;urinalysis_tests_boxplots.png;The existence of outliers is one of the problems to tackle in this dataset.;T
206;urinalysis_tests_boxplots.png;A scaling transformation is mandatory, in order to improve the Naive Bayes performance in this dataset.;F
207;urinalysis_tests_boxplots.png;Normalization of this dataset could not have impact on a KNN classifier.;F
208;urinalysis_tests_boxplots.png;Scaling this dataset would be mandatory to improve the results with distance-based methods.;T
209;urinalysis_tests_histograms_symbolic.png;All variables should be dealt with as symbolic.;T
210;urinalysis_tests_histograms_symbolic.png;The variable Gender can be seen as ordinal.;T
211;urinalysis_tests_histograms_symbolic.png;The variable Mucous Threads can be seen as ordinal without losing information.;T
212;urinalysis_tests_histograms_symbolic.png;Considering the common semantics for Epithelial Cells and Color variables, dummification if applied would increase the risk of facing the curse of dimensionality.;F
213;urinalysis_tests_histograms_symbolic.png;Considering the common semantics for Amorphous Urates variable, dummification would be the most adequate encoding.;F
214;urinalysis_tests_histograms_symbolic.png;The variable Color can be coded as ordinal without losing information.;T
215;urinalysis_tests_histograms_symbolic.png;Feature generation based on variable Amorphous Urates seems to be promising.;F
216;urinalysis_tests_histograms_symbolic.png;Feature generation based on the use of variable Protein wouldn’t be useful, but the use of Color seems to be promising.;F
217;urinalysis_tests_histograms_symbolic.png;Given the usual semantics of Bacteria variable, dummification would have been a better codification.;F
218;urinalysis_tests_histograms_symbolic.png;Not knowing the semantics of Epithelial Cells variable, dummification could have been a more adequate codification.;F
219;urinalysis_tests_mv.png;Discarding variable Color would be better than discarding all the records with missing values for that variable.;F
220;urinalysis_tests_mv.png;Dropping all records with missing values would be better than to drop the variables with missing values.;T
221;urinalysis_tests_mv.png;Considering that the dataset has 310 records, dropping all rows with missing values can lead to a dataset with less than 30% of the original data.;F
222;urinalysis_tests_mv.png;There is no reason to believe that discarding records showing missing values is safer than discarding the corresponding variables in this case.;F
223;urinalysis_tests_mv.png;Feature generation based on variable Color seems to be promising.;F
224;urinalysis_tests_mv.png;It is better to drop the variable Color than removing all records with missing values.;F
225;urinalysis_tests_class_histogram.png;Balancing this dataset would be mandatory to improve the results.;T
226;urinalysis_tests_nr_records_nr_variables.png;Given the number of records and that some variables are date, we might be facing the curse of dimensionality.;F
227;urinalysis_tests_nr_records_nr_variables.png;We face the curse of dimensionality when training a classifier with this dataset.;F
228;urinalysis_tests_histograms_numeric.png;All variables should be dealt with as binary.;F
229;urinalysis_tests_histograms_numeric.png;The variable Specific Gravity can be seen as ordinal.;T
230;urinalysis_tests_histograms_numeric.png;The variable Specific Gravity can be seen as ordinal without losing information.;T
231;urinalysis_tests_histograms_numeric.png;Variable Specific Gravity is balanced.;F
232;urinalysis_tests_histograms_numeric.png;It is clear that variable Age shows some outliers, but we can’t be sure of the same for variable pH.;F
233;urinalysis_tests_histograms_numeric.png;Outliers seem to be a problem in the dataset.;F
234;urinalysis_tests_histograms_numeric.png;Variable Specific Gravity shows a high number of outlier values.;F
235;urinalysis_tests_histograms_numeric.png;Variable Specific Gravity doesn’t have any outliers.;F
236;urinalysis_tests_histograms_numeric.png;Variable Specific Gravity presents some outliers.;F
237;urinalysis_tests_histograms_numeric.png;At least 50% of the variables present outliers.;F
238;urinalysis_tests_histograms_numeric.png;The existence of outliers is one of the problems to tackle in this dataset.;F
239;urinalysis_tests_histograms_numeric.png;Considering the common semantics for Age and pH variables, dummification if applied would increase the risk of facing the curse of dimensionality.;T
240;urinalysis_tests_histograms_numeric.png;Considering the common semantics for Age variable, dummification would be the most adequate encoding.;F
241;urinalysis_tests_histograms_numeric.png;The variable pH can be coded as ordinal without losing information.;T
242;urinalysis_tests_histograms_numeric.png;Feature generation based on variable Age seems to be promising.;T
243;urinalysis_tests_histograms_numeric.png;Feature generation based on the use of variable Age wouldn’t be useful, but the use of pH seems to be promising.;F
244;urinalysis_tests_histograms_numeric.png;Given the usual semantics of Specific Gravity variable, dummification would have been a better codification.;F
245;urinalysis_tests_histograms_numeric.png;Not knowing the semantics of Age variable, dummification could have been a more adequate codification.;F
246;detect_dataset_decision_tree.png;The variable Ic discriminates between the target values, as shown in the decision tree.;T
247;detect_dataset_decision_tree.png;Variable Vb is one of the most relevant variables.;T
248;detect_dataset_decision_tree.png;A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 8%.;T
249;detect_dataset_decision_tree.png;As reported in the tree, the number of False Positive is smaller than the number of False Negatives, consider 1 as the positive class and 0 as the negative class.;T
250;detect_dataset_decision_tree.png;The precision for the presented tree is higher than 75%, consider 1 as the positive class and 0 as the negative class.;T
251;detect_dataset_decision_tree.png;The number of False Negatives is lower than the number of True Negatives for the presented tree, consider 1 as the positive class and 0 as the negative class.;T
252;detect_dataset_decision_tree.png;The number of True Positives is lower than the number of False Positives for the presented tree, consider 1 as the positive class and 0 as the negative class.;F
253;detect_dataset_decision_tree.png;The number of False Negatives reported in the same tree is 50, consider 1 as the positive class and 0 as the negative class.;F
254;detect_dataset_decision_tree.png;Considering that A=True<=>[Ic <= 71.01] and B=True<=>[Vb <= -0.37], it is possible to state that KNN algorithm classifies (A,B) as 0 for any k ≤ 3.;F
255;detect_dataset_decision_tree.png;Considering that A=True<=>[Ic <= 71.01] and B=True<=>[Vb <= -0.37], the Decision Tree presented classifies (A, not B) as 0.;T
256;detect_dataset_decision_tree.png;Considering that A=True<=>[Ic <= 71.01] and B=True<=>[Vb <= -0.37], the Decision Tree presented classifies (A,B) as 0.;F
257;detect_dataset_overfitting_mlp.png;We are able to identify the existence of overfitting for MLP models trained longer than 700 episodes.;F
258;detect_dataset_overfitting_gb.png;We are able to identify the existence of overfitting for gradient boosting models with more than 1502 estimators.;F
259;detect_dataset_overfitting_rf.png;Results for Random Forests identified as 2, may be explained by its estimators being in overfitting.;F
260;detect_dataset_overfitting_rf.png;The random forests results shown can be explained by the lack of diversity resulting from the number of features considered.;F
261;detect_dataset_overfitting_rf.png;We are able to identify the existence of overfitting for random forest models with more than 502 estimators.;F
262;detect_dataset_overfitting_knn.png;KNN is in overfitting for k less than 17.;F
263;detect_dataset_overfitting_knn.png;KNN with 5 neighbour is in overfitting.;F
264;detect_dataset_overfitting_knn.png;KNN with less than 17 neighbours is in overfitting.;F
265;detect_dataset_overfitting_knn.png;We are able to identify the existence of overfitting for KNN models with less than 6 neighbors.;F
266;detect_dataset_overfitting_decision_tree.png;According to the decision tree overfitting chart, the tree with 16 nodes of depth is in overfitting.;F
267;detect_dataset_overfitting_decision_tree.png;The decision tree is in overfitting for depths above 9.;F
268;detect_dataset_overfitting_decision_tree.png;We are able to identify the existence of overfitting for decision tree models with more than 5 nodes of depth.;F
269;detect_dataset_overfitting_dt_acc_rec.png;The difference between recall and accuracy becomes smaller with the depth due to the overfitting phenomenon.;F
270;detect_dataset_pca.png;The first 2 principal components are enough for explaining half the data variance.;T
