Question;Charts_id
The figure doesn’t show any missing values for SCATTER RATIO, but these may be hidden as some non-pre-identified value.;['vehicle_histograms_numeric', 'vehicle_mv']
The figure doesn’t show any missing values for MAX LENGTH ASPECT RATIO, but these may be hidden as some non-pre-identified value.;['vehicle_histograms_numeric', 'vehicle_mv']
The figure doesn’t show any missing values for PR AXIS ASPECT RATIO, but these may be hidden as some non-pre-identified value.;['vehicle_histograms_numeric', 'vehicle_mv']
The figure doesn’t show any missing values for RADIUS RATIO, but these may be hidden as some non-pre-identified value.;['vehicle_histograms_numeric', 'vehicle_mv']
The figure doesn’t show any missing values for DISTANCE CIRCULARITY, but these may be hidden as some non-pre-identified value.;['vehicle_histograms_numeric', 'vehicle_mv']
The figure doesn’t show any missing values for CIRCULARITY, but these may be hidden as some non-pre-identified value.;['vehicle_histograms_numeric', 'vehicle_mv']
The figure doesn’t show any missing values for COMPACTNESS, but these may be hidden as some non-pre-identified value.;['vehicle_histograms_numeric', 'vehicle_mv']
All variables, but the class, should be dealt with as symbolic.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
All variables, but the class, should be dealt with as date.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
All variables, but the class, should be dealt with as binary.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
All variables, but the class, should be dealt with as numeric.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
The variable HOLLOWS RATIO can be seen as ordinal.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
The variable MAJORKURTOSIS can be seen as ordinal.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
The variable MINORKURTOSIS can be seen as ordinal.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
The variable MINORSKEWNESS can be seen as ordinal.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
The variable MAJORSKEWNESS can be seen as ordinal.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
The variable GYRATIONRADIUS can be seen as ordinal.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
The variable MINORVARIANCE can be seen as ordinal.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
The variable MAJORVARIANCE can be seen as ordinal.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
The variable LENGTHRECTANGULAR can be seen as ordinal.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
The variable PR AXISRECTANGULAR can be seen as ordinal.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
The variable ELONGATEDNESS can be seen as ordinal.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
The variable SCATTER RATIO can be seen as ordinal.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
The variable MAX LENGTH ASPECT RATIO can be seen as ordinal.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
The variable PR AXIS ASPECT RATIO can be seen as ordinal.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
The variable RADIUS RATIO can be seen as ordinal.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
The variable DISTANCE CIRCULARITY can be seen as ordinal.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
The variable CIRCULARITY can be seen as ordinal.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
The variable COMPACTNESS can be seen as ordinal.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
The variable HOLLOWS RATIO can be seen as ordinal without losing information.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
The variable MAJORKURTOSIS can be seen as ordinal without losing information.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
The variable MINORKURTOSIS can be seen as ordinal without losing information.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
The variable MINORSKEWNESS can be seen as ordinal without losing information.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
The variable MAJORSKEWNESS can be seen as ordinal without losing information.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
The variable GYRATIONRADIUS can be seen as ordinal without losing information.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
The variable MINORVARIANCE can be seen as ordinal without losing information.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
The variable MAJORVARIANCE can be seen as ordinal without losing information.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
The variable LENGTHRECTANGULAR can be seen as ordinal without losing information.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
The variable PR AXISRECTANGULAR can be seen as ordinal without losing information.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
The variable ELONGATEDNESS can be seen as ordinal without losing information.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
The variable SCATTER RATIO can be seen as ordinal without losing information.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
The variable MAX LENGTH ASPECT RATIO can be seen as ordinal without losing information.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
The variable PR AXIS ASPECT RATIO can be seen as ordinal without losing information.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
The variable RADIUS RATIO can be seen as ordinal without losing information.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
The variable DISTANCE CIRCULARITY can be seen as ordinal without losing information.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
The variable CIRCULARITY can be seen as ordinal without losing information.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
The variable COMPACTNESS can be seen as ordinal without losing information.;['vehicle_scatter-plots', 'vehicle_histograms_numeric', 'vehicle_histograms_symbolic']
Variable target is balanced.;['vehicle_histograms_numeric', 'vehicle_boxplots']
Variable HOLLOWS RATIO is balanced.;['vehicle_histograms_numeric', 'vehicle_boxplots']
Variable MAJORKURTOSIS is balanced.;['vehicle_histograms_numeric', 'vehicle_boxplots']
Variable MINORKURTOSIS is balanced.;['vehicle_histograms_numeric', 'vehicle_boxplots']
Variable MINORSKEWNESS is balanced.;['vehicle_histograms_numeric', 'vehicle_boxplots']
Variable MAJORSKEWNESS is balanced.;['vehicle_histograms_numeric', 'vehicle_boxplots']
Variable GYRATIONRADIUS is balanced.;['vehicle_histograms_numeric', 'vehicle_boxplots']
Variable MINORVARIANCE is balanced.;['vehicle_histograms_numeric', 'vehicle_boxplots']
Variable MAJORVARIANCE is balanced.;['vehicle_histograms_numeric', 'vehicle_boxplots']
Variable LENGTHRECTANGULAR is balanced.;['vehicle_histograms_numeric', 'vehicle_boxplots']
Variable PR AXISRECTANGULAR is balanced.;['vehicle_histograms_numeric', 'vehicle_boxplots']
Variable ELONGATEDNESS is balanced.;['vehicle_histograms_numeric', 'vehicle_boxplots']
Variable SCATTER RATIO is balanced.;['vehicle_histograms_numeric', 'vehicle_boxplots']
Variable MAX LENGTH ASPECT RATIO is balanced.;['vehicle_histograms_numeric', 'vehicle_boxplots']
Variable PR AXIS ASPECT RATIO is balanced.;['vehicle_histograms_numeric', 'vehicle_boxplots']
Variable RADIUS RATIO is balanced.;['vehicle_histograms_numeric', 'vehicle_boxplots']
Variable DISTANCE CIRCULARITY is balanced.;['vehicle_histograms_numeric', 'vehicle_boxplots']
Variable CIRCULARITY is balanced.;['vehicle_histograms_numeric', 'vehicle_boxplots']
Variable COMPACTNESS is balanced.;['vehicle_histograms_numeric', 'vehicle_boxplots']
Those boxplots show that the data is not normalized.;['vehicle_boxplots']
It is clear that variable HOLLOWS RATIO shows some outliers, but we can’t be sure of the same for variable target.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MAJORKURTOSIS shows some outliers, but we can’t be sure of the same for variable target.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MINORKURTOSIS shows some outliers, but we can’t be sure of the same for variable target.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MINORSKEWNESS shows some outliers, but we can’t be sure of the same for variable target.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MAJORSKEWNESS shows some outliers, but we can’t be sure of the same for variable target.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable GYRATIONRADIUS shows some outliers, but we can’t be sure of the same for variable target.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MINORVARIANCE shows some outliers, but we can’t be sure of the same for variable target.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MAJORVARIANCE shows some outliers, but we can’t be sure of the same for variable target.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable LENGTHRECTANGULAR shows some outliers, but we can’t be sure of the same for variable target.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable PR AXISRECTANGULAR shows some outliers, but we can’t be sure of the same for variable target.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable ELONGATEDNESS shows some outliers, but we can’t be sure of the same for variable target.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable SCATTER RATIO shows some outliers, but we can’t be sure of the same for variable target.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MAX LENGTH ASPECT RATIO shows some outliers, but we can’t be sure of the same for variable target.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable PR AXIS ASPECT RATIO shows some outliers, but we can’t be sure of the same for variable target.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable RADIUS RATIO shows some outliers, but we can’t be sure of the same for variable target.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable DISTANCE CIRCULARITY shows some outliers, but we can’t be sure of the same for variable target.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable CIRCULARITY shows some outliers, but we can’t be sure of the same for variable target.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable COMPACTNESS shows some outliers, but we can’t be sure of the same for variable target.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable target shows some outliers, but we can’t be sure of the same for variable HOLLOWS RATIO.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MAJORKURTOSIS shows some outliers, but we can’t be sure of the same for variable HOLLOWS RATIO.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MINORKURTOSIS shows some outliers, but we can’t be sure of the same for variable HOLLOWS RATIO.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MINORSKEWNESS shows some outliers, but we can’t be sure of the same for variable HOLLOWS RATIO.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MAJORSKEWNESS shows some outliers, but we can’t be sure of the same for variable HOLLOWS RATIO.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable GYRATIONRADIUS shows some outliers, but we can’t be sure of the same for variable HOLLOWS RATIO.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MINORVARIANCE shows some outliers, but we can’t be sure of the same for variable HOLLOWS RATIO.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MAJORVARIANCE shows some outliers, but we can’t be sure of the same for variable HOLLOWS RATIO.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable LENGTHRECTANGULAR shows some outliers, but we can’t be sure of the same for variable HOLLOWS RATIO.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable PR AXISRECTANGULAR shows some outliers, but we can’t be sure of the same for variable HOLLOWS RATIO.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable ELONGATEDNESS shows some outliers, but we can’t be sure of the same for variable HOLLOWS RATIO.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable SCATTER RATIO shows some outliers, but we can’t be sure of the same for variable HOLLOWS RATIO.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MAX LENGTH ASPECT RATIO shows some outliers, but we can’t be sure of the same for variable HOLLOWS RATIO.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable PR AXIS ASPECT RATIO shows some outliers, but we can’t be sure of the same for variable HOLLOWS RATIO.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable RADIUS RATIO shows some outliers, but we can’t be sure of the same for variable HOLLOWS RATIO.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable DISTANCE CIRCULARITY shows some outliers, but we can’t be sure of the same for variable HOLLOWS RATIO.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable CIRCULARITY shows some outliers, but we can’t be sure of the same for variable HOLLOWS RATIO.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable COMPACTNESS shows some outliers, but we can’t be sure of the same for variable HOLLOWS RATIO.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable target shows some outliers, but we can’t be sure of the same for variable MAJORKURTOSIS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable HOLLOWS RATIO shows some outliers, but we can’t be sure of the same for variable MAJORKURTOSIS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MINORKURTOSIS shows some outliers, but we can’t be sure of the same for variable MAJORKURTOSIS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MINORSKEWNESS shows some outliers, but we can’t be sure of the same for variable MAJORKURTOSIS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MAJORSKEWNESS shows some outliers, but we can’t be sure of the same for variable MAJORKURTOSIS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable GYRATIONRADIUS shows some outliers, but we can’t be sure of the same for variable MAJORKURTOSIS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MINORVARIANCE shows some outliers, but we can’t be sure of the same for variable MAJORKURTOSIS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MAJORVARIANCE shows some outliers, but we can’t be sure of the same for variable MAJORKURTOSIS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable LENGTHRECTANGULAR shows some outliers, but we can’t be sure of the same for variable MAJORKURTOSIS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable PR AXISRECTANGULAR shows some outliers, but we can’t be sure of the same for variable MAJORKURTOSIS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable ELONGATEDNESS shows some outliers, but we can’t be sure of the same for variable MAJORKURTOSIS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable SCATTER RATIO shows some outliers, but we can’t be sure of the same for variable MAJORKURTOSIS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MAX LENGTH ASPECT RATIO shows some outliers, but we can’t be sure of the same for variable MAJORKURTOSIS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable PR AXIS ASPECT RATIO shows some outliers, but we can’t be sure of the same for variable MAJORKURTOSIS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable RADIUS RATIO shows some outliers, but we can’t be sure of the same for variable MAJORKURTOSIS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable DISTANCE CIRCULARITY shows some outliers, but we can’t be sure of the same for variable MAJORKURTOSIS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable CIRCULARITY shows some outliers, but we can’t be sure of the same for variable MAJORKURTOSIS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable COMPACTNESS shows some outliers, but we can’t be sure of the same for variable MAJORKURTOSIS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable target shows some outliers, but we can’t be sure of the same for variable MINORKURTOSIS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable HOLLOWS RATIO shows some outliers, but we can’t be sure of the same for variable MINORKURTOSIS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MAJORKURTOSIS shows some outliers, but we can’t be sure of the same for variable MINORKURTOSIS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MINORSKEWNESS shows some outliers, but we can’t be sure of the same for variable MINORKURTOSIS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MAJORSKEWNESS shows some outliers, but we can’t be sure of the same for variable MINORKURTOSIS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable GYRATIONRADIUS shows some outliers, but we can’t be sure of the same for variable MINORKURTOSIS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MINORVARIANCE shows some outliers, but we can’t be sure of the same for variable MINORKURTOSIS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MAJORVARIANCE shows some outliers, but we can’t be sure of the same for variable MINORKURTOSIS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable LENGTHRECTANGULAR shows some outliers, but we can’t be sure of the same for variable MINORKURTOSIS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable PR AXISRECTANGULAR shows some outliers, but we can’t be sure of the same for variable MINORKURTOSIS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable ELONGATEDNESS shows some outliers, but we can’t be sure of the same for variable MINORKURTOSIS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable SCATTER RATIO shows some outliers, but we can’t be sure of the same for variable MINORKURTOSIS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MAX LENGTH ASPECT RATIO shows some outliers, but we can’t be sure of the same for variable MINORKURTOSIS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable PR AXIS ASPECT RATIO shows some outliers, but we can’t be sure of the same for variable MINORKURTOSIS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable RADIUS RATIO shows some outliers, but we can’t be sure of the same for variable MINORKURTOSIS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable DISTANCE CIRCULARITY shows some outliers, but we can’t be sure of the same for variable MINORKURTOSIS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable CIRCULARITY shows some outliers, but we can’t be sure of the same for variable MINORKURTOSIS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable COMPACTNESS shows some outliers, but we can’t be sure of the same for variable MINORKURTOSIS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable target shows some outliers, but we can’t be sure of the same for variable MINORSKEWNESS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable HOLLOWS RATIO shows some outliers, but we can’t be sure of the same for variable MINORSKEWNESS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MAJORKURTOSIS shows some outliers, but we can’t be sure of the same for variable MINORSKEWNESS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MINORKURTOSIS shows some outliers, but we can’t be sure of the same for variable MINORSKEWNESS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MAJORSKEWNESS shows some outliers, but we can’t be sure of the same for variable MINORSKEWNESS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable GYRATIONRADIUS shows some outliers, but we can’t be sure of the same for variable MINORSKEWNESS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MINORVARIANCE shows some outliers, but we can’t be sure of the same for variable MINORSKEWNESS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MAJORVARIANCE shows some outliers, but we can’t be sure of the same for variable MINORSKEWNESS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable LENGTHRECTANGULAR shows some outliers, but we can’t be sure of the same for variable MINORSKEWNESS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable PR AXISRECTANGULAR shows some outliers, but we can’t be sure of the same for variable MINORSKEWNESS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable ELONGATEDNESS shows some outliers, but we can’t be sure of the same for variable MINORSKEWNESS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable SCATTER RATIO shows some outliers, but we can’t be sure of the same for variable MINORSKEWNESS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MAX LENGTH ASPECT RATIO shows some outliers, but we can’t be sure of the same for variable MINORSKEWNESS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable PR AXIS ASPECT RATIO shows some outliers, but we can’t be sure of the same for variable MINORSKEWNESS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable RADIUS RATIO shows some outliers, but we can’t be sure of the same for variable MINORSKEWNESS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable DISTANCE CIRCULARITY shows some outliers, but we can’t be sure of the same for variable MINORSKEWNESS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable CIRCULARITY shows some outliers, but we can’t be sure of the same for variable MINORSKEWNESS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable COMPACTNESS shows some outliers, but we can’t be sure of the same for variable MINORSKEWNESS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable target shows some outliers, but we can’t be sure of the same for variable MAJORSKEWNESS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable HOLLOWS RATIO shows some outliers, but we can’t be sure of the same for variable MAJORSKEWNESS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MAJORKURTOSIS shows some outliers, but we can’t be sure of the same for variable MAJORSKEWNESS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MINORKURTOSIS shows some outliers, but we can’t be sure of the same for variable MAJORSKEWNESS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MINORSKEWNESS shows some outliers, but we can’t be sure of the same for variable MAJORSKEWNESS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable GYRATIONRADIUS shows some outliers, but we can’t be sure of the same for variable MAJORSKEWNESS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MINORVARIANCE shows some outliers, but we can’t be sure of the same for variable MAJORSKEWNESS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MAJORVARIANCE shows some outliers, but we can’t be sure of the same for variable MAJORSKEWNESS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable LENGTHRECTANGULAR shows some outliers, but we can’t be sure of the same for variable MAJORSKEWNESS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable PR AXISRECTANGULAR shows some outliers, but we can’t be sure of the same for variable MAJORSKEWNESS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable ELONGATEDNESS shows some outliers, but we can’t be sure of the same for variable MAJORSKEWNESS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable SCATTER RATIO shows some outliers, but we can’t be sure of the same for variable MAJORSKEWNESS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MAX LENGTH ASPECT RATIO shows some outliers, but we can’t be sure of the same for variable MAJORSKEWNESS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable PR AXIS ASPECT RATIO shows some outliers, but we can’t be sure of the same for variable MAJORSKEWNESS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable RADIUS RATIO shows some outliers, but we can’t be sure of the same for variable MAJORSKEWNESS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable DISTANCE CIRCULARITY shows some outliers, but we can’t be sure of the same for variable MAJORSKEWNESS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable CIRCULARITY shows some outliers, but we can’t be sure of the same for variable MAJORSKEWNESS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable COMPACTNESS shows some outliers, but we can’t be sure of the same for variable MAJORSKEWNESS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable target shows some outliers, but we can’t be sure of the same for variable GYRATIONRADIUS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable HOLLOWS RATIO shows some outliers, but we can’t be sure of the same for variable GYRATIONRADIUS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
It is clear that variable MAJORKURTOSIS shows some outliers, but we can’t be sure of the same for variable GYRATIONRADIUS.;['vehicle_boxplots', 'vehicle_histograms_numeric']
