Question;Charts_id
Variable curtosis doesn’t have any outliers.;['BankNoteAuthentication_boxplots', 'BankNoteAuthentication_histograms_numeric']
Variable skewness doesn’t have any outliers.;['BankNoteAuthentication_boxplots', 'BankNoteAuthentication_histograms_numeric']
Variable variance doesn’t have any outliers.;['BankNoteAuthentication_boxplots', 'BankNoteAuthentication_histograms_numeric']
Variable entropy presents some outliers.;['BankNoteAuthentication_boxplots', 'BankNoteAuthentication_histograms_numeric']
Variable curtosis presents some outliers.;['BankNoteAuthentication_boxplots', 'BankNoteAuthentication_histograms_numeric']
Variable skewness presents some outliers.;['BankNoteAuthentication_boxplots', 'BankNoteAuthentication_histograms_numeric']
Variable variance presents some outliers.;['BankNoteAuthentication_boxplots', 'BankNoteAuthentication_histograms_numeric']
The histograms presented show a large number of outliers for most of the numeric variables.;['BankNoteAuthentication_boxplots', 'BankNoteAuthentication_histograms_numeric']
The boxplots presented show a large number of outliers for most of the numeric variables.;['BankNoteAuthentication_boxplots', 'BankNoteAuthentication_histograms_numeric']
The existence of outliers is one of the problems to tackle in this dataset.;['BankNoteAuthentication_boxplots', 'BankNoteAuthentication_histograms_numeric']
Variable class is a false predictor.;"[""BankNoteAuthentication_description:{'Records': 1372, 'Variables': {'variance': {'Type': 'numeric', 'Range': [-7.0421, 6.8248]}, 'skewness': {'Type': 'numeric', 'Range': [-13.7731, 12.9516]}, 'curtosis': {'Type': 'numeric', 'Range': [-5.2861, 17.9274]}, 'entropy': {'Type': 'numeric', 'Range': [-8.5482, 2.4495]}, 'class': {'Type': 'binary', 'Unique values': array([0, 1])}}, 'Class': 'class'}""]"
Variable entropy is a false predictor.;"[""BankNoteAuthentication_description:{'Records': 1372, 'Variables': {'variance': {'Type': 'numeric', 'Range': [-7.0421, 6.8248]}, 'skewness': {'Type': 'numeric', 'Range': [-13.7731, 12.9516]}, 'curtosis': {'Type': 'numeric', 'Range': [-5.2861, 17.9274]}, 'entropy': {'Type': 'numeric', 'Range': [-8.5482, 2.4495]}, 'class': {'Type': 'binary', 'Unique values': array([0, 1])}}, 'Class': 'class'}""]"
Variable curtosis is a false predictor.;"[""BankNoteAuthentication_description:{'Records': 1372, 'Variables': {'variance': {'Type': 'numeric', 'Range': [-7.0421, 6.8248]}, 'skewness': {'Type': 'numeric', 'Range': [-13.7731, 12.9516]}, 'curtosis': {'Type': 'numeric', 'Range': [-5.2861, 17.9274]}, 'entropy': {'Type': 'numeric', 'Range': [-8.5482, 2.4495]}, 'class': {'Type': 'binary', 'Unique values': array([0, 1])}}, 'Class': 'class'}""]"
Variable skewness is a false predictor.;"[""BankNoteAuthentication_description:{'Records': 1372, 'Variables': {'variance': {'Type': 'numeric', 'Range': [-7.0421, 6.8248]}, 'skewness': {'Type': 'numeric', 'Range': [-13.7731, 12.9516]}, 'curtosis': {'Type': 'numeric', 'Range': [-5.2861, 17.9274]}, 'entropy': {'Type': 'numeric', 'Range': [-8.5482, 2.4495]}, 'class': {'Type': 'binary', 'Unique values': array([0, 1])}}, 'Class': 'class'}""]"
Variable variance is a false predictor.;"[""BankNoteAuthentication_description:{'Records': 1372, 'Variables': {'variance': {'Type': 'numeric', 'Range': [-7.0421, 6.8248]}, 'skewness': {'Type': 'numeric', 'Range': [-13.7731, 12.9516]}, 'curtosis': {'Type': 'numeric', 'Range': [-5.2861, 17.9274]}, 'entropy': {'Type': 'numeric', 'Range': [-8.5482, 2.4495]}, 'class': {'Type': 'binary', 'Unique values': array([0, 1])}}, 'Class': 'class'}""]"
One of the variables curtosis or entropy can be discarded without losing information.;['BankNoteAuthentication_correlation_heatmap']
One of the variables skewness or entropy can be discarded without losing information.;['BankNoteAuthentication_correlation_heatmap']
One of the variables variance or entropy can be discarded without losing information.;['BankNoteAuthentication_correlation_heatmap']
One of the variables entropy or curtosis can be discarded without losing information.;['BankNoteAuthentication_correlation_heatmap']
One of the variables skewness or curtosis can be discarded without losing information.;['BankNoteAuthentication_correlation_heatmap']
One of the variables variance or curtosis can be discarded without losing information.;['BankNoteAuthentication_correlation_heatmap']
One of the variables entropy or skewness can be discarded without losing information.;['BankNoteAuthentication_correlation_heatmap']
One of the variables curtosis or skewness can be discarded without losing information.;['BankNoteAuthentication_correlation_heatmap']
One of the variables variance or skewness can be discarded without losing information.;['BankNoteAuthentication_correlation_heatmap']
One of the variables entropy or variance can be discarded without losing information.;['BankNoteAuthentication_correlation_heatmap']
One of the variables curtosis or variance can be discarded without losing information.;['BankNoteAuthentication_correlation_heatmap']
One of the variables skewness or variance can be discarded without losing information.;['BankNoteAuthentication_correlation_heatmap']
Variables curtosis and entropy are redundant, but we can’t say the same for the pair variance and skewness.;['BankNoteAuthentication_correlation_heatmap']
Variables skewness and entropy are redundant, but we can’t say the same for the pair variance and curtosis.;['BankNoteAuthentication_correlation_heatmap']
Variables variance and skewness are redundant, but we can’t say the same for the pair curtosis and entropy.;['BankNoteAuthentication_correlation_heatmap']
Variables variance and entropy are redundant, but we can’t say the same for the pair skewness and curtosis.;['BankNoteAuthentication_correlation_heatmap']
Variables skewness and curtosis are redundant, but we can’t say the same for the pair variance and entropy.;['BankNoteAuthentication_correlation_heatmap']
Variables variance and curtosis are redundant, but we can’t say the same for the pair skewness and entropy.;['BankNoteAuthentication_correlation_heatmap']
Variables curtosis and entropy are redundant.;['BankNoteAuthentication_correlation_heatmap']
Variables skewness and entropy are redundant.;['BankNoteAuthentication_correlation_heatmap']
Variables variance and entropy are redundant.;['BankNoteAuthentication_correlation_heatmap']
Variables entropy and curtosis are redundant.;['BankNoteAuthentication_correlation_heatmap']
Variables skewness and curtosis are redundant.;['BankNoteAuthentication_correlation_heatmap']
Variables variance and curtosis are redundant.;['BankNoteAuthentication_correlation_heatmap']
Variables entropy and skewness are redundant.;['BankNoteAuthentication_correlation_heatmap']
Variables curtosis and skewness are redundant.;['BankNoteAuthentication_correlation_heatmap']
Variables variance and skewness are redundant.;['BankNoteAuthentication_correlation_heatmap']
Variables entropy and variance are redundant.;['BankNoteAuthentication_correlation_heatmap']
Variables curtosis and variance are redundant.;['BankNoteAuthentication_correlation_heatmap']
Variables skewness and variance are redundant.;['BankNoteAuthentication_correlation_heatmap']
From the correlation analysis alone, it is clear that there are relevant variables.;['BankNoteAuthentication_correlation_heatmap']
It is clear that variable entropy is one of the five most relevant features.;['BankNoteAuthentication_decision_tree']
It is clear that variable curtosis is one of the five most relevant features.;['BankNoteAuthentication_decision_tree']
It is clear that variable skewness is one of the five most relevant features.;['BankNoteAuthentication_decision_tree']
It is clear that variable variance is one of the five most relevant features.;['BankNoteAuthentication_decision_tree']
It is clear that variable entropy is one of the four most relevant features.;['BankNoteAuthentication_decision_tree']
It is clear that variable curtosis is one of the four most relevant features.;['BankNoteAuthentication_decision_tree']
It is clear that variable skewness is one of the four most relevant features.;['BankNoteAuthentication_decision_tree']
It is clear that variable variance is one of the four most relevant features.;['BankNoteAuthentication_decision_tree']
It is clear that variable entropy is one of the three most relevant features.;['BankNoteAuthentication_decision_tree']
It is clear that variable curtosis is one of the three most relevant features.;['BankNoteAuthentication_decision_tree']
It is clear that variable skewness is one of the three most relevant features.;['BankNoteAuthentication_decision_tree']
It is clear that variable variance is one of the three most relevant features.;['BankNoteAuthentication_decision_tree']
It is clear that variable entropy is one of the two most relevant features.;['BankNoteAuthentication_decision_tree']
It is clear that variable curtosis is one of the two most relevant features.;['BankNoteAuthentication_decision_tree']
It is clear that variable skewness is one of the two most relevant features.;['BankNoteAuthentication_decision_tree']
It is clear that variable variance is one of the two most relevant features.;['BankNoteAuthentication_decision_tree']
The variable entropy seems to be one of the five most relevant features.;['BankNoteAuthentication_decision_tree']
The variable curtosis seems to be one of the five most relevant features.;['BankNoteAuthentication_decision_tree']
The variable skewness seems to be one of the five most relevant features.;['BankNoteAuthentication_decision_tree']
The variable variance seems to be one of the five most relevant features.;['BankNoteAuthentication_decision_tree']
The variable entropy seems to be one of the four most relevant features.;['BankNoteAuthentication_decision_tree']
The variable curtosis seems to be one of the four most relevant features.;['BankNoteAuthentication_decision_tree']
The variable skewness seems to be one of the four most relevant features.;['BankNoteAuthentication_decision_tree']
The variable variance seems to be one of the four most relevant features.;['BankNoteAuthentication_decision_tree']
The variable entropy seems to be one of the three most relevant features.;['BankNoteAuthentication_decision_tree']
The variable curtosis seems to be one of the three most relevant features.;['BankNoteAuthentication_decision_tree']
The variable skewness seems to be one of the three most relevant features.;['BankNoteAuthentication_decision_tree']
The variable variance seems to be one of the three most relevant features.;['BankNoteAuthentication_decision_tree']
The variable entropy seems to be one of the two most relevant features.;['BankNoteAuthentication_decision_tree']
The variable curtosis seems to be one of the two most relevant features.;['BankNoteAuthentication_decision_tree']
The variable skewness seems to be one of the two most relevant features.;['BankNoteAuthentication_decision_tree']
The variable variance seems to be one of the two most relevant features.;['BankNoteAuthentication_decision_tree']
The variable entropy discriminates between the target values, as shown in the decision tree.;['BankNoteAuthentication_decision_tree']
The variable curtosis discriminates between the target values, as shown in the decision tree.;['BankNoteAuthentication_decision_tree']
The variable skewness discriminates between the target values, as shown in the decision tree.;['BankNoteAuthentication_decision_tree']
The variable variance discriminates between the target values, as shown in the decision tree.;['BankNoteAuthentication_decision_tree']
Variable entropy is one of the most relevant variables.;['BankNoteAuthentication_decision_tree']
Variable curtosis is one of the most relevant variables.;['BankNoteAuthentication_decision_tree']
Variable skewness is one of the most relevant variables.;['BankNoteAuthentication_decision_tree']
Variable variance is one of the most relevant variables.;['BankNoteAuthentication_decision_tree']
Variable entropy seems to be relevant for the majority of mining tasks.;['BankNoteAuthentication_decision_tree', 'BankNoteAuthentication_correlation_heatmap']
Variable curtosis seems to be relevant for the majority of mining tasks.;['BankNoteAuthentication_decision_tree', 'BankNoteAuthentication_correlation_heatmap']
Variable skewness seems to be relevant for the majority of mining tasks.;['BankNoteAuthentication_decision_tree', 'BankNoteAuthentication_correlation_heatmap']
Variable variance seems to be relevant for the majority of mining tasks.;['BankNoteAuthentication_decision_tree', 'BankNoteAuthentication_correlation_heatmap']
Variables curtosis and entropy seem to be useful for classification tasks.;['BankNoteAuthentication_decision_tree', 'BankNoteAuthentication_correlation_heatmap']
Variables skewness and entropy seem to be useful for classification tasks.;['BankNoteAuthentication_decision_tree', 'BankNoteAuthentication_correlation_heatmap']
Variables variance and entropy seem to be useful for classification tasks.;['BankNoteAuthentication_decision_tree', 'BankNoteAuthentication_correlation_heatmap']
Variables entropy and curtosis seem to be useful for classification tasks.;['BankNoteAuthentication_decision_tree', 'BankNoteAuthentication_correlation_heatmap']
Variables skewness and curtosis seem to be useful for classification tasks.;['BankNoteAuthentication_decision_tree', 'BankNoteAuthentication_correlation_heatmap']
Variables variance and curtosis seem to be useful for classification tasks.;['BankNoteAuthentication_decision_tree', 'BankNoteAuthentication_correlation_heatmap']
Variables entropy and skewness seem to be useful for classification tasks.;['BankNoteAuthentication_decision_tree', 'BankNoteAuthentication_correlation_heatmap']
Variables curtosis and skewness seem to be useful for classification tasks.;['BankNoteAuthentication_decision_tree', 'BankNoteAuthentication_correlation_heatmap']
Variables variance and skewness seem to be useful for classification tasks.;['BankNoteAuthentication_decision_tree', 'BankNoteAuthentication_correlation_heatmap']
Variables entropy and variance seem to be useful for classification tasks.;['BankNoteAuthentication_decision_tree', 'BankNoteAuthentication_correlation_heatmap']
Variables curtosis and variance seem to be useful for classification tasks.;['BankNoteAuthentication_decision_tree', 'BankNoteAuthentication_correlation_heatmap']
Variables skewness and variance seem to be useful for classification tasks.;['BankNoteAuthentication_decision_tree', 'BankNoteAuthentication_correlation_heatmap']
A scaling transformation is mandatory, in order to improve the  KNN performance in this dataset.;['BankNoteAuthentication_boxplots']
A scaling transformation is mandatory, in order to improve the Naive Bayes performance in this dataset.;['BankNoteAuthentication_boxplots']
Applying a non-supervised feature selection based on the redundancy, would not increase the performance of the generality of the training algorithms in this dataset.;['BankNoteAuthentication_correlation_heatmap']
Balancing this dataset by SMOTE would be riskier than oversampling by replication.;['BankNoteAuthentication_scatter-plots']
Balancing this dataset by SMOTE would most probably be preferable over undersampling.;['BankNoteAuthentication_nr_records_nr_variables']
Balancing this dataset would be mandatory to improve the results.;['BankNoteAuthentication_class_histogram']
Both curtosis and entropy variables could be used to derive a new variable using a concept hierarchy.;"[""BankNoteAuthentication_description:{'Records': 1372, 'Variables': {'variance': {'Type': 'numeric', 'Range': [-7.0421, 6.8248]}, 'skewness': {'Type': 'numeric', 'Range': [-13.7731, 12.9516]}, 'curtosis': {'Type': 'numeric', 'Range': [-5.2861, 17.9274]}, 'entropy': {'Type': 'numeric', 'Range': [-8.5482, 2.4495]}, 'class': {'Type': 'binary', 'Unique values': array([0, 1])}}, 'Class': 'class'}""]"
Both skewness and entropy variables could be used to derive a new variable using a concept hierarchy.;"[""BankNoteAuthentication_description:{'Records': 1372, 'Variables': {'variance': {'Type': 'numeric', 'Range': [-7.0421, 6.8248]}, 'skewness': {'Type': 'numeric', 'Range': [-13.7731, 12.9516]}, 'curtosis': {'Type': 'numeric', 'Range': [-5.2861, 17.9274]}, 'entropy': {'Type': 'numeric', 'Range': [-8.5482, 2.4495]}, 'class': {'Type': 'binary', 'Unique values': array([0, 1])}}, 'Class': 'class'}""]"
Both variance and entropy variables could be used to derive a new variable using a concept hierarchy.;"[""BankNoteAuthentication_description:{'Records': 1372, 'Variables': {'variance': {'Type': 'numeric', 'Range': [-7.0421, 6.8248]}, 'skewness': {'Type': 'numeric', 'Range': [-13.7731, 12.9516]}, 'curtosis': {'Type': 'numeric', 'Range': [-5.2861, 17.9274]}, 'entropy': {'Type': 'numeric', 'Range': [-8.5482, 2.4495]}, 'class': {'Type': 'binary', 'Unique values': array([0, 1])}}, 'Class': 'class'}""]"
Both entropy and curtosis variables could be used to derive a new variable using a concept hierarchy.;"[""BankNoteAuthentication_description:{'Records': 1372, 'Variables': {'variance': {'Type': 'numeric', 'Range': [-7.0421, 6.8248]}, 'skewness': {'Type': 'numeric', 'Range': [-13.7731, 12.9516]}, 'curtosis': {'Type': 'numeric', 'Range': [-5.2861, 17.9274]}, 'entropy': {'Type': 'numeric', 'Range': [-8.5482, 2.4495]}, 'class': {'Type': 'binary', 'Unique values': array([0, 1])}}, 'Class': 'class'}""]"
Both skewness and curtosis variables could be used to derive a new variable using a concept hierarchy.;"[""BankNoteAuthentication_description:{'Records': 1372, 'Variables': {'variance': {'Type': 'numeric', 'Range': [-7.0421, 6.8248]}, 'skewness': {'Type': 'numeric', 'Range': [-13.7731, 12.9516]}, 'curtosis': {'Type': 'numeric', 'Range': [-5.2861, 17.9274]}, 'entropy': {'Type': 'numeric', 'Range': [-8.5482, 2.4495]}, 'class': {'Type': 'binary', 'Unique values': array([0, 1])}}, 'Class': 'class'}""]"
Both variance and curtosis variables could be used to derive a new variable using a concept hierarchy.;"[""BankNoteAuthentication_description:{'Records': 1372, 'Variables': {'variance': {'Type': 'numeric', 'Range': [-7.0421, 6.8248]}, 'skewness': {'Type': 'numeric', 'Range': [-13.7731, 12.9516]}, 'curtosis': {'Type': 'numeric', 'Range': [-5.2861, 17.9274]}, 'entropy': {'Type': 'numeric', 'Range': [-8.5482, 2.4495]}, 'class': {'Type': 'binary', 'Unique values': array([0, 1])}}, 'Class': 'class'}""]"
Both entropy and skewness variables could be used to derive a new variable using a concept hierarchy.;"[""BankNoteAuthentication_description:{'Records': 1372, 'Variables': {'variance': {'Type': 'numeric', 'Range': [-7.0421, 6.8248]}, 'skewness': {'Type': 'numeric', 'Range': [-13.7731, 12.9516]}, 'curtosis': {'Type': 'numeric', 'Range': [-5.2861, 17.9274]}, 'entropy': {'Type': 'numeric', 'Range': [-8.5482, 2.4495]}, 'class': {'Type': 'binary', 'Unique values': array([0, 1])}}, 'Class': 'class'}""]"
Both curtosis and skewness variables could be used to derive a new variable using a concept hierarchy.;"[""BankNoteAuthentication_description:{'Records': 1372, 'Variables': {'variance': {'Type': 'numeric', 'Range': [-7.0421, 6.8248]}, 'skewness': {'Type': 'numeric', 'Range': [-13.7731, 12.9516]}, 'curtosis': {'Type': 'numeric', 'Range': [-5.2861, 17.9274]}, 'entropy': {'Type': 'numeric', 'Range': [-8.5482, 2.4495]}, 'class': {'Type': 'binary', 'Unique values': array([0, 1])}}, 'Class': 'class'}""]"
Both variance and skewness variables could be used to derive a new variable using a concept hierarchy.;"[""BankNoteAuthentication_description:{'Records': 1372, 'Variables': {'variance': {'Type': 'numeric', 'Range': [-7.0421, 6.8248]}, 'skewness': {'Type': 'numeric', 'Range': [-13.7731, 12.9516]}, 'curtosis': {'Type': 'numeric', 'Range': [-5.2861, 17.9274]}, 'entropy': {'Type': 'numeric', 'Range': [-8.5482, 2.4495]}, 'class': {'Type': 'binary', 'Unique values': array([0, 1])}}, 'Class': 'class'}""]"
Both entropy and variance variables could be used to derive a new variable using a concept hierarchy.;"[""BankNoteAuthentication_description:{'Records': 1372, 'Variables': {'variance': {'Type': 'numeric', 'Range': [-7.0421, 6.8248]}, 'skewness': {'Type': 'numeric', 'Range': [-13.7731, 12.9516]}, 'curtosis': {'Type': 'numeric', 'Range': [-5.2861, 17.9274]}, 'entropy': {'Type': 'numeric', 'Range': [-8.5482, 2.4495]}, 'class': {'Type': 'binary', 'Unique values': array([0, 1])}}, 'Class': 'class'}""]"
Both curtosis and variance variables could be used to derive a new variable using a concept hierarchy.;"[""BankNoteAuthentication_description:{'Records': 1372, 'Variables': {'variance': {'Type': 'numeric', 'Range': [-7.0421, 6.8248]}, 'skewness': {'Type': 'numeric', 'Range': [-13.7731, 12.9516]}, 'curtosis': {'Type': 'numeric', 'Range': [-5.2861, 17.9274]}, 'entropy': {'Type': 'numeric', 'Range': [-8.5482, 2.4495]}, 'class': {'Type': 'binary', 'Unique values': array([0, 1])}}, 'Class': 'class'}""]"
Both skewness and variance variables could be used to derive a new variable using a concept hierarchy.;"[""BankNoteAuthentication_description:{'Records': 1372, 'Variables': {'variance': {'Type': 'numeric', 'Range': [-7.0421, 6.8248]}, 'skewness': {'Type': 'numeric', 'Range': [-13.7731, 12.9516]}, 'curtosis': {'Type': 'numeric', 'Range': [-5.2861, 17.9274]}, 'entropy': {'Type': 'numeric', 'Range': [-8.5482, 2.4495]}, 'class': {'Type': 'binary', 'Unique values': array([0, 1])}}, 'Class': 'class'}""]"
Considering the common semantics for curtosis and entropy variables, dummification if applied would increase the risk of facing the curse of dimensionality.;"[""BankNoteAuthentication_description:{'Records': 1372, 'Variables': {'variance': {'Type': 'numeric', 'Range': [-7.0421, 6.8248]}, 'skewness': {'Type': 'numeric', 'Range': [-13.7731, 12.9516]}, 'curtosis': {'Type': 'numeric', 'Range': [-5.2861, 17.9274]}, 'entropy': {'Type': 'numeric', 'Range': [-8.5482, 2.4495]}, 'class': {'Type': 'binary', 'Unique values': array([0, 1])}}, 'Class': 'class'}"", 'BankNoteAuthentication_histograms_numeric', 'BankNoteAuthentication_histograms_symbolic']"
Considering the common semantics for skewness and entropy variables, dummification if applied would increase the risk of facing the curse of dimensionality.;"[""BankNoteAuthentication_description:{'Records': 1372, 'Variables': {'variance': {'Type': 'numeric', 'Range': [-7.0421, 6.8248]}, 'skewness': {'Type': 'numeric', 'Range': [-13.7731, 12.9516]}, 'curtosis': {'Type': 'numeric', 'Range': [-5.2861, 17.9274]}, 'entropy': {'Type': 'numeric', 'Range': [-8.5482, 2.4495]}, 'class': {'Type': 'binary', 'Unique values': array([0, 1])}}, 'Class': 'class'}"", 'BankNoteAuthentication_histograms_numeric', 'BankNoteAuthentication_histograms_symbolic']"
Considering the common semantics for variance and entropy variables, dummification if applied would increase the risk of facing the curse of dimensionality.;"[""BankNoteAuthentication_description:{'Records': 1372, 'Variables': {'variance': {'Type': 'numeric', 'Range': [-7.0421, 6.8248]}, 'skewness': {'Type': 'numeric', 'Range': [-13.7731, 12.9516]}, 'curtosis': {'Type': 'numeric', 'Range': [-5.2861, 17.9274]}, 'entropy': {'Type': 'numeric', 'Range': [-8.5482, 2.4495]}, 'class': {'Type': 'binary', 'Unique values': array([0, 1])}}, 'Class': 'class'}"", 'BankNoteAuthentication_histograms_numeric', 'BankNoteAuthentication_histograms_symbolic']"
Considering the common semantics for entropy and curtosis variables, dummification if applied would increase the risk of facing the curse of dimensionality.;"[""BankNoteAuthentication_description:{'Records': 1372, 'Variables': {'variance': {'Type': 'numeric', 'Range': [-7.0421, 6.8248]}, 'skewness': {'Type': 'numeric', 'Range': [-13.7731, 12.9516]}, 'curtosis': {'Type': 'numeric', 'Range': [-5.2861, 17.9274]}, 'entropy': {'Type': 'numeric', 'Range': [-8.5482, 2.4495]}, 'class': {'Type': 'binary', 'Unique values': array([0, 1])}}, 'Class': 'class'}"", 'BankNoteAuthentication_histograms_numeric', 'BankNoteAuthentication_histograms_symbolic']"
