Ia,Ib,Ic,Va,Vb,Vc,Output
-70.67893201,53.64434749,13.56368197,0.006735656,-0.51352008,0.506784424,0
-57.44071601,93.49794123,-39.29793708,-0.490978845,-0.064483045,0.55546189,0
-35.79670872,-24.87825824,63.34626397,0.46307095,-0.563987658,0.100916707,0
43.28610269,108.5156001,-149.0886416,0.492608684,0.041435358,-0.534044041,1
203.946737,643.5909773,-845.4934054,0.041013823,-0.011397952,-0.029615871,1
330.6799495,-24.3810742,46.89582381,0.32820192,-0.605592648,0.277390728,1
40.17421196,47.55692204,-90.69328556,-0.292127716,0.627172149,-0.335044433,0
-203.1983815,-643.3073608,846.5034788,-0.041060957,0.011471634,0.029589323,1
-650.7129436,-190.7694316,843.495104,-0.039857599,0.032404713,0.007452886,1
374.0998588,507.3520043,-879.4049987,0.04228966,-0.019431028,-0.022858632,1
-844.722898,645.6446069,201.1038265,-0.00791841,0.040015464,-0.032097053,1
-19.14741616,-12.98353324,28.67746148,0.549657862,-0.451910278,-0.097747584,0
52.89186234,9.724661513,-60.27102555,-0.105244758,0.576082918,-0.470838159,0
53.64378195,-21.94525324,-29.75461585,0.334915436,0.27378133,-0.608696766,0
35.16008991,-782.3960915,749.8493739,-0.065370477,0.009573876,0.055796601,1
-39.65593837,784.8646066,-742.6977238,0.144311841,-0.00422957,-0.140082271,1
14.10724656,-761.2628699,749.601648,-0.253168263,-0.005034464,0.258202727,1
-64.82638689,16.14724057,45.04426464,0.029770412,-0.539522313,0.509751901,0
17.58861856,-29.63685271,8.86034393,0.579377233,-0.168183561,-0.411193672,0
32.96009128,55.88719875,-92.24815244,-0.372442484,0.623458037,-0.251015552,0
-59.01936275,26.51604169,29.16332595,0.246050488,-0.583249384,0.337198896,0
755.3469372,-12.15984544,39.64193882,0.035735728,-0.372177616,0.336441888,1
187.1803718,649.9431042,57.7735606,0.04085895,-0.292716876,0.251857926,1
-571.1469515,-289.8772997,-48.46083296,-0.027565686,0.367791793,-0.340226107,1
15.97529448,-765.6654515,752.1414237,-0.239255274,-0.003711071,0.242966344,1
-99.20358869,810.6804313,-709.3569068,0.035044332,0.003083383,-0.038127715,1
27.74275505,-775.8038158,750.452753,-0.143651289,0.004922146,0.138729143,1
158.6233005,-37.35338185,49.39613285,0.361310626,-0.597027203,0.235716577,1
-55.81374667,21.59442592,30.88093015,0.28819012,-0.585188159,0.296998039,0
4.140874771,67.53446097,-69.43253122,-0.571983364,0.482499659,0.089483705,0
-440.4540764,883.3430531,-442.8912404,0.022700258,0.01963286,-0.042333117,1
27.21415093,-34.74144012,9.404610832,0.561379993,-0.098388467,-0.462991526,0
573.9629768,276.7213942,51.12212291,0.041170612,-0.370609598,0.329438986,1
-26.32073983,-35.54577313,61.86651295,0.474034239,-0.563986205,0.089951966,0
50.16769641,24.56129034,-77.76760777,-0.128719328,0.591864285,-0.463144957,0
-51.8548407,-6.723361126,61.25463822,0.32135702,-0.60218646,0.28082944,0
27.64252755,-28.43882558,-2.512706309,0.544902099,-0.056166934,-0.488735165,0
44.14339474,-714.3981159,672.8069198,0.036755398,0.019475753,-0.056231152,1
55.64889967,-29.29916516,-23.60572747,0.206470424,0.388798148,-0.595268572,0
-22.75144189,92.43660524,-72.6979055,-0.618520157,0.311290488,0.307229669,0
-51.51682187,13.50570703,39.90401699,0.307449976,-0.589597191,0.282147215,0
-60.83852924,28.24626937,34.41657965,0.16967638,-0.575690788,0.406014408,0
36.40296616,-758.8973464,724.9171848,-0.058151314,0.012082077,0.046069237,1
-41.52607989,5.269659136,32.79608968,0.428710258,-0.557858378,0.129148119,0
-20.72480723,90.04370538,-67.40144574,-0.617125217,0.308835849,0.308289368,0
-13.95118127,-41.4865435,58.10312372,0.568712966,-0.451937505,-0.116775461,0
54.66843107,4.512198552,-62.46966005,0.097297115,0.480659104,-0.577956219,0
-627.6785366,857.7733431,29.31017552,0.011853133,0.048998395,-0.060851528,1
16.68435014,-61.33919382,44.65484369,0.605126686,-0.275772615,-0.329354071,0
-0.939725084,55.39522977,-54.45550469,-0.593814078,0.401277446,0.192536631,0
871.4186802,-416.9159812,16.22912363,0.021657562,-0.305773504,0.284115942,1
-15.59657576,88.91485991,-76.21936137,-0.615697669,0.367054934,0.248642735,0
51.86194814,-17.63672793,-37.16276899,0.310238036,0.301079756,-0.611317792,0
613.1140328,244.1889064,-857.3033646,0.040677726,-0.030586391,-0.010091334,1
499.2576952,-881.2099898,381.9500335,-0.019880415,-0.022430194,0.042310609,1
-45.52407595,6.671244171,35.76534624,0.389457416,-0.574313572,0.184856155,0
14.51729542,-52.84361867,40.98430411,0.59554135,-0.229519825,-0.366021525,0
37.24266871,50.15912943,-90.804618,-0.324862834,0.626981532,-0.302118698,0
58.52109855,-807.1717312,748.6990888,-0.035135802,-0.001427998,0.0365638,1
53.35245368,-585.1099194,534.364241,0.190338504,0.03014822,-0.220486724,1
-380.7135649,-516.3174483,899.1999955,-0.040945999,0.019293298,0.021652701,1
-71.96455693,67.36208645,1.374812792,-0.161991646,-0.414542617,0.576534263,0
-68.89106773,262.2488903,-190.9071251,-0.403120396,-0.040979495,0.444099891,1
-21.12133085,93.08444098,-75.09452253,-0.619096182,0.328548919,0.290547264,0
214.8922803,-245.4438687,32.68947544,0.039817772,-0.536005323,0.496187551,1
-48.19522659,59.80922771,-11.61400112,-0.483101712,-0.075171802,0.558273515,0
104.0979612,-41.05539685,49.75573452,0.368528524,-0.589356008,0.220827484,1
-712.9595677,-95.69940294,808.6567071,-0.038045955,0.035220894,0.002825061,1
594.2695281,250.0184879,50.25092233,0.040838538,-0.372516418,0.331677879,1
42.97641372,39.68689389,-85.81676562,-0.25614941,0.621752005,-0.365602595,0
-55.50474584,-1.482568106,59.77406524,0.28010047,-0.602376373,0.322275904,0
-15.82733469,-45.27987048,61.10720517,0.540959184,-0.506855795,-0.034103389,0
-10.21420918,-18.15391201,24.91733915,0.575155735,-0.393912195,-0.18124354,0
705.2864116,108.2028363,-813.4892113,0.03833528,-0.034800558,-0.003534722,1
42.7538741,-21.52762013,-24.65742198,0.432051788,0.152723241,-0.584775029,0
-69.79257725,48.87628771,23.60794527,-0.21729344,-0.382515392,0.599808832,0
38.92123268,46.87184394,-89.06822864,-0.307827301,0.626164681,-0.31833738,0
26.82156404,-28.51539145,-1.615494954,0.548508664,-0.065596236,-0.482912429,0
48.16499731,-51.4790981,10.762291,0.478172545,0.078426267,-0.556598812,0
-34.58207173,-16.53716084,53.32357341,0.460783651,-0.558093642,0.097309991,0
632.0265596,-864.9663144,-29.31408776,-0.011391274,-0.049290532,0.060681806,1
-315.1288413,872.110072,-556.983129,0.028019468,0.013510803,-0.041530272,1
838.2275128,35.66444197,16.68110363,0.057486989,-0.37075605,0.313269061,1
-35.60539309,92.5946841,-55.07479008,-0.595113087,0.167665511,0.427447576,0
-76.68687623,42.84641692,-49.86229847,-0.371588557,0.584646015,-0.213057458,1
37.89547739,21.13630006,-62.34160841,-0.366944836,0.601235743,-0.234290906,0
565.6500931,-870.9172088,305.2648541,-0.016271382,-0.025708954,0.041980337,1
-42.22720159,3.069756785,36.07114591,0.417107098,-0.565482416,0.148375319,0
26.67730655,63.23743146,-93.31299138,-0.43086887,0.610455614,-0.179586744,0
206.2959142,-851.129664,-51.43041324,-0.031801226,0.158681023,-0.126879797,1
-25.95193704,94.44981176,-71.62778281,-0.617780927,0.286698398,0.331082529,0
-59.99406552,697.156247,-634.7196257,-0.083223442,-0.022336382,0.105559824,1
35.23354453,23.91267756,-62.83704487,-0.389250943,0.597027286,-0.207776343,0
-85.54520773,805.1958275,-717.6104324,0.035401751,0.002428836,-0.037830587,1
-49.87922492,93.72991542,-46.85447051,-0.5424935,0.028945915,0.513547585,0
570.9964602,-878.7795479,307.8010714,-0.015637816,-0.026152372,0.041790188,1
-33.12954743,94.60424881,-64.48426037,-0.607437893,0.215689437,0.391748456,0
688.3353849,137.2584406,-823.5412487,0.038836013,-0.033996872,-0.004839141,1
-13.72250479,-49.26080537,59.23409676,0.56304261,-0.473361279,-0.089681331,0
567.9699022,-571.2817284,5.440311356,0.026948229,-0.471126297,0.444178068,1
266.63194,589.5038589,57.61123112,0.041747926,-0.313721187,0.271973261,1
-46.6552542,97.05308893,-53.64322157,-0.564946738,0.077946341,0.487000397,0
-56.49006095,53.22615027,3.263910682,-0.384375637,-0.213447917,0.597823554,0
-881.9916442,475.2328556,408.860468,-0.018017268,0.042231187,-0.024213919,1
-498.5274403,-367.9177184,-53.76881095,-0.042020806,0.361081759,-0.319060953,1
-14.54578644,59.55383079,-48.68948591,-0.606575608,0.325322374,0.281253234,0
102.2411766,53.38330761,-49.35318538,-0.382472391,0.540228126,-0.157755736,1
-29.35904277,-20.70039613,52.34884664,0.494584635,-0.535143196,0.040558561,0
582.1684733,-875.4232218,295.4079465,-0.015040039,-0.026684802,0.041724842,1
-14.84671357,-16.77608286,28.29945077,0.562965292,-0.428042894,-0.134922397,0
-1.045081724,61.45607573,-57.69412073,-0.582406337,0.451817816,0.130588521,0
587.3592336,-865.0231111,279.657548,-0.015027442,-0.026767427,0.041794869,1
-2.949218787,766.8837706,56.15815163,0.037444925,-0.234001241,0.196556316,1
46.76037029,-24.40600823,-25.2953005,0.400611458,0.195682367,-0.596293825,0
30.2106729,-63.37797525,29.43348025,0.568082962,-0.104940232,-0.46314273,0
-53.51322451,89.29060241,-33.86710896,-0.50006828,-0.049525677,0.549593957,0
-64.22508371,639.5290297,-572.8817463,-0.152698628,-0.027182543,0.17988117,1
57.47514596,-18.20831096,-34.95508396,0.08664271,0.475689069,-0.562331779,0
-69.03534609,63.10526491,7.760899421,-0.177557754,-0.405588217,0.583145971,0
53.18377539,-30.14046035,-20.68726294,0.32252101,0.284000642,-0.606521652,0
-67.44712594,61.81162559,7.857921577,-0.272081967,-0.330877208,0.602959175,0
459.9042212,-892.952844,435.2040982,-0.021444344,-0.02070218,0.042146524,1
21.38122552,66.67900434,-91.20491149,-0.475572074,0.589883968,-0.114311894,0
-70.41895044,53.19496972,14.23890587,-0.038753583,-0.492640057,0.53139364,0
-8.909758265,-23.31690044,29.26672256,0.577231851,-0.396965334,-0.180266517,0
415.6061316,-10.69769441,36.24319052,0.297140575,-0.586939902,0.289799327,1
147.053596,677.5680164,57.65880849,0.040306843,-0.281246784,0.240939941,1
153.3531259,-843.7712275,690.4591747,-0.03228019,-0.006044054,0.038324244,1
-54.19817122,17.410681,38.68112023,0.274456379,-0.589542197,0.315085818,0
51.5174641,-10.54269779,-44.3994427,0.283664046,0.329031762,-0.612695809,0
56.61337345,-3.435341635,-50.91813463,0.018351774,0.520383377,-0.53873515,0
6.987720103,577.8348597,-582.1243383,0.43859369,0.026289922,-0.464883612,1
59.10039547,-23.71190192,-39.09667215,0.043963232,0.50070462,-0.544667851,0
-560.7738679,-311.1514578,871.9230621,-0.041494133,0.0282489,0.013245234,1
-65.97027064,41.24675637,26.62151744,0.057659592,-0.539686066,0.482026474,0
825.0107139,-177.2276478,18.168537,0.030821599,-0.352105175,0.321283576,1
54.3888805,-320.7874098,269.1793374,0.4222305,0.025787938,-0.448018438,1
4.653502274,-27.94895164,20.22364998,0.592904883,-0.290031817,-0.302873066,0
-67.57160151,560.694494,-490.7218786,-0.226343879,-0.031926849,0.258270727,1
57.41446206,-5.364523728,-52.04993834,-0.134486333,0.578925186,-0.444438853,0
50.87137571,-47.64067663,3.406117528,0.427494408,0.153186499,-0.580680907,0
-867.8000154,575.4955731,294.3286156,-0.012436953,0.041306491,-0.028869538,1
263.491209,-861.4669223,599.9745637,-0.029996609,-0.010895517,0.040892126,1
-38.42776419,-22.32987862,63.42971009,0.444442803,-0.57341207,0.128969267,0
-57.74660946,22.93301089,31.72106468,0.255658076,-0.585469423,0.329811347,0
-691.4516973,821.7949607,-130.3453569,0.007950871,0.032078559,-0.04002943,1
870.4374666,-578.0194802,-292.4127029,0.012592171,-0.041384987,0.028792816,1
17.41187316,-34.04291108,18.5103452,0.586977189,-0.198973983,-0.388003206,0
-50.64328174,71.87743527,-18.38188712,-0.525907305,-0.005493666,0.531400971,0
-20.90235401,-560.6846489,583.8603943,-0.449414648,-0.026781183,0.476195831,1
-27.9461649,62.88382049,-38.65287701,-0.5976988,0.205978093,0.391720707,0
847.6528155,-207.9664522,-639.6886268,0.029420233,-0.041043791,0.011623558,1
-1.922606036,82.07288689,-78.22931395,-0.593867883,0.45194726,0.141920623,0
32.87670841,54.1850494,-90.21067326,-0.379012546,0.620787842,-0.241775296,0
-71.23756813,59.61844074,8.632043733,-0.105032034,-0.453841557,0.558873591,0
876.4483345,54.97629837,-1.031125682,-0.080024263,-0.177420855,0.257445118,1
27.95691007,35.330504,-63.28741408,-0.474380464,0.563643082,-0.089262618,0
-863.3936059,-60.13219176,7.279182813,0.126309216,0.103408991,-0.229718207,1
-52.38456901,15.12392198,34.17048987,0.321614146,-0.585581779,0.263967633,0
-245.9033725,862.370456,50.13259354,0.030438128,-0.142408584,0.111970456,1
-25.14748369,-40.90057121,62.43441925,0.511713987,-0.535851488,0.0241375,0
61.34081357,-34.14686179,-28.87576786,0.156096418,0.42789785,-0.583994268,0
-731.0297567,-12.84581728,744.1649256,-0.026439267,0.034096622,-0.007657356,1
7.252696239,-59.54900238,48.6941126,0.604197926,-0.32532229,-0.278875636,0
-3.6290306,-53.35653073,56.98556133,0.584380189,-0.429580148,-0.154800041,0
57.83896519,-6.357011268,-51.48195392,-0.125241619,0.57599826,-0.450756641,0
49.1329451,-21.8111622,-30.26130851,0.364560882,0.240582647,-0.605143529,0
57.5357364,-12.46382995,-42.80983637,0.112720262,0.463207183,-0.575927445,0
416.012963,66.74877929,-43.10190956,-0.360945593,0.401282576,-0.040336983,1
-840.7486787,-63.86744597,12.65623236,0.165195359,0.037270151,-0.20246551,1
-594.2309159,-250.0759019,-50.25090354,-0.040848265,0.372527148,-0.331678883,1
54.02130916,-35.23428599,-16.04088069,0.275939637,0.327183837,-0.603123475,0
-304.7186206,26.45867576,-47.40930524,-0.334209505,0.605916174,-0.271706669,1
451.7826158,28.99131899,6.228132693,0.267193347,-0.550958162,0.283764815,1
-698.4017812,-12.84187274,-31.63593302,-0.182225911,0.511175494,-0.328949583,1
-53.47226988,-161.9040287,217.8078024,-0.505656242,-0.040747717,0.546403959,1
139.2453607,-828.1144563,-53.33841452,-0.033898549,0.184983502,-0.151084953,1
852.8113037,-610.9938534,1.020349101,0.011340249,-0.236971307,0.225631058,1
-63.65665414,12.26386945,47.75929999,0.067706018,-0.555773599,0.488067581,0
-71.61257561,71.50246635,-3.119099742,-0.207633336,-0.380066086,0.587699422,0
22.36933596,-62.58675406,40.2174181,0.599529875,-0.223775183,-0.375754692,0
55.34225649,0.223898168,-58.61237772,0.116975997,0.466546168,-0.583522165,0
-66.43766114,23.70770651,39.0922774,-0.046316864,-0.500704537,0.547021401,0
-493.3562489,-386.8618082,882.2278867,-0.042114656,0.025135097,0.016979559,1
-30.54112108,72.87076827,-39.43625066,-0.603683166,0.218157251,0.385525915,0
-49.95476376,60.73978455,-14.5364912,-0.501009643,-0.046764751,0.547774394,0
-10.21686017,-34.92641341,47.51705295,0.574112644,-0.42556016,-0.148552484,0
-673.1514834,836.5727163,25.31288632,0.008625783,0.07813939,-0.086765174,1
-737.9553636,-24.84710038,764.9802204,-0.046316146,0.038392308,0.007923838,1
-39.11682355,0.85285512,35.05795111,0.442549019,-0.553593625,0.111044606,0
-417.1090227,-454.613235,-55.7660932,-0.042353801,0.347182078,-0.304828277,1
1.231268374,-30.39608562,30.97620931,0.591816331,-0.341423515,-0.250392816,0
-70.14444536,46.48030701,26.3550181,-0.19031696,-0.404103951,0.594420911,0
-332.6556389,-559.6931508,892.4451142,-0.038831353,0.016498168,0.022333185,1
-23.34783426,-768.3803012,791.7838183,-0.037660554,0.002600351,0.035060202,1
-68.11636065,38.73682683,31.68284448,-0.015069851,-0.511757076,0.526826927,0
34.46972807,-44.01651868,11.821286,0.530935723,-0.020051538,-0.510884185,0
-68.81904801,55.69132387,15.34843737,-0.201662005,-0.391068127,0.592730131,0
-35.29022655,99.9489982,-68.09228819,-0.607654004,0.209767261,0.397886743,0
873.1424099,46.48918017,7.565521175,-0.014424024,-0.274387563,0.288811588,1
-504.772046,-374.3187122,881.179551,-0.042035536,0.025667553,0.016367982,1
-65.4406469,81.81588944,-19.25825421,-0.374059427,-0.222023021,0.596082448,0
56.73599934,-333.5376858,279.3721677,0.359710179,0.039491203,-0.399201382,1
-17.86279419,94.35152685,-79.87168595,-0.618514892,0.362222744,0.256292148,0
844.540124,-195.8030821,-648.7355386,0.029982413,-0.040948396,0.010965984,1
-8.225368147,-35.95617627,46.55498695,0.579105105,-0.412201226,-0.166903879,0
-576.1773416,867.9743658,-291.7992878,0.015600573,0.026322599,-0.041923172,1
24.68596003,62.09923601,-84.85902646,-0.467465519,0.589827854,-0.122362335,0
-70.46779975,76.90417799,-9.667760324,-0.269460653,-0.32770515,0.597165803,0
403.8199586,66.37025948,-43.49247387,-0.36290111,0.408364035,-0.045462924,1
-31.11359019,92.22318248,-59.19416965,-0.606044471,0.213237403,0.392807067,0
23.23920328,-31.23501084,4.92990675,0.565477039,-0.113898048,-0.45157899,0
-23.90382485,-752.0589283,778.044132,-0.038072548,0.002948599,0.035123949,1
-34.56088541,81.54491107,-44.74982629,-0.593989638,0.169737917,0.424251721,0
430.0594452,-15.85943257,44.37724236,0.30093186,-0.598334625,0.297402765,1
744.4361916,-785.6252644,-17.74221663,-0.002702948,-0.129251517,0.131954465,1
56.36066047,-432.8450682,379.2411987,0.349446554,0.036572151,-0.386018705,1
54.96010688,4.088710093,-62.21350805,0.08845236,0.486021006,-0.574473366,0
824.1586643,-180.0699719,31.05673239,0.030934314,-0.354942691,0.324008377,1
54.95764473,-32.35007029,-19.8625005,0.241692742,0.35869253,-0.600385271,0
181.6709803,56.69004793,-48.78365407,-0.382003843,0.517034531,-0.135030688,1
-266.3896639,-589.9139956,-57.61379111,-0.041735594,0.313717493,-0.2719819,1
46.66576657,-29.89490654,-14.82398181,0.440863271,0.138891498,-0.579754768,0
-2.965658345,-27.58327959,32.43204183,0.586178659,-0.370862993,-0.215315666,0
-783.8897903,157.4295281,628.6415779,-0.056798978,0.043853939,0.012945039,1
63.38190502,-33.47415404,-29.90775098,0.148402072,0.434616937,-0.583019009,0
-43.4573753,-22.99080049,62.68916337,0.379505728,-0.598577825,0.219072098,0
-38.35631395,-2.628511353,42.94463752,0.446814432,-0.538952024,0.092137592,0
864.7750268,-543.9939628,6.459428434,0.014930311,-0.263335199,0.248404888,1
-15.10861466,68.59219442,-50.54847759,-0.609063744,0.352300019,0.256763725,0
-573.924366,-276.7788053,-51.12210412,-0.041180339,0.370620328,-0.329439989,1
45.62128734,-22.41786209,-26.3796947,0.40653096,0.188020728,-0.594551689,0
31.4837783,308.8506728,-337.7141486,0.499936838,0.037635022,-0.53757186,1
-40.38797198,62.54989435,-22.16192237,-0.538781459,0.029320955,0.509460504,0
52.41354075,22.82353999,-77.72692258,-0.064861154,0.569941825,-0.505080671,0
8.49680411,-25.40713353,13.46541999,0.590018493,-0.245870782,-0.344147711,0
482.852578,399.0756647,-881.9291018,0.04216816,-0.024548186,-0.017619974,1
38.22900601,-32.9027262,-3.451482299,0.504299674,0.03414641,-0.538446083,0
-65.2036023,85.3758446,-23.28624895,-0.390120542,-0.202994438,0.59311498,0
-43.89969899,96.06462192,-55.28882096,-0.575670556,0.105540698,0.470129858,0
172.1651769,-36.40425918,49.27569982,0.359282118,-0.598577822,0.239295704,1
49.25785734,-63.13049465,17.02156827,0.52129818,0.00874022,-0.5300384,0
-53.73618423,58.74611033,-8.665474567,-0.466507522,-0.103408911,0.569916433,0
230.377886,623.1810993,-853.5603521,0.041336531,-0.012674561,-0.02866197,1
868.2093223,44.79067727,9.113262725,-0.002460371,-0.291221172,0.293681543,1
19.16735667,56.77585274,-73.60893266,-0.499655599,0.562065047,-0.062409448,0
590.1959323,70.35347386,-36.0816245,-0.321030646,0.284213122,0.036817524,1
-67.06735224,35.14681995,28.15250686,-0.167956605,-0.421106584,0.589063189,0
50.3289672,26.80901772,-75.20487952,-0.173622393,0.603076668,-0.429454275,0
54.98607714,-19.35280609,-33.69014276,0.303090194,0.307678755,-0.610768949,0
404.6161872,-882.0235181,479.4040693,-0.024405775,-0.017768449,0.042174223,1
-59.33993111,15.42038244,46.13110392,0.199867853,-0.587748903,0.38788105,0
8.882932335,-58.83147209,49.94853975,0.604232263,-0.341218153,-0.263014109,0
-14.67485507,-22.17652366,38.66555819,0.556927615,-0.451984367,-0.104943248,0
540.5737357,-549.265739,10.82497004,0.028456767,-0.485630201,0.457173434,1
18.39063518,67.85791785,-84.32368724,-0.508474824,0.564896077,-0.056421253,0
92.82516915,712.4567414,57.309868,0.039406396,-0.264969988,0.225563592,1
576.9088675,-867.7075432,292.7925378,-0.015647708,-0.026248916,0.041896624,1
-61.71307698,86.06611883,-27.23827089,-0.432124227,-0.150383097,0.582507324,0
-13.07232238,-623.7578433,639.1176024,-0.416202892,-0.022458912,0.438661805,1
-25.1313589,-37.09218858,62.22354748,0.485228007,-0.556958271,0.071730264,0
25.89082661,65.46662216,-94.52713078,-0.438295583,0.608997621,-0.170702038,0
-32.42686946,-25.27699777,57.70386722,0.398047849,-0.593029146,0.194981297,0
-368.2564744,-501.7529733,-56.60620265,-0.042314437,0.337343844,-0.295029407,1
-724.0423069,-36.90443023,6.815324581,0.039087255,0.248634816,-0.287722071,1
-55.66350312,-40.67448482,65.49945061,0.468290648,-0.49959967,0.031309022,0
5.033120676,52.2417342,-57.27485488,-0.57983708,0.442220092,0.137616988,0
544.1878213,-4.874024627,40.24835799,0.260211553,-0.576020244,0.315808692,1
59.38563126,-18.96498983,-42.83712984,-0.003610526,0.525932786,-0.522322261,0
-19.42725531,61.08367394,-45.3514091,-0.606760223,0.28421315,0.322547074,0
23.1080777,-27.30394482,0.756019015,0.56099123,-0.1022726,-0.458718631,0
834.9584371,-167.2801386,-667.680562,0.030821604,-0.040513889,0.009692285,1
-23.3861845,-768.9864211,-56.67835262,-0.037620114,0.247060969,-0.209440854,1
-31.30921291,-5.180203469,33.16063676,0.493686423,-0.519559754,0.025873331,0
-48.37924617,-11.12610029,37.63246858,0.487673188,-0.457877761,-0.029795427,0
-53.52473527,56.23661357,-2.711878294,-0.42674896,-0.159133954,0.585882913,0
871.7494265,58.29846182,-4.951841081,-0.109063931,-0.131417912,0.240481843,1
-71.03169332,63.67262787,4.482972111,-0.160508073,-0.416724369,0.577232442,0
5.935842208,-29.47387628,20.58236178,0.593432059,-0.282528614,-0.310903445,0
49.7843538,27.01794161,-74.94239293,-0.182329889,0.604757955,-0.422428066,0
59.22282055,-806.6274539,749.5665399,-0.035119273,-0.001461925,0.036581198,1
680.0691612,150.2161682,-828.1525198,0.039145535,-0.033636933,-0.005508602,1
-30.98826836,93.15718314,-65.06553462,-0.610308003,0.232889592,0.377418411,0
6.891256259,-51.78263278,51.48151092,0.37873239,-0.573033754,0.194301364,0
-35.83396607,-4.166597902,37.03265217,0.461838248,-0.545223811,0.083385563,0
55.52839469,2.516579603,-60.97519222,0.080047257,0.49058434,-0.570631597,0
755.7265823,-774.4839515,20.82538964,-0.002717969,-0.035227461,0.03794543,1
-41.07714974,94.98339444,-56.91320178,-0.585164707,0.132972001,0.452192706,0
-393.2172171,19.0938761,-45.40414865,-0.311720778,0.602171704,-0.290450926,1
-43.03594602,-325.2474082,370.7209531,-0.50546477,-0.037217142,0.542681912,1
-10.57442689,58.05536204,-51.15443826,-0.603692587,0.356777394,0.246915194,0
47.85191978,29.30266886,-80.07693228,-0.18368342,0.607139234,-0.423455814,0
55.30766205,-1.478846894,-56.87562377,0.135499668,0.4535019,-0.589001567,0
-53.51084264,-4.411032469,60.70753586,0.304956927,-0.602638155,0.297681228,0
33.02668122,53.19626879,-84.29491514,-0.399463329,0.613372595,-0.213909266,0
39.77247544,43.75393604,-81.66954516,-0.329598162,0.621380618,-0.291782456,0
664.8765444,-836.6649809,171.7861745,-0.009952324,-0.030652122,0.040604446,1
