Area,Perimeter,MinorAxisLength,AspectRation,Eccentricity,EquivDiameter,Extent,Solidity,roundness,ShapeFactor1,Class
42026.0,775.61,190.1728942,1.486334328,0.739827921,231.3204814,0.707329799,0.988777263,0.877892059,0.006725848,SIRA
77772.0,1069.897,235.6387064,1.790625325,0.829528676,314.6782259,0.802799455,0.990309806,0.85378632,0.005425354,CALI
69819.0,1001.884,234.0775761,1.637832916,0.791967775,298.1548453,0.751736167,0.981237878,0.874074814,0.005491055,CALI
35304.0,686.408,192.04541,1.221668473,0.57443147,212.0152091,0.789904685,0.987883706,0.941605758,0.006645588,SEKER
51444.0,859.399,202.1422667,1.610128552,0.783756349,255.9307233,0.710905975,0.987105687,0.875295923,0.006326783,SIRA
42179.0,738.57,212.0788662,1.195068871,0.547551694,231.7411719,0.788938144,0.991770321,0.971679,0.006008887,SEKER
75562.0,1077.868,239.9578761,1.678617681,0.803186052,310.1749933,0.679917937,0.982243136,0.817301227,0.005330689,BARBUNYA
32129.0,764.142,158.0687804,1.65506447,0.796828102,202.2570477,0.678113128,0.967129225,0.691447055,0.008142613,DERMASON
56407.0,935.855,198.2976202,1.870196752,0.845039996,267.9918338,0.735002085,0.975443997,0.809330182,0.006574637,HOROZ
42143.0,746.003,199.9897732,1.343572062,0.667862582,231.6422546,0.803182771,0.992347179,0.95159941,0.006375927,SEKER
73949.0,1108.007,239.0689445,1.655932932,0.797068281,306.8465269,0.797844335,0.980794992,0.756932515,0.005353448,BARBUNYA
49468.0,884.88,168.5272722,2.225373709,0.893349394,250.967356,0.828193538,0.990469326,0.79389937,0.007581389,HOROZ
47009.0,802.977,203.9232482,1.449620698,0.723966029,244.6501947,0.798522167,0.989871552,0.916188139,0.006288399,SIRA
26240.0,598.413,154.3929623,1.405294097,0.702590074,182.7834939,0.802937576,0.987505645,0.920813453,0.008268579,DERMASON
42424.0,764.122,190.6191729,1.489467208,0.741112365,232.4132407,0.785949831,0.989550289,0.913053174,0.006692462,SIRA
183019.0,1641.758,375.9565751,1.661436778,0.798579995,482.7287315,0.716751846,0.989880469,0.853272521,0.003412914,BOMBAY
49325.0,829.603,204.4361713,1.506585568,0.747952247,250.6043506,0.806596677,0.99070057,0.900609099,0.00624431,SIRA
40966.0,751.331,189.6102356,1.45721624,0.727375234,228.3846124,0.745867016,0.986752096,0.911949539,0.006744694,SIRA
37654.0,725.557,176.9070541,1.537229503,0.759488309,218.9578996,0.813542477,0.990399537,0.898830725,0.007222254,SIRA
78876.0,1091.875,272.8683884,1.355056744,0.674826438,316.9038377,0.81780856,0.984534731,0.831397851,0.004687765,BARBUNYA
40392.0,736.057,192.6563401,1.387321863,0.693129309,226.778949,0.768844221,0.991117436,0.93687646,0.006617062,SEKER
38701.0,718.151,199.6790345,1.243169056,0.594093726,221.9811785,0.764600126,0.989162939,0.942975723,0.00641417,SEKER
55517.0,895.616,208.4878424,1.634671881,0.791056138,265.8692156,0.676821983,0.986810999,0.869745453,0.006138826,SIRA
38240.0,703.058,202.4127145,1.189040975,0.541013495,220.6551159,0.783767165,0.992782595,0.972177216,0.006293855,SEKER
41221.0,748.624,189.1212259,1.472850448,0.734179371,229.0943196,0.79053756,0.990008886,0.924274338,0.006757412,SIRA
45071.0,791.887,191.8697421,1.563808815,0.768820743,239.5541265,0.729445847,0.990484353,0.903193142,0.006657221,SIRA
38104.0,722.895,185.8117141,1.410165442,0.705071067,220.2623881,0.819141389,0.989328833,0.916283763,0.006876581,SIRA
49309.0,867.448,206.8129106,1.470277279,0.733078706,250.5637019,0.778456632,0.981566637,0.823472611,0.00616667,BARBUNYA
49987.0,828.77,214.4676282,1.39463908,0.697040877,252.2804493,0.7972154,0.989449723,0.914531972,0.005983654,SIRA
38716.0,729.744,183.3465288,1.469394977,0.732699589,222.0241929,0.808841349,0.989774006,0.913606708,0.006958582,DERMASON
67585.0,1014.517,229.8258426,1.650842303,0.795653988,293.3460322,0.725791729,0.976379659,0.825166379,0.005613764,CALI
40415.0,730.648,199.1611376,1.298805876,0.6381187,226.843506,0.770837307,0.991292617,0.951340635,0.006400387,SEKER
41586.0,745.494,202.0466643,1.298274,0.637737921,230.1063661,0.743762631,0.99009571,0.94030492,0.006307698,SEKER
39078.0,734.17,178.028368,1.576605422,0.773108242,223.0597564,0.780935252,0.98996808,0.91106408,0.007182571,DERMASON
50116.0,843.528,201.0775971,1.58206165,0.774897739,252.605766,0.692736195,0.989867467,0.885089642,0.006347617,SIRA
43395.0,769.0,194.5261114,1.464883185,0.730747092,235.0579291,0.816370683,0.99120603,0.922140034,0.00656661,SIRA
30331.0,650.478,160.1213989,1.510216874,0.749365531,196.5162299,0.712831962,0.988012639,0.900806202,0.007972637,DERMASON
41038.0,731.336,206.6018061,1.22612326,0.578646181,228.5852236,0.762802283,0.991687207,0.964188943,0.006172798,SEKER
55773.0,968.988,204.4911912,1.701394767,0.809040374,266.4814987,0.765376698,0.977667537,0.746443726,0.006238148,BARBUNYA
39436.0,717.903,207.0273819,1.17332096,0.523083051,224.0791706,0.762401887,0.991726393,0.96154848,0.006159589,SEKER
64526.0,1081.377,213.3609796,1.811970477,0.833919982,286.6305198,0.815030946,0.980951367,0.6934104,0.005991442,HOROZ
73973.0,1054.15,236.8815779,1.693467144,0.807034333,306.8963161,0.715897763,0.987953255,0.836523739,0.00542294,CALI
42495.0,767.735,191.8966183,1.475807098,0.735434951,232.6076406,0.805882688,0.989567566,0.905993366,0.00666437,SIRA
43622.0,781.191,193.6720804,1.489977374,0.741320551,235.6719233,0.789181366,0.987615749,0.898257754,0.006615172,SIRA
53624.0,933.414,179.5360209,2.136970274,0.883753762,261.2971438,0.58677288,0.986206643,0.773428995,0.007154691,HOROZ
36109.0,702.169,173.9255187,1.522852589,0.754184675,214.4187649,0.69947504,0.990454508,0.920326699,0.007335094,DERMASON
37416.0,719.358,179.3004865,1.486802185,0.740020395,218.2648181,0.757899854,0.988063801,0.908609065,0.007124876,SIRA
46091.0,809.128,191.5446012,1.602377791,0.781366398,242.2496313,0.788608288,0.990458794,0.884690847,0.006659149,SIRA
53290.0,904.92,187.7464239,1.933037082,0.855791648,260.482121,0.809337221,0.98780307,0.8177776,0.006810298,HOROZ
44909.0,799.009,189.8983747,1.595194891,0.779113691,239.1232208,0.69884224,0.986685708,0.883974844,0.006745305,SIRA
37514.0,725.847,177.418223,1.521158142,0.753547167,218.5504708,0.793309085,0.989293249,0.894773402,0.007194146,DERMASON
71010.0,1022.124,252.4336541,1.427055138,0.71341304,300.6871132,0.804773562,0.985811861,0.854126517,0.005073042,BARBUNYA
