ra,dec,run,camcol,field,class,redshift,plate,mjd
303.92263,59.892076,6182,4,25,STAR,-0.000169276,2554,54263
303.62247,59.924643,6182,4,24,STAR,-0.0001374593,2554,54263
303.84812,59.803764,6182,4,25,STAR,-0.0003156176,2554,54263
303.97101,59.775185,6182,4,26,STAR,-0.0003869027,2554,54263
304.08421,60.051329,6162,4,276,STAR,-2.913708e-05,2554,54263
303.85127,60.100912,6162,4,275,STAR,-6.528702e-05,2554,54263
304.02204,59.554039,6162,3,278,STAR,-0.0002296022,2554,54263
304.03787,59.859283,6182,4,26,STAR,-0.0001651665,2554,54263
304.12933,59.977722,6162,4,276,STAR,-7.998785e-05,2554,54263
304.07268,60.026169,6162,4,276,STAR,-3.887237e-05,2554,54263
304.19716,59.954821,6162,4,277,STAR,-0.0001597596,2554,54263
302.79042,58.68496,6182,1,26,STAR,-6.849559e-05,2554,54263
302.74945,58.640749,6182,1,26,STAR,-9.936062e-05,2554,54263
302.91415,59.026617,6162,1,276,STAR,-0.0001529471,2554,54263
302.98161,58.680983,6182,1,27,STAR,-0.0001885917,2554,54263
302.62802,59.238195,6169,2,88,STAR,-0.0002849484,2554,54263
302.61177,59.340697,6169,2,88,STAR,-0.0001794797,2554,54263
302.75554,58.751787,6182,1,26,STAR,-0.0001096375,2554,54263
303.02913,59.298253,6162,2,276,STAR,-0.0002927885,2554,54263
302.62153,59.113512,6162,1,275,STAR,-0.000178792,2554,54263
302.99129,59.492435,6162,2,275,STAR,-0.000137006,2554,54263
302.66449,59.483055,6162,2,274,STAR,-0.0001072372,2554,54263
302.90161,59.38988,6162,2,275,STAR,-0.0002849007,2554,54263
302.73238,59.423889,6162,2,274,STAR,-0.0001493291,2554,54263
302.87944,59.142494,6169,2,89,STAR,-0.001142573,2554,54263
302.90602,59.417013,6162,2,275,STAR,3.131651e-05,2554,54263
302.91629,58.837509,6162,1,277,STAR,-0.000298081,2554,54263
302.83006,59.354338,6162,2,275,STAR,-0.0002151837,2554,54263
302.61638,58.667952,6182,1,26,STAR,-7.074354e-05,2554,54263
302.85306,59.512195,6162,2,274,STAR,-3.48357e-05,2554,54263
303.30374,59.568542,6182,3,25,STAR,-0.0002771385,2554,54263
303.42637,59.537171,6182,3,25,STAR,-0.0001948466,2554,54263
303.23055,59.758355,6162,3,275,STAR,-7.790917e-05,2554,54263
303.27694,59.613321,6169,3,89,STAR,-0.0001630409,2554,54263
303.31361,59.583533,6182,3,25,STAR,-0.0002287731,2554,54263
303.33851,59.609918,6182,3,25,STAR,-0.0004246103,2554,54263
303.49746,59.706575,6162,3,276,STAR,-0.0001975077,2554,54263
303.51063,59.778981,6162,3,275,STAR,-0.0001504999,2554,54263
303.15798,59.78197,6162,3,274,STAR,-9.558388e-05,2554,54263
303.57658,60.067078,6182,4,24,STAR,-0.0001919525,2554,54263
303.59865,60.143702,6162,4,274,STAR,1.929534e-05,2554,54263
303.59656,59.744123,6162,3,276,STAR,-0.0003029455,2554,54263
303.25762,60.050294,6182,4,23,STAR,-2.154445e-05,2554,54263
302.75841,59.909695,6162,3,273,STAR,-3.767129e-05,2554,54263
302.67091,59.859825,6162,3,273,STAR,4.224154e-05,2554,54263
302.67797,59.769094,6169,3,87,STAR,-0.0001175865,2554,54263
302.79783,59.95032,6162,3,273,STAR,-0.0002065307,2554,54263
303.00431,59.968563,6162,3,273,STAR,-0.0002338726,2554,54263
302.6437,59.811118,6169,3,86,STAR,-6.215556e-06,2554,54263
302.85227,59.903214,6162,3,273,STAR,-1.263405e-05,2554,54263
303.01251,60.100336,6169,4,86,STAR,-0.0002648217,2554,54263
302.96422,59.837784,6162,3,274,STAR,-0.0004556903,2554,54263
303.08358,60.008753,6182,4,23,STAR,-0.000203225,2554,54263
302.90689,60.030402,6169,4,86,STAR,-0.0002165266,2554,54263
302.35801,59.868054,6169,3,85,STAR,-4.853748e-07,2554,54263
302.52196,59.698915,6169,3,86,STAR,-0.0004766269,2554,54263
302.5159,59.675928,6169,3,86,STAR,-2.216031e-05,2554,54263
302.31586,59.745088,6169,3,86,STAR,-8.994771e-05,2554,54263
302.50913,59.60935,6162,2,273,STAR,-0.0001434458,2554,54263
302.58998,59.716223,6169,3,87,STAR,-8.93169e-05,2554,54263
302.0646,59.691715,6162,2,271,STAR,-5.603011e-05,2554,54263
302.14594,59.764176,6162,2,271,STAR,-8.569681e-05,2554,54263
302.45793,59.700213,6169,3,86,STAR,-0.0001236859,2554,54263
302.45614,59.990727,6162,3,272,STAR,-9.186903e-05,2554,54263
302.29818,60.032545,6162,3,271,STAR,-9.806693e-05,2554,54263
302.45558,59.619327,6162,2,273,STAR,-0.0005034432,2554,54263
302.27501,59.760463,6169,3,85,STAR,-0.0002324656,2554,54263
302.22262,60.113597,6162,3,271,STAR,-0.0001832186,2554,54263
302.60569,59.73875,6169,3,87,STAR,-7.697327e-05,2554,54263
302.21995,59.795714,6169,3,85,STAR,-2.638181e-05,2554,54263
302.13087,59.968984,6169,3,84,STAR,-0.0002409056,2554,54263
302.27483,60.125979,6162,3,271,STAR,-0.0002574982,2554,54263
302.2704,59.133932,6162,1,274,STAR,-8.951921e-05,2554,54263
302.55759,58.689534,6182,1,25,STAR,-0.0001239995,2554,54263
302.41465,58.885269,6182,1,24,STAR,-0.0003874574,2554,54263
302.28767,59.231157,6162,1,274,STAR,-8.227066e-05,2554,54263
302.58219,58.933211,6162,1,276,STAR,-0.0002085571,2554,54263
302.21507,58.913709,6182,1,24,STAR,-8.068374e-05,2554,54263
302.34971,59.452669,6169,2,87,STAR,-0.0001839915,2554,54263
302.18422,59.052808,6162,1,274,STAR,-0.0001684946,2554,54263
302.34148,58.848926,6182,1,24,STAR,-0.0002895404,2554,54263
302.1838,58.994838,6182,1,23,STAR,-0.0001888101,2554,54263
302.46531,59.308367,6169,2,88,STAR,-0.000120307,2554,54263
302.46125,59.020887,6162,1,275,STAR,-7.232909e-05,2554,54263
302.33209,59.221705,6162,1,274,STAR,-3.846791e-05,2554,54263
302.28454,59.280154,6169,2,87,STAR,-0.0002228486,2554,54263
302.40194,59.292602,6169,2,87,STAR,-0.0002550053,2554,54263
302.43409,59.035112,6162,1,275,STAR,-0.000346453,2554,54263
302.37626,58.891939,6182,1,24,STAR,-0.0003908369,2554,54263
302.17525,59.013482,6182,1,23,STAR,-0.0002151061,2554,54263
302.42743,59.379227,6169,2,87,STAR,-3.661761e-05,2554,54263
301.4361,59.616649,6169,2,84,STAR,-8.811789e-05,2554,54263
301.98351,60.066474,6162,3,270,STAR,-0.0001164318,2554,54263
302.03227,59.813566,6169,3,85,STAR,-0.0001107911,2554,54263
301.61955,59.532669,6169,2,84,STAR,-0.0001906671,2554,54263
301.6802,59.738539,6162,2,270,STAR,-0.0002267558,2554,54263
301.88148,59.640475,6162,2,271,STAR,-0.0002736913,2554,54263
301.38784,59.716672,6169,2,83,STAR,-9.239664e-05,2554,54263
301.55154,59.798763,6162,2,270,STAR,-0.0001768626,2554,54263
301.40244,59.954996,6162,2,269,STAR,-0.0003328394,2554,54263
301.30352,60.004135,6162,2,268,STAR,-0.0001243983,2554,54263
301.53181,60.051192,6169,3,82,STAR,-0.0002817291,2554,54263
301.3786,60.047735,6169,3,82,STAR,-6.021672e-05,2554,54263
301.7517,59.931982,6169,3,83,STAR,-0.0001874835,2554,54263
186.59921,20.533286,5314,5,66,GALAXY,0.06542192,2611,54477
186.69768,20.323746,5225,4,146,STAR,-8.2643e-05,2611,54477
186.64733,20.618646,5314,5,66,GALAXY,0.06404494,2611,54477
186.67942,20.558948,5314,5,66,GALAXY,0.2007568,2611,54477
186.683,20.316719,5225,4,146,GALAXY,0.1171238,2611,54477
186.63423,19.990733,5225,3,145,GALAXY,0.2254522,2611,54477
186.53498,20.060978,5314,4,65,GALAXY,0.3238294,2611,54477
186.5605,19.980612,5225,3,145,GALAXY,0.2224258,2611,54477
186.60622,19.933651,5225,3,145,GALAXY,0.2201759,2611,54477
186.70552,20.28548,5225,4,146,GALAXY,0.1409218,2611,54477
186.58346,20.1089,5314,4,66,GALAXY,0.4297691,2611,54477
186.78456,19.935194,5225,3,146,GALAXY,0.1679424,2611,54477
186.66181,20.214695,5225,4,146,STAR,5.11344e-05,2611,54477
186.6107,20.30096,5225,4,145,STAR,-0.0001135585,2611,54477
186.88824,20.67791,5225,5,147,GALAXY,0.1528242,2611,54477
186.33215,21.162567,5225,6,144,GALAXY,0.4732366,2611,54477
186.54057,20.931208,5314,6,65,GALAXY,0.1505262,2611,54477
186.26442,20.998828,5314,6,64,GALAXY,0.3485416,2611,54477
186.74649,20.870803,5314,6,67,GALAXY,0.1863191,2611,54477
186.32955,21.051126,5225,6,143,GALAXY,0.03134907,2611,54477
186.35962,20.877887,5314,6,64,GALAXY,0.1427063,2611,54477
186.6623,20.868902,5314,6,66,GALAXY,0.1172808,2611,54477
186.27824,20.861648,5314,6,64,GALAXY,0.1300886,2611,54477
186.6111,20.669709,5225,5,145,STAR,-0.0001537692,2611,54477
186.83537,20.744454,5225,5,147,GALAXY,0.1282278,2611,54477
186.62362,20.728905,5225,5,145,GALAXY,0.1283383,2611,54477
186.63883,20.721507,5225,5,145,GALAXY,0.1281959,2611,54477
186.36885,20.716269,5225,5,144,GALAXY,0.1293683,2611,54477
186.32494,20.8142,5225,5,143,GALAXY,0.1279049,2611,54477
186.39101,20.814346,5225,5,144,GALAXY,0.06410069,2611,54477
186.97649,20.51063,5314,5,68,GALAXY,0.04845294,2611,54477
186.81822,20.398423,5225,4,147,STAR,3.468662e-05,2611,54477
186.99656,20.364592,5225,4,148,GALAXY,0.1141641,2611,54477
186.86984,20.369496,5225,4,147,GALAXY,0.235873,2611,54477
186.9696,20.477116,5314,5,68,GALAXY,0.06489701,2611,54477
186.99417,20.394629,5225,4,148,GALAXY,0.2217848,2611,54477
186.96476,20.334517,5225,4,148,GALAXY,0.06912009,2611,54477
186.84388,20.541942,5314,5,67,GALAXY,0.1059484,2611,54477
187.0489,20.397924,5225,4,148,QSO,0.7000435,2611,54477
186.99784,20.204802,5225,4,148,QSO,1.782397,2611,54477
186.89579,20.143595,5314,4,68,STAR,-4.892211e-06,2611,54477
187.09508,20.345462,5225,4,148,GALAXY,0.04891364,2611,54477
187.12613,20.138073,5314,4,69,GALAXY,0.07470185,2611,54477
187.16295,20.040186,5314,4,69,GALAXY,0.2017282,2611,54477
186.85249,20.145454,5314,4,67,GALAXY,0.06982925,2611,54477
186.97095,20.293911,5225,4,148,GALAXY,0.1862184,2611,54477
186.84915,20.129924,5314,4,67,GALAXY,0.07435916,2611,54477
188.34663,19.235414,5314,2,77,GALAXY,0.1364181,2612,54480
188.31002,19.015537,5225,1,156,GALAXY,0.08420701,2612,54480
188.3422,19.012829,5225,1,156,GALAXY,0.1990182,2612,54480
188.42849,19.086917,5225,1,157,GALAXY,0.08413267,2612,54480
188.31305,19.034024,5225,1,156,GALAXY,0.1982673,2612,54480
188.28561,18.837938,5314,1,76,GALAXY,0.1574184,2612,54480
188.33153,19.215001,5314,2,77,STAR,-0.0001210591,2612,54480
188.32823,19.085836,5225,1,156,GALAXY,0.1911699,2612,54480
188.28903,19.131866,5314,2,76,STAR,2.473371e-05,2612,54480
188.4064,19.221404,5314,2,77,GALAXY,0.3111516,2612,54480
188.70807,19.078193,5225,1,159,STAR,-0.0004985586,2612,54480
188.60577,19.183486,5314,2,78,STAR,0.0001988721,2612,54480
188.60531,19.0797,5225,1,158,QSO,1.758747,2612,54480
188.65357,19.063309,5225,1,158,GALAXY,0.4734657,2612,54480
188.36442,19.222095,5314,2,77,GALAXY,0.1945969,2612,54480
188.63763,19.13948,5314,2,79,QSO,0.4533343,2612,54480
188.43732,19.229073,5314,2,77,STAR,-0.0005033078,2612,54480
188.35301,18.869815,5314,1,77,GALAXY,0.202657,2612,54480
188.83608,19.289655,5314,2,80,STAR,-0.0002644444,2612,54480
188.55861,19.44874,5225,2,158,GALAXY,0.1601402,2612,54480
188.82684,19.630189,5314,3,80,GALAXY,0.1165747,2612,54480
188.77563,19.877411,5225,3,159,STAR,0.0001751506,2612,54480
188.69305,19.423292,5225,2,158,GALAXY,0.03093842,2612,54480
188.57274,19.967508,5314,4,78,STAR,-2.391304e-05,2612,54480
188.46026,19.707267,5314,3,77,GALAXY,0.1315987,2612,54480
188.71336,19.283286,5314,2,79,GALAXY,0.06408881,2612,54480
188.87805,19.794807,5225,3,160,GALAXY,0.07232025,2612,54480
188.6196,19.672567,5314,3,78,GALAXY,0.0727717,2612,54480
188.71278,19.725015,5314,3,79,GALAXY,0.07358205,2612,54480
188.76851,19.268517,5314,2,79,GALAXY,0.1482501,2612,54480
188.46505,19.886599,5225,3,157,GALAXY,0.07373452,2612,54480
188.96534,19.89082,5225,3,160,GALAXY,0.2299914,2612,54480
188.68798,19.687147,5314,3,79,STAR,8.138314e-05,2612,54480
188.46883,19.64196,5314,3,77,GALAXY,0.3866707,2612,54480
188.78576,19.518381,5225,2,159,STAR,0.0004331065,2612,54480
188.07104,18.762307,5314,1,75,GALAXY,0.2126528,2612,54480
188.04877,18.777172,5314,1,75,GALAXY,0.1108245,2612,54480
188.05897,18.699197,5390,6,97,GALAXY,0.3893873,2612,54480
188.17047,18.931945,5225,1,155,GALAXY,0.3070247,2612,54480
188.0909,18.984599,5225,1,155,GALAXY,0.04979814,2612,54480
188.20773,18.78013,5314,1,76,GALAXY,0.1578792,2612,54480
188.20461,18.850279,5314,1,76,STAR,9.646245e-06,2612,54480
187.9871,18.594434,5390,6,97,GALAXY,0.07026277,2612,54480
187.94517,18.951573,5225,1,154,GALAXY,0.1577558,2612,54480
187.94424,19.146788,5314,2,74,GALAXY,0.04936688,2612,54480
188.21423,18.864497,5314,1,76,GALAXY,0.0493769,2612,54480
188.00749,18.938113,5225,1,154,STAR,2.544868e-06,2612,54480
188.08484,19.080538,5225,1,155,GALAXY,0.1136491,2612,54480
188.04834,18.740852,5314,1,75,GALAXY,0.2120308,2612,54480
188.10719,19.022422,5225,1,155,GALAXY,0.04958427,2612,54480
188.28626,19.167335,5314,2,76,GALAXY,0.2679786,2612,54480
187.9786,19.108274,5225,1,154,GALAXY,0.02263528,2612,54480
188.25129,18.973312,5225,1,156,STAR,-0.0003646374,2612,54480
188.15731,18.985352,5225,1,155,GALAXY,0.07008974,2612,54480
188.41317,19.878715,5225,3,157,GALAXY,0.07384624,2612,54480
188.1439,19.255608,5314,2,75,GALAXY,0.1966303,2612,54480
188.0468,19.430448,5225,2,154,STAR,-0.004136076,2612,54480
187.9507,19.456522,5225,2,154,GALAXY,0.1873045,2612,54480
188.38205,19.377893,5225,2,157,QSO,1.837562,2612,54480
188.24335,19.922401,5225,3,156,GALAXY,0.03112537,2612,54480
187.97557,19.385523,5225,2,154,GALAXY,0.05137801,2612,54480
188.07169,19.872124,5225,3,155,GALAXY,0.1419326,2612,54480
188.1686,19.600265,5314,3,76,GALAXY,0.03087461,2612,54480
188.04467,19.336147,5314,2,75,GALAXY,0.3427082,2612,54480
187.90251,19.870864,5225,3,153,STAR,-0.0002797812,2612,54480
188.37428,19.941102,5225,3,156,GALAXY,0.06468324,2612,54480
187.98393,19.891153,5225,3,154,QSO,0.1411346,2612,54480
188.01551,19.853122,5225,3,154,GALAXY,0.1411089,2612,54480
188.26589,19.978169,5314,4,76,STAR,-2.17555e-05,2612,54480
187.76316,18.982174,5225,1,153,QSO,1.089486,2612,54480
