Area,Perimeter,MinorAxisLength,AspectRation,Eccentricity,EquivDiameter,Extent,Solidity,roundness,ShapeFactor1,Class
31573,674.103,185.4482507,1.171793345,0.52126839,200.499357,0.756964757,0.980619312,0.873118507,0.006882685,SEKER
31637,656.711,175.510446,1.308863717,0.645190802,200.702465,0.761823348,0.987267905,0.921842182,0.007261095,SEKER
31675,657.431,171.2105592,1.3828156,0.690678219,200.8229633,0.740935673,0.989565435,0.92092896,0.007474432,SEKER
31682,646.721,192.2484159,1.092574316,0.402841974,200.8451524,0.773184303,0.989258727,0.951893863,0.006629811,SEKER
31703,656.305,187.2724497,1.151845384,0.496263281,200.9117052,0.777110501,0.987847817,0.92490856,0.006804053,SEKER
31748,641.826,184.1151053,1.193690859,0.546072628,201.0542441,0.775589974,0.991505309,0.968482156,0.006922531,SEKER
31768,650.954,183.2920681,1.205504947,0.558465259,201.1175623,0.777674419,0.987411805,0.94210463,0.006955411,SEKER
31811,642.092,180.9171228,1.238051321,0.589564969,201.2536289,0.773877293,0.992480968,0.969600136,0.007041108,SEKER
31821,649.681,189.9692019,1.125106823,0.458286561,201.2852592,0.772354369,0.989212882,0.947378132,0.006716811,SEKER
31823,662.532,181.8946963,1.225284154,0.57785815,201.2915846,0.774847821,0.986025903,0.91103962,0.00700351,SEKER
31837,656.404,180.4394219,1.246471264,0.596968354,201.3358572,0.785245659,0.987561263,0.928537748,0.007064502,SEKER
31915,640.718,188.0653069,1.150240653,0.494138341,201.5823407,0.777655945,0.99164181,0.976946683,0.006778015,SEKER
31972,639.974,190.6449473,1.120866215,0.451705439,201.7622728,0.772270531,0.991502822,0.980968377,0.006683582,SEKER
31992,640.338,191.4872537,1.111757361,0.436968432,201.8253689,0.774212284,0.991753984,0.980466376,0.006654394,SEKER
31994,654.535,192.4225318,1.102632806,0.421302377,201.8316774,0.789741311,0.987743509,0.938453277,0.0066316,SEKER
32015,653.676,191.8101346,1.110108127,0.43420694,201.897905,0.761880964,0.988880309,0.941538949,0.006650945,SEKER
32026,654.237,176.9318083,1.305469433,0.642831065,201.9325869,0.779448988,0.990015147,0.940247873,0.007212236,SEKER
32038,645.085,181.9408668,1.233820224,0.5857513,201.970415,0.770514671,0.991642937,0.967478615,0.007006752,SEKER
32044,652.651,188.9705403,1.143813985,0.48544352,201.9893264,0.778069153,0.989164995,0.945354229,0.006745324,SEKER
32057,642.082,189.3033869,1.140593884,0.48097147,202.030295,0.779804909,0.992446054,0.977128658,0.006735449,SEKER
32066,669.313,173.2308993,1.364864213,0.680580172,202.058653,0.780878628,0.9872233,0.899489569,0.007373438,SEKER
32109,663.582,182.3644962,1.230899418,0.583080944,202.1940863,0.767625332,0.985936684,0.9163206,0.006990948,SEKER
32114,648.566,183.8290361,1.211220556,0.564236127,202.2098285,0.760670804,0.991387028,0.9593916,0.006933347,SEKER
32167,654.893,188.2047159,1.158103377,0.504381753,202.3766203,0.76059302,0.989114726,0.942496457,0.006775904,SEKER
32213,658.216,185.2954324,1.195286422,0.547784367,202.5212716,0.762907351,0.988583704,0.934338332,0.00687552,SEKER
32218,653.595,184.4046839,1.207974042,0.560975566,202.5369884,0.754431565,0.989314008,0.947743902,0.006914025,SEKER
32233,665.493,185.5923729,1.192040817,0.54428951,202.5841313,0.775204425,0.985417304,0.91458402,0.006863577,SEKER
32251,644.051,186.0277835,1.187892253,0.539747143,202.6406883,0.764060649,0.991911177,0.977040422,0.00685191,SEKER
32258,654.808,186.2777558,1.185348348,0.536918908,202.6626784,0.775805676,0.9891451,0.945408164,0.006844939,SEKER
32262,652.419,184.5129929,1.206953791,0.559941518,202.6752432,0.781313572,0.99075638,0.952462642,0.006902816,SEKER
32279,646.556,188.5531418,1.15713587,0.503143726,202.7286345,0.790183599,0.989455292,0.970325944,0.006759243,SEKER
32323,649.59,189.591319,1.146526426,0.489149967,202.8667587,0.784843629,0.991047064,0.962593368,0.006724978,SEKER
32338,653.602,186.136273,1.189512059,0.541530905,202.9138251,0.782490866,0.989777179,0.951253518,0.006846785,SEKER
32355,657.166,186.3604099,1.18737462,0.539174328,202.9671537,0.783793605,0.988844743,0.941458316,0.006839117,SEKER
32368,675.385,186.1762293,1.190581987,0.542701939,203.0079249,0.759099437,0.986648784,0.891708502,0.006848062,SEKER
32376,643.009,188.3004274,1.163725525,0.511456521,203.0330109,0.784302326,0.992885182,0.984008731,0.006768286,SEKER
32433,653.76,188.0092368,1.169286684,0.518261408,203.2116585,0.769320176,0.989565217,0.953586944,0.00677818,SEKER
32465,653.85,183.6920946,1.225977906,0.578509868,203.3118831,0.765034405,0.99078341,0.954265043,0.006936777,SEKER
32514,649.012,187.1344232,1.183349841,0.534673644,203.4652564,0.7849831,0.989982645,0.970006874,0.006810774,SEKER
32518,651.651,187.2561106,1.181605154,0.532696427,203.4777716,0.758915235,0.991070068,0.962284651,0.006804317,SEKER
32518,655.131,187.6655865,1.176673909,0.527019605,203.4777716,0.794032183,0.990134584,0.952088655,0.006790737,SEKER
32525,663.914,184.2147342,1.221823306,0.574579254,203.4996712,0.769057978,0.985606061,0.927264249,0.006920149,SEKER
32578,657.571,182.8423057,1.241712486,0.592813998,203.6654067,0.781922043,0.990182669,0.946779791,0.006969046,SEKER
32581,649.583,184.9234713,1.213605695,0.566603091,203.6747839,0.772061611,0.991781072,0.970297635,0.006888192,SEKER
32615,664.789,191.002277,1.142115946,0.483095172,203.7810289,0.808562858,0.987854374,0.927383997,0.00668854,SEKER
32622,657.009,177.1581895,1.328027061,0.658024288,203.802896,0.779311992,0.991489879,0.949681133,0.007212031,SEKER
32698,653.049,185.1437243,1.215348733,0.568317852,204.0401594,0.767684831,0.991028672,0.963472928,0.006881589,SEKER
32705,654.454,186.1499298,1.20266426,0.555543833,204.0619987,0.779469946,0.990430332,0.959545923,0.00684531,SEKER
32713,660.043,193.4864621,1.113340533,0.43959156,204.0869551,0.799516082,0.990702604,0.943595321,0.006585037,SEKER
32729,656.679,194.793825,1.099961565,0.416528466,204.1368587,0.769153036,0.989808262,0.953753937,0.006546663,SEKER
32774,660.614,187.4792477,1.188771846,0.540717403,204.2771471,0.790153816,0.98955314,0.943721321,0.006800209,SEKER
32775,649.807,189.8094038,1.159189666,0.505764488,204.2802636,0.772630835,0.991319339,0.975402341,0.006713199,SEKER
32795,651.03,185.6002312,1.213415795,0.566415511,204.3425821,0.775992617,0.99105497,0.972334053,0.006867213,SEKER
32796,654.824,187.4192621,1.190621317,0.542744878,204.3456976,0.800820453,0.990486545,0.961128742,0.006804042,SEKER
32799,653.729,190.1123396,1.156713709,0.502601593,204.3550436,0.746177996,0.991295675,0.964439446,0.006704642,SEKER
32829,658.101,189.0026275,1.172467827,0.522071263,204.4484801,0.789785166,0.990197261,0.952538233,0.006750114,SEKER
32836,669.19,191.7587728,1.138962252,0.478674896,204.4702758,0.80291471,0.988291949,0.92142762,0.006651419,SEKER
32849,664.105,181.7436855,1.269492841,0.616038378,204.5107474,0.746568182,0.988088434,0.935962647,0.007023724,SEKER
32870,655.512,190.0206598,1.159653709,0.506352834,204.5761077,0.781242573,0.990119887,0.961276389,0.00670393,SEKER
32885,659.728,184.5596932,1.230319577,0.582547095,204.6227808,0.785669916,0.989766742,0.949462632,0.006904893,SEKER
32920,671.612,191.4622125,1.144315272,0.486132629,204.7316434,0.777974713,0.986337488,0.917134004,0.00665532,SEKER
32925,656.646,186.4615283,1.207370616,0.560364527,204.7471905,0.768683025,0.990166005,0.959562001,0.006837606,SEKER
32934,668.197,189.6018111,1.167756413,0.516407505,204.7751722,0.776708646,0.986018383,0.926926508,0.006722801,SEKER
32947,668.231,200.2495993,1.047159612,0.296720861,204.8155836,0.765319396,0.988330934,0.927198033,0.006364564,SEKER
32951,688.26,185.5215755,1.221685649,0.574447868,204.8280162,0.770801656,0.982907768,0.874124721,0.006878366,SEKER
32988,676.797,187.1772945,1.20074238,0.553546741,204.9429826,0.766699205,0.98586414,0.905000877,0.006813135,SEKER
33006,669.769,188.2429412,1.187442927,0.539249994,204.9988888,0.757018349,0.986490525,0.924597414,0.006772337,SEKER
33010,665.85,186.8900915,1.203762369,0.556677424,205.0113104,0.791587732,0.989093306,0.935626643,0.006815246,SEKER
33013,652.684,188.0291423,1.190144523,0.542223823,205.020626,0.789784689,0.991708973,0.973842946,0.006778598,SEKER
33019,655.703,187.5026272,1.197051022,0.549663318,205.0392561,0.764328704,0.990371926,0.965071386,0.006797608,SEKER
33051,663.071,192.4739417,1.137563711,0.476689675,205.1385878,0.777926846,0.98886994,0.94465755,0.006624652,SEKER
33058,655.511,187.8781612,1.194635275,0.547087283,205.1603102,0.799274662,0.992136855,0.96677736,0.006789457,SEKER
33062,667.966,189.7813412,1.169973519,0.51908899,205.1727219,0.77866227,0.988725739,0.931172778,0.006715841,SEKER
33078,659.456,178.9312328,1.316483846,0.650391531,205.2223615,0.787721471,0.992349923,0.955822961,0.007121352,SEKER
33078,652.214,190.3548121,1.163022358,0.510582618,205.2223615,0.772417336,0.99252858,0.977167183,0.006692874,SEKER
33089,663.915,194.2070489,1.119093377,0.448903019,205.2564817,0.774410223,0.988734835,0.94334064,0.00656822,SEKER
33090,653.809,184.6885548,1.236712666,0.588365282,205.2595833,0.769355964,0.992144399,0.972758069,0.006902589,SEKER
33143,648.385,189.7373793,1.172812181,0.522480157,205.4238989,0.769979556,0.992989184,0.9906854,0.006714127,SEKER
33159,653.801,189.98042,1.170878708,0.520175444,205.4734778,0.788111423,0.99233877,0.974810341,0.006708406,SEKER
33168,680.621,180.5827539,1.297552191,0.637220052,205.5013606,0.761240274,0.9888498,0.899742964,0.007064506,SEKER
33171,654.338,190.3614532,1.167534946,0.516138043,205.5106541,0.790237278,0.99228215,0.973563187,0.00670024,SEKER
33194,664.658,182.0856017,1.275820505,0.621001572,205.5818899,0.773698809,0.990274463,0.944219534,0.00699851,SEKER
33236,660.788,200.9273673,1.049424005,0.303273094,205.711909,0.76828479,0.988842938,0.956520582,0.006344265,SEKER
33248,660.068,183.4292487,1.259176693,0.607696024,205.7490422,0.787661984,0.992151831,0.958954568,0.006946879,SEKER
33251,658.962,194.9834825,1.115233763,0.442693503,205.7583245,0.757943925,0.990645017,0.962263101,0.006539718,SEKER
33276,704.493,180.705496,1.299286096,0.6384619,205.8356604,0.759656652,0.98283959,0.842534348,0.00705578,SEKER
33316,670.587,185.2793615,1.237148493,0.588756561,205.9593374,0.782616866,0.988634678,0.931005952,0.00688012,SEKER
33319,668.601,188.8365103,1.191598158,0.543808892,205.9686102,0.7960388,0.987756433,0.936629385,0.006753421,SEKER
33325,674.433,189.7357064,1.179669807,0.530484185,205.9871545,0.798969072,0.988843061,0.920666621,0.006716444,SEKER
33330,653.776,189.4313875,1.184387496,0.535842011,206.0026068,0.790184922,0.992555092,0.979912348,0.006731478,SEKER
33333,679.262,192.7167056,1.144328878,0.486151306,206.0118777,0.772240756,0.98519241,0.907840655,0.006616005,SEKER
33338,659.103,182.9185092,1.269766497,0.616255393,206.0273281,0.776747437,0.991052053,0.964368085,0.006966938,SEKER
33344,661.508,188.668526,1.194253546,0.54667768,206.0458672,0.763352487,0.989671139,0.957540959,0.006757379,SEKER
33382,659.434,190.920249,1.167346605,0.515908654,206.1632423,0.781688327,0.989682775,0.964671718,0.006676356,SEKER
33399,664.701,192.0898879,1.153418042,0.498328415,206.2157306,0.761491108,0.989541361,0.949927944,0.00663373,SEKER
33421,654.804,194.0253903,1.131522436,0.46793088,206.2836368,0.763385107,0.99198599,0.979504999,0.006569046,SEKER
33423,659.036,189.9810797,1.179949356,0.530804973,206.289809,0.772982724,0.99157445,0.967023472,0.006707,SEKER
33427,665.61,186.6258656,1.222891486,0.575596241,206.3021528,0.754491694,0.989286454,0.948129347,0.00682751,SEKER
33429,658.605,185.6980934,1.235586679,0.587351259,206.3083245,0.791743641,0.99157595,0.968463377,0.006863684,SEKER
33431,666.841,193.6804685,1.135413444,0.473606709,206.3144959,0.788708802,0.989434119,0.94474509,0.006577949,SEKER
33433,657.349,189.5660154,1.186934863,0.538686621,206.3206672,0.776807082,0.991841699,0.972284135,0.006729953,SEKER
33446,656.077,190.2565986,1.178586895,0.529237524,206.3607759,0.767814509,0.992080206,0.97643744,0.006704357,SEKER
33447,664.412,188.7406408,1.198038824,0.550708725,206.3638608,0.770224525,0.989819774,0.952120901,0.006760505,SEKER
33459,655.414,194.5431002,1.12638252,0.460233577,206.4008768,0.786308517,0.990937361,0.978794213,0.006549208,SEKER
33468,659.987,189.9543464,1.181652029,0.53274976,206.4286344,0.792329545,0.991703212,0.965536869,0.006706703,SEKER
33498,657.523,187.3160543,1.21686354,0.569797937,206.5211327,0.781494961,0.992680397,0.973658914,0.006804528,SEKER
33534,657.067,195.1928536,1.121171948,0.452185632,206.6320761,0.783504673,0.992335691,0.976058644,0.006526056,SEKER
33538,658.284,187.9440519,1.210566012,0.563582376,206.6443995,0.760516111,0.992248521,0.972569007,0.006783907,SEKER
33539,662.418,191.2006021,1.169889288,0.518987648,206.6474802,0.76426488,0.98891346,0.96049636,0.006669356,SEKER
33547,653.512,199.9257014,1.069167543,0.353836994,206.6721244,0.783570411,0.991576023,0.987089244,0.006371779,SEKER
33560,669.259,187.8565921,1.213352027,0.566352488,206.7121649,0.739858907,0.990058117,0.941549974,0.0067919,SEKER
33576,666.339,190.4630178,1.179172355,0.529912303,206.7614349,0.761792399,0.989654258,0.950272923,0.006688966,SEKER
33583,657.754,192.9504091,1.149057171,0.492559596,206.7829868,0.775302429,0.991584977,0.975444036,0.006601883,SEKER
33584,658.848,191.3544824,1.169218404,0.518178984,206.7860655,0.748056576,0.991146264,0.972236276,0.006661958,SEKER
33607,690.171,199.5241432,1.076387518,0.369995763,206.8568621,0.770802752,0.983753879,0.886596875,0.006390493,SEKER
33620,670.224,192.2260318,1.158927754,0.505431801,206.8968668,0.783244805,0.988474656,0.940519106,0.006626296,SEKER
33623,659.408,197.0837827,1.102941394,0.421848171,206.9060976,0.793238493,0.991302553,0.97171275,0.006464975,SEKER
33631,669.076,190.753366,1.178953771,0.52966059,206.9307109,0.762884493,0.988885295,0.94405814,0.006686967,SEKER
33639,663.03,190.8531005,1.177150939,0.52757456,206.9553214,0.78625187,0.99174504,0.961582569,0.006678644,SEKER
33717,664.363,185.6531262,1.247609077,0.597950376,207.1951199,0.766225798,0.992114168,0.959948457,0.006869607,SEKER
33731,671.696,186.1264562,1.242015871,0.593081148,207.2381313,0.803214668,0.989962727,0.939493017,0.006853399,SEKER
33736,655.729,194.1359516,1.140387786,0.480682529,207.2534904,0.786863834,0.992585618,0.985949497,0.006562434,SEKER
33794,665.826,196.5777218,1.114062631,0.440779117,207.4315723,0.77773175,0.99024233,0.957917183,0.006480437,SEKER
33809,669.341,187.1642998,1.230189184,0.582426873,207.4776031,0.784067718,0.990217614,0.948303455,0.006810243,SEKER
33824,656.339,195.2815454,1.130438948,0.466327555,207.5236236,0.788438228,0.992517386,0.986684731,0.006526545,SEKER
33838,661.029,193.4836383,1.152415344,0.497013692,207.5665669,0.782128328,0.99097991,0.973135967,0.006589441,SEKER
33845,670.945,190.5214245,1.188221248,0.540110507,207.5880353,0.763926508,0.990807693,0.944779673,0.006688775,SEKER
33849,669.571,194.6713489,1.138382624,0.477854006,207.6003019,0.786271777,0.98860948,0.948773259,0.006547032,SEKER
33858,664.46,184.1392916,1.27259641,0.618486935,207.6278992,0.781254326,0.9916818,0.963681409,0.006921112,SEKER
33860,683.315,191.5211613,1.177598412,0.528093987,207.6340314,0.77518315,0.986625484,0.911286442,0.00666081,SEKER
33864,662.898,195.0635178,1.134073805,0.471666862,207.6462953,0.771600437,0.991131794,0.968399824,0.006532495,SEKER
33866,668.421,186.8608751,1.23584543,0.587584681,207.652427,0.799933862,0.991074303,0.952518888,0.006818968,SEKER
33876,666.966,189.1647868,1.20608691,0.559059342,207.6830826,0.788272251,0.990207828,0.95696179,0.006734832,SEKER
33930,666.214,192.8605622,1.162243676,0.50961126,207.8485452,0.76272901,0.990628011,0.960652272,0.006606277,SEKER
33946,667.313,187.0289921,1.238003462,0.589522187,207.8975459,0.791226721,0.991239853,0.957942188,0.006820908,SEKER
33946,668.564,184.2937385,1.273808035,0.619435383,207.8975459,0.761530869,0.990256709,0.954360587,0.006915538,SEKER
33961,690.353,181.6542972,1.311240651,0.646827292,207.9434735,0.770405154,0.987841415,0.895463526,0.007013707,SEKER
33961,667.497,185.7332978,1.255099849,0.604309903,207.9434735,0.771192406,0.990723183,0.957837195,0.006864163,SEKER
33969,666.389,194.7690372,1.141669311,0.482473841,207.9679641,0.764705882,0.99150613,0.961251403,0.006546022,SEKER
33972,672.812,185.9156247,1.25319359,0.602708675,207.9771473,0.785661425,0.989024426,0.943069114,0.006858244,SEKER
33993,669.092,197.0923214,1.114962639,0.442251584,208.0414186,0.778228022,0.991078457,0.954174231,0.006464583,SEKER
33996,663.743,194.3808765,1.147727915,0.490774479,208.0505986,0.764693974,0.991570658,0.969700851,0.00656243,SEKER
34004,659.963,189.1650397,1.210898964,0.563915151,208.0750765,0.781970795,0.992035476,0.981071581,0.006736259,SEKER
34027,670.16,187.4123657,1.236085487,0.587801025,208.1454347,0.778507367,0.991058426,0.952086748,0.006808056,SEKER
34036,666.067,191.1104706,1.187417987,0.539222369,208.1729597,0.753842746,0.990311036,0.964078826,0.006667294,SEKER
34051,677.272,190.6640036,1.193832824,0.546225424,208.2188266,0.757901531,0.986928294,0.932853601,0.006684707,SEKER
34053,671.582,186.7914403,1.24436186,0.595136326,208.2249414,0.743986367,0.991007508,0.948783552,0.006825717,SEKER
34060,662.146,196.882203,1.119646032,0.449779934,208.2463418,0.789083496,0.991067012,0.976218398,0.00647206,SEKER
34082,668.346,188.3912829,1.22419118,0.576827653,208.3135861,0.801740767,0.991793738,0.958809282,0.006766826,SEKER
34097,680.595,190.8101712,1.193957013,0.54635901,208.359422,0.762250738,0.98826155,0.925014467,0.006681501,SEKER
34104,667.289,189.5440417,1.210688207,0.563704561,208.3808087,0.798426745,0.990790506,0.962470112,0.006728792,SEKER
34113,673.914,196.5103818,1.125855866,0.459431581,208.4083026,0.77466164,0.989011945,0.943888774,0.006485573,SEKER
34130,666.585,184.7780345,1.274725908,0.620151121,208.4602256,0.795515465,0.992381949,0.965239485,0.006901299,SEKER
34131,668.091,193.8042127,1.157549753,0.503674085,208.4632795,0.770625423,0.990079192,0.960920889,0.006572852,SEKER
34151,674.271,188.035623,1.231222027,0.583377426,208.524348,0.750455974,0.987593985,0.943939862,0.006779116,SEKER
34151,662.129,192.2363364,1.17836629,0.528982779,208.524348,0.778210737,0.993079182,0.978876878,0.006633036,SEKER
34179,677.064,193.5928928,1.16254527,0.50998793,208.6098138,0.778015524,0.988518047,0.936935665,0.00658476,SEKER
34191,661.403,194.474673,1.1517228,0.496101592,208.6464313,0.771980131,0.992625925,0.982176064,0.006550873,SEKER
34207,668.737,191.4154535,1.191296024,0.543480298,208.6952446,0.757730817,0.991076344,0.961200851,0.006666252,SEKER
34207,661.138,192.1947081,1.180435819,0.531362195,208.6952446,0.774299425,0.993782865,0.983423569,0.006632371,SEKER
34220,677.527,186.9591042,1.247240782,0.597632979,208.734897,0.773752996,0.989675218,0.936777941,0.006814232,SEKER
34222,671.994,195.2383681,1.143721216,0.485315785,208.7409967,0.7843326,0.989761684,0.95232341,0.006524992,SEKER
34239,666.439,187.7243461,1.239510475,0.59086546,208.792837,0.769554077,0.992147204,0.968746459,0.006795943,SEKER
34246,684.324,189.9911444,1.21010116,0.563116981,208.8141792,0.779558388,0.98600714,0.91895908,0.006713441,SEKER
34253,672.539,191.3685323,1.191440814,0.543637825,208.8355193,0.792893519,0.991231624,0.951641846,0.006656476,SEKER
34254,668.704,194.9291861,1.148975344,0.492450072,208.8385677,0.775363303,0.990715835,0.962616531,0.006538472,SEKER
34259,676.402,191.8680382,1.185944914,0.537585123,208.8538091,0.770124761,0.989486757,0.940967839,0.006641902,SEKER
34276,689.626,190.4115066,1.205594039,0.558556303,208.9056214,0.763113367,0.986700443,0.905675761,0.006697368,SEKER
34291,671.507,189.6239312,1.216397453,0.569343533,208.9513274,0.78204251,0.990525434,0.955628131,0.00672649,SEKER
34313,671.844,198.103852,1.115243208,0.442708884,209.0183449,0.796975891,0.991705202,0.955282162,0.006438783,SEKER
34321,669.531,191.8273267,1.188547268,0.540470046,209.0427095,0.787467878,0.990447882,0.962118171,0.006643042,SEKER
34327,677.311,189.3043718,1.221092393,0.573880789,209.0609812,0.793596116,0.98885176,0.940306539,0.006734003,SEKER
34333,665.686,190.8718701,1.200883421,0.553693873,209.0792512,0.779056047,0.99251272,0.973604944,0.006676226,SEKER
34337,667.785,190.6295846,1.205514668,0.558475195,209.0914304,0.809796708,0.992886678,0.967606759,0.006692686,SEKER
34349,674.863,183.7249369,1.296673425,0.636587835,209.1279635,0.783365262,0.991456199,0.947747671,0.006935609,SEKER
34390,680.24,178.97451,1.368991991,0.682950707,209.252737,0.793932958,0.989384044,0.933937272,0.007124591,SEKER
34394,669.762,189.9052632,1.215980692,0.568936466,209.264906,0.781681818,0.990325367,0.963499612,0.006713995,SEKER
34395,665.156,189.1898259,1.224786513,0.577389526,209.2679482,0.791235335,0.992984583,0.97691809,0.006736943,SEKER
34397,678.85,190.931594,1.20343992,0.556345118,209.2740324,0.772202766,0.989101679,0.937956691,0.00668008,SEKER
34410,684.481,188.9396293,1.230329164,0.582555932,209.3135751,0.80069808,0.98873628,0.92293633,0.006755534,SEKER
34412,667.199,187.3982909,1.248458481,0.598680683,209.319658,0.787459954,0.992358047,0.971424393,0.006798762,SEKER
34419,687.797,195.6151627,1.14583779,0.488214125,209.3409465,0.775202703,0.986641823,0.914297554,0.006512195,SEKER
34421,678.034,189.1497475,1.228676843,0.581027879,209.3470286,0.755708264,0.990190438,0.940871694,0.006751806,SEKER
34425,680.503,188.5544051,1.233838406,0.585767825,209.3591921,0.758928571,0.989480038,0.934165286,0.006758044,SEKER
34428,688.178,191.3790717,1.20040554,0.553194986,209.3683143,0.777770247,0.98624957,0.913524268,0.006672839,SEKER
34441,675.683,191.9152031,1.191660824,0.543876991,209.4078393,0.790874437,0.988945041,0.947980998,0.006640278,SEKER
34443,684.507,187.5726238,1.250754642,0.600643034,209.4139194,0.784650082,0.987641223,0.923751269,0.006811466,SEKER
34447,682.912,195.3291753,1.152349161,0.496926671,209.4260791,0.745783628,0.988351075,0.928179091,0.006534311,SEKER
34461,675.775,178.1577837,1.384870389,0.691799925,209.4686324,0.770181477,0.993370038,0.948273245,0.007159555,SEKER
34469,666.834,190.9936711,1.205055483,0.558005411,209.4929447,0.789667812,0.991999309,0.974098956,0.006677245,SEKER
34474,672.3,194.6503481,1.159255102,0.505847536,209.5081384,0.793308174,0.991372865,0.958462926,0.006545495,SEKER
34475,677.676,182.3691135,1.321732487,0.65389796,209.511177,0.776463964,0.988445438,0.943343645,0.006991825,SEKER
34483,687.567,188.5878665,1.239426102,0.590790465,209.5354844,0.740677893,0.983795042,0.916610562,0.006778434,SEKER
34491,674.657,188.5763657,1.236543276,0.588213024,209.5597889,0.785850991,0.990295443,0.952246946,0.006760686,SEKER
34503,678.24,185.8927694,1.272478978,0.618394789,209.5962405,0.747724515,0.989049735,0.94254029,0.00685577,SEKER
34509,668.332,190.9197413,1.206420478,0.559399185,209.6144638,0.783654283,0.992322291,0.970862501,0.006674476,SEKER
34521,667.908,195.6829765,1.148568576,0.491904913,209.6509059,0.78580046,0.991128338,0.972433566,0.006510684,SEKER
34523,673.987,189.734176,1.22232617,0.575058574,209.6569789,0.785863874,0.989821664,0.955026346,0.006717755,SEKER
34532,689.551,202.7149085,1.070577908,0.357077019,209.6843055,0.768333927,0.985024389,0.912638553,0.006284666,SEKER
34543,670.896,187.2911352,1.254827198,0.604081588,209.7176998,0.769194798,0.991873887,0.964405129,0.006803636,SEKER
34543,669.456,193.972557,1.170142039,0.51929162,209.7176998,0.786784803,0.991845407,0.968558463,0.006570809,SEKER
34594,670.069,188.8659908,1.236013359,0.587736043,209.8724584,0.781432121,0.992711203,0.968214523,0.006748017,SEKER
34600,673.252,190.4578223,1.215150492,0.568123459,209.8906578,0.777790266,0.990864572,0.959247461,0.00668887,SEKER
34601,685.556,194.7187568,1.163316482,0.510948533,209.8936909,0.780620417,0.987246063,0.925151042,0.006546618,SEKER
34622,683.382,187.0530848,1.261293312,0.609433752,209.9573755,0.763726204,0.988917452,0.931611724,0.006814419,SEKER
34623,675.213,193.5033005,1.179278959,0.53003497,209.9604076,0.759576148,0.99021879,0.954317679,0.006590832,SEKER
34626,667.845,190.4682829,1.217464754,0.570382778,209.9695037,0.761848185,0.991779566,0.975575378,0.006696945,SEKER
34629,670.997,189.6828749,1.22905782,0.581381107,209.9785994,0.745816373,0.991808678,0.966515131,0.006732254,SEKER
34631,670.02,192.4014026,1.191970436,0.544213158,209.9846629,0.760686201,0.990787629,0.969391848,0.006622297,SEKER
